TIMESTAMP,BABYPEIPEI33074_OPEN_PRICE_USD,BABYPEIPEI33074_HIGH_PRICE_USD,BABYPEIPEI33074_LOW_PRICE_USD,BABYPEIPEI33074_CLOSE_PRICE_USD,BABYPEIPEI33074_VOLUME_USD,BABYPEIPEI33074_DIVIDENDS_USD,BABYPEIPEI33074_STOCK_SPLITS_USD
2024-10-19 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,249470,0.0,0.0
2024-10-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,29847,0.0,0.0
2024-10-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,82755,0.0,0.0
2024-10-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,49409,0.0,0.0
2024-10-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,38021,0.0,0.0
2024-10-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,53928,0.0,0.0
2024-10-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9551,0.0,0.0
2024-10-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3416,0.0,0.0
2024-10-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4669,0.0,0.0
2024-10-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7901,0.0,0.0
2024-10-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4496,0.0,0.0
2024-10-30 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,54667,0.0,0.0
2024-10-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20495,0.0,0.0
2024-11-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16064,0.0,0.0
2024-11-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,28516,0.0,0.0
2024-11-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2393,0.0,0.0
2024-11-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8480,0.0,0.0
2024-11-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10209,0.0,0.0
2024-11-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15979,0.0,0.0
2024-11-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,22721,0.0,0.0
2024-11-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10270,0.0,0.0
2024-11-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17421,0.0,0.0
2024-11-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,68745,0.0,0.0
2024-11-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20493,0.0,0.0
2024-11-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,18321,0.0,0.0
2024-11-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,16610,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,6031,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,4870,0.0,0.0
2024-11-16 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,13124,0.0,0.0
2024-11-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3103,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,9350,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,5924,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,11922,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,776,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,7313,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,12456,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,7064,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,6489,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,14670,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,10522,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,2895,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,5939,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,180,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,574,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,1002,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,551,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,1383,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,3140,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,4309,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,1463,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,6135,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,4234,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,5103,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,3752,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,1341,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,878,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,2414,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,325,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1499,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1788,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1008,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,849,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,1076,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1554,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,1727,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,745,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,2455,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,2516,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1577,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,197,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,631,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,692,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,509,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,851,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,375,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,474,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,1613,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,246,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,347,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,572,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,1991,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,454,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,716,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,676,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,187,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,472,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,273,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,433,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,591,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,196,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,491,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,864,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,222,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,592,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,311,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,331,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,167,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,419,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,1343,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,1629,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,279,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,3446,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,646,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1312,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,472,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,50,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,151,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,203,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,150,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,260,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,2758,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,1299,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,8808,0.0,0.0
2025-06-01 00:00:00+00:00,1.0218737145351042e-07,1.0218737145351042e-07,7.201646923249427e-08,7.455967931946361e-08,2037,0.0,0.0
