TIMESTAMP,W3S_OPEN_PRICE_USD,W3S_HIGH_PRICE_USD,W3S_LOW_PRICE_USD,W3S_CLOSE_PRICE_USD,W3S_VOLUME_USD,W3S_DIVIDENDS_USD,W3S_STOCK_SPLITS_USD
2023-09-05 00:00:00+00:00,0.2903290092945099,0.2919729948043823,0.2897160053253174,0.2912069857120514,155902,0.0,0.0
2023-09-06 00:00:00+00:00,0.2912159860134125,0.29279500246047974,0.28790199756622314,0.2909899950027466,152312,0.0,0.0
2023-09-07 00:00:00+00:00,0.2909959852695465,0.2979840040206909,0.28962600231170654,0.29622501134872437,155608,0.0,0.0
2023-09-08 00:00:00+00:00,0.2962360084056854,0.29818201065063477,0.29086899757385254,0.2926419973373413,154091,0.0,0.0
2023-09-09 00:00:00+00:00,0.2926419973373413,0.29280799627304077,0.29172900319099426,0.29263201355934143,155190,0.0,0.0
2023-09-10 00:00:00+00:00,0.2926439940929413,0.2934210002422333,0.290012001991272,0.2919839918613434,153199,0.0,0.0
2023-09-11 00:00:00+00:00,0.29198700189590454,0.2924549877643585,0.28229600191116333,0.28391799330711365,147416,0.0,0.0
2023-09-12 00:00:00+00:00,0.28391700983047485,0.29736998677253723,0.28391700983047485,0.2921540141105652,153573,0.0,0.0
2023-09-13 00:00:00+00:00,0.2921749949455261,0.29808899760246277,0.29148900508880615,0.2963919937610626,156352,0.0,0.0
2023-09-14 00:00:00+00:00,0.2963930070400238,0.30271100997924805,0.29571300745010376,0.2998749911785126,156593,0.0,0.0
2023-09-15 00:00:00+00:00,0.29987001419067383,0.30316099524497986,0.2965039908885956,0.30100101232528687,155791,0.0,0.0
2023-09-16 00:00:00+00:00,0.30098700523376465,0.30225899815559387,0.299113005399704,0.3001269996166229,155795,0.0,0.0
2023-09-17 00:00:00+00:00,0.3001219928264618,0.30084100365638733,0.29889100790023804,0.2998029887676239,155977,0.0,0.0
2023-09-21 00:00:00+00:00,0.3065580129623413,0.3067609965801239,0.29828500747680664,0.30020201206207275,156020,0.0,0.0
2023-09-22 00:00:00+00:00,0.30020201206207275,0.30197200179100037,0.29942500591278076,0.30036500096321106,157000,0.0,0.0
2023-09-23 00:00:00+00:00,0.30035001039505005,0.3010309934616089,0.2997229993343353,0.30035600066185,156267,0.0,0.0
2023-09-24 00:00:00+00:00,0.30035400390625,0.30184099078178406,0.2966020107269287,0.2966040074825287,154649,0.0,0.0
2023-09-25 00:00:00+00:00,0.2966090142726898,0.29838699102401733,0.2941260039806366,0.2971290051937103,153661,0.0,0.0
2023-09-26 00:00:00+00:00,0.2971220016479492,0.29828301072120667,0.29494398832321167,0.2960889935493469,153361,0.0,0.0
2023-09-27 00:00:00+00:00,0.296081006526947,0.3029560148715973,0.29503199458122253,0.2978380024433136,154275,0.0,0.0
2023-09-28 00:00:00+00:00,0.2978309988975525,0.30793601274490356,0.2974950075149536,0.30531999468803406,159116,0.0,0.0
2023-09-29 00:00:00+00:00,0.30532601475715637,0.3074820041656494,0.30244600772857666,0.3041529953479767,158166,0.0,0.0
2023-09-30 00:00:00+00:00,0.30415499210357666,0.3061330020427704,0.30390700697898865,0.3047890067100525,156928,0.0,0.0
2023-10-01 00:00:00+00:00,0.3047789931297302,0.3163810074329376,0.30466699600219727,0.3160269856452942,167507,0.0,0.0
2023-10-02 00:00:00+00:00,0.3160080015659332,0.3219980001449585,0.30954501032829285,0.311612993478775,161761,0.0,0.0
2023-10-03 00:00:00+00:00,0.3115920126438141,0.31262099742889404,0.3077639937400818,0.30992498993873596,161268,0.0,0.0
