TIMESTAMP,HEI35724_OPEN_PRICE_USD,HEI35724_HIGH_PRICE_USD,HEI35724_LOW_PRICE_USD,HEI35724_CLOSE_PRICE_USD,HEI35724_VOLUME_USD,HEI35724_DIVIDENDS_USD,HEI35724_STOCK_SPLITS_USD
2025-03-30 00:00:00+00:00,0.4145199954509735,0.4240410029888153,0.3931260108947754,0.4067310094833374,6738555,0.0,0.0
2025-03-31 00:00:00+00:00,0.4067380130290985,0.42660799622535706,0.3980869948863983,0.41378599405288696,7127937,0.0,0.0
2025-04-01 00:00:00+00:00,0.4137830138206482,0.42911601066589355,0.39189600944519043,0.4024209976196289,8116999,0.0,0.0
2025-04-02 00:00:00+00:00,0.4024209976196289,0.4024890065193176,0.35989099740982056,0.362870991230011,6980024,0.0,0.0
2025-04-03 00:00:00+00:00,0.3628079891204834,0.3775329887866974,0.34757500886917114,0.3546310067176819,6534462,0.0,0.0
2025-04-04 00:00:00+00:00,0.3543179929256439,0.3569459915161133,0.3358300030231476,0.3471910059452057,5723293,0.0,0.0
2025-04-05 00:00:00+00:00,0.3471919894218445,0.3562360107898712,0.32856398820877075,0.3355090022087097,4635956,0.0,0.0
2025-04-06 00:00:00+00:00,0.335411012172699,0.3354179859161377,0.25114598870277405,0.2553369998931885,9037741,0.0,0.0
2025-04-07 00:00:00+00:00,0.2552010118961334,0.32460299134254456,0.23297099769115448,0.30572301149368286,28970832,0.0,0.0
2025-04-08 00:00:00+00:00,0.30580800771713257,0.34659600257873535,0.303178995847702,0.3430919945240021,33156103,0.0,0.0
2025-04-09 00:00:00+00:00,0.3430919945240021,0.3664340078830719,0.3196359872817993,0.35141700506210327,22804864,0.0,0.0
2025-04-10 00:00:00+00:00,0.3514310121536255,0.3521589934825897,0.3151960074901581,0.3238610029220581,11956350,0.0,0.0
2025-04-11 00:00:00+00:00,0.3238599896430969,0.38258299231529236,0.3180939853191376,0.34827300906181335,19691538,0.0,0.0
2025-04-12 00:00:00+00:00,0.34827300906181335,0.356332004070282,0.3408550024032593,0.3477959930896759,8027544,0.0,0.0
2025-04-13 00:00:00+00:00,0.3478040099143982,0.3491620123386383,0.3226029872894287,0.3287949860095978,6473667,0.0,0.0
2025-04-14 00:00:00+00:00,0.3287990093231201,0.36086300015449524,0.32249701023101807,0.32536399364471436,12029338,0.0,0.0
