TIMESTAMP,MOONEY_OPEN_PRICE_USD,MOONEY_HIGH_PRICE_USD,MOONEY_LOW_PRICE_USD,MOONEY_CLOSE_PRICE_USD,MOONEY_VOLUME_USD,MOONEY_DIVIDENDS_USD,MOONEY_STOCK_SPLITS_USD
2022-01-23 00:00:00+00:00,0.01846900023519993,0.021237999200820923,0.01816900074481964,0.021051999181509018,3020799,0.0,0.0
2022-01-24 00:00:00+00:00,0.021051999181509018,0.021051999181509018,0.013590999878942966,0.018705999478697777,2062897,0.0,0.0
2022-01-25 00:00:00+00:00,0.018705999478697777,0.01913299970328808,0.01650799997150898,0.018539000302553177,783666,0.0,0.0
2022-01-26 00:00:00+00:00,0.018539000302553177,0.025848999619483948,0.018043000251054764,0.021841000765562057,1827648,0.0,0.0
2022-01-27 00:00:00+00:00,0.021841000765562057,0.027682999148964882,0.020183000713586807,0.02106500044465065,1931923,0.0,0.0
2022-01-28 00:00:00+00:00,0.02106500044465065,0.024980999529361725,0.01992800086736679,0.022251000627875328,1179452,0.0,0.0
2022-01-29 00:00:00+00:00,0.022252000868320465,0.025936000049114227,0.019809000194072723,0.02068999968469143,927115,0.0,0.0
2022-01-30 00:00:00+00:00,0.02068999968469143,0.024397000670433044,0.01950399950146675,0.0215659998357296,1233210,0.0,0.0
2022-01-31 00:00:00+00:00,0.0215659998357296,0.024288000538945198,0.020362000912427902,0.021714000031352043,797306,0.0,0.0
2022-02-01 00:00:00+00:00,0.021714000031352043,0.025888999924063683,0.021611999720335007,0.02376900054514408,1248396,0.0,0.0
2022-02-02 00:00:00+00:00,0.02376900054514408,0.026753999292850494,0.02208700031042099,0.02335900068283081,1018110,0.0,0.0
2022-02-03 00:00:00+00:00,0.02335900068283081,0.026822000741958618,0.022203000262379646,0.025465000420808792,1061568,0.0,0.0
2022-02-04 00:00:00+00:00,0.025465000420808792,0.025755999609827995,0.016194000840187073,0.019488999620079994,2908709,0.0,0.0
2022-02-05 00:00:00+00:00,0.019488999620079994,0.020452000200748444,0.015154999680817127,0.015838000923395157,1118599,0.0,0.0
2022-02-06 00:00:00+00:00,0.015838000923395157,0.017467999830842018,0.011189999990165234,0.014173000119626522,1579492,0.0,0.0
2022-02-07 00:00:00+00:00,0.014174000360071659,0.02027300000190735,0.011323000304400921,0.017495999112725258,2486210,0.0,0.0
2022-02-08 00:00:00+00:00,0.017495999112725258,0.020114999264478683,0.015155999921262264,0.016927000135183334,1155695,0.0,0.0
2022-02-09 00:00:00+00:00,0.016925999894738197,0.01805100031197071,0.014685000292956829,0.01785700023174286,880401,0.0,0.0
2022-02-10 00:00:00+00:00,0.01785700023174286,0.017860999330878258,0.015491999685764313,0.01709900051355362,713377,0.0,0.0
2022-02-11 00:00:00+00:00,0.017098000273108482,0.0186769999563694,0.015714000910520554,0.01592000015079975,958055,0.0,0.0
2022-02-12 00:00:00+00:00,0.01592000015079975,0.02060299925506115,0.01522899977862835,0.01784300059080124,1177754,0.0,0.0
2022-02-13 00:00:00+00:00,0.017846999689936638,0.020586999133229256,0.016692999750375748,0.018463000655174255,1432280,0.0,0.0
