,K,Alpha,Tau,MSE
0,6,250,0.3,0.00864009121274448
1,15,1000,0.3,0.008640129665908571
2,14,1000,0.3,0.008640132250051875
3,13,1000,0.3,0.008640157398525476
4,6,250,0.25,0.008640199065855746
5,15,1000,0.25,0.008640250680522326
6,14,1000,0.25,0.00864025277346808
7,13,1000,0.25,0.00864028557315055
8,6,250,0.2,0.008640358627979424
9,13,750,0.3,0.008640424901585701
10,14,750,0.3,0.008640431638044913
11,14,1000,0.2,0.00864046631240778
12,15,1000,0.2,0.0086404663672255
13,13,1000,0.2,0.00864054133192868
14,15,750,0.3,0.008640616891798044
15,14,750,0.25,0.008640650161248709
16,13,750,0.25,0.00864065997089706
17,12,750,0.25,0.008640680750682493
18,7,250,0.3,0.008640686191186233
19,12,750,0.3,0.008640823096677828
20,11,750,0.3,0.008640861571540428
21,15,750,0.25,0.008640908371156854
22,11,750,0.25,0.0086410113159245
23,7,250,0.25,0.008641022166170565
24,12,1000,0.3,0.008641081247063656
25,13,750,0.2,0.00864108739047413
26,12,750,0.2,0.008641106628113121
27,14,750,0.2,0.00864133650298292
28,14,1250,0.3,0.008641354073210723
29,15,750,0.2,0.008641421439386324
30,7,250,0.2,0.008641625544319744
31,13,750,0.15,0.008642006862527729
32,7,250,0.15,0.008642064844202293
33,14,750,0.15,0.0086423540065252
34,15,750,0.15,0.008642466282235382
35,15,1000,0.15,0.008642732737414314
36,15,1250,0.3,0.008644489253143688
37,13,750,0.1,0.008644535485369571
38,14,750,0.1,0.008644836842270904
39,14,1000,0.15,0.008645548912017392
40,9,250,0.3,0.008651374732171788
41,10,250,0.3,0.008651782451053252
42,15,1000,0.1,0.00865338381268043
43,11,250,0.3,0.008653483531688076
44,12,250,0.3,0.008653998152367271
45,9,250,0.25,0.008656277339281331
46,10,500,0.3,0.008656310866123415
47,15,500,0.25,0.008656508529214093
48,10,250,0.25,0.00865688133972181
49,11,250,0.25,0.008659427684017992
50,8,250,0.3,0.0086594666251535
51,12,250,0.25,0.008660256770680622
52,10,500,0.25,0.008662407254064334
53,15,500,0.2,0.008663810902919226
54,9,250,0.2,0.008665433412699736
55,10,250,0.2,0.008666226222817217
56,8,250,0.25,0.008667173477623474
57,11,250,0.2,0.008670428053568059
58,14,500,0.3,0.008671084856763215
59,12,250,0.2,0.0086718973084656
60,12,750,0.15,0.008672057750844306
61,15,500,0.15,0.008679014002515226
62,14,500,0.25,0.008680473233992653
63,8,250,0.2,0.008680893469094108
64,10,250,0.15,0.008686307825538803
65,13,750,0.05,0.008686940209361914
66,9,250,0.15,0.008693250743292715
67,11,250,0.15,0.00869448381861816
68,14,500,0.2,0.00869564013753731
69,12,250,0.15,0.00869750337743834
70,11,500,0.15,0.008697982981694968
71,11,750,0.2,0.008702623201131039
72,13,500,0.3,0.008704945843091482
73,8,250,0.15,0.00870941962075821
74,13,500,0.25,0.008722102951910752
75,12,500,0.3,0.00872237156008012
76,14,500,0.15,0.008724246332803056
77,11,500,0.3,0.008725804232194507
78,15,500,0.1,0.008726234532706763
79,14,500,0.1,0.008731428326949797
80,13,250,0.3,0.008732066919080465
81,11,500,0.2,0.008737565708415091
82,11,500,0.25,0.008739128385038934
83,12,500,0.25,0.008742162709363654
84,10,250,0.1,0.008747653575834053
85,13,500,0.2,0.008748603821908023
86,11,250,0.1,0.008765178469215571
87,14,250,0.3,0.008767266448614289
88,12,500,0.2,0.008772968899317137
89,12,250,0.1,0.008773238436532655
90,13,250,0.25,0.008776722803484072
91,8,250,0.1,0.008788113742860192
92,13,500,0.15,0.008795300549728905
93,11,500,0.1,0.008797378126259614
94,13,500,0.1,0.008823031406811208
95,12,500,0.15,0.008827259724905133
96,14,250,0.25,0.008829446965025762
97,15,500,0.3,0.008839674720187454
98,15,1000,0.05,0.008848231306343279
99,6,250,0.15,0.008856245028954214
100,12,1000,0.25,0.008862550158024889
101,13,250,0.2,0.008862823161514218
102,15,250,0.3,0.0088672454489271
103,14,250,0.2,0.008955273819163188
104,12,500,0.1,0.008959114072574728
105,15,250,0.25,0.008970286495516244
106,13,250,0.15,0.009060848164899297
107,9,250,0.05,0.009090110807502428
108,15,750,0.05,0.009094183104950073
109,15,250,0.2,0.009133294451054779
110,11,250,0.05,0.00916010127995612
111,12,250,0.05,0.009204465844979607
112,14,250,0.15,0.009250730229423661
113,15,500,0.05,0.009285873741122344
114,10,250,0.05,0.00932398433891158
115,14,500,0.05,0.009359113689995964
116,14,750,0.05,0.009446334890806485
117,15,250,0.15,0.009590601082022697
118,15,1250,0.25,0.009639974405536279
119,9,250,0.1,0.00966823486921051
120,14,1000,0.1,0.009670967402754348
121,13,250,0.1,0.009675859255167106
122,13,500,0.05,0.009802506650635808
123,10,500,0.2,0.00997341417969571
124,14,1250,0.25,0.010174122815859532
125,14,250,0.1,0.010210409017583808
126,12,500,0.05,0.010222295505512699
127,15,250,0.1,0.011163034605163486
128,8,250,0.05,0.011559812752263855
129,13,250,0.05,0.013265083557472539
130,15,1500,0.3,0.013507579136542157
131,10,500,0.15,0.013580568392925893
132,13,1250,0.3,0.013682134567008076
133,12,1000,0.2,0.014543589040894592
134,9,500,0.3,0.014669693642677138
135,14,250,0.05,0.015883891214892747
136,15,250,0.05,0.019936453337854525
137,14,1250,0.15,0.01999763016029471
138,15,1500,0.25,0.02024028867680007
139,7,250,0.1,0.020716768740339404
140,9,500,0.25,0.023545095516218095
141,10,750,0.25,0.02415313754713877
142,7,250,0.05,0.02614811959429406
143,6,250,0.1,0.026799000236622347
144,15,1250,0.2,0.028087800211024375
145,15,750,0.1,0.02883317229923828
146,10,500,0.1,0.030058637340906223
147,15,1250,0.15,0.030414159925429583
148,12,750,0.1,0.031166747883944634
149,8,500,0.15,0.03188680781511106
150,14,1250,0.2,0.036711779198324204
151,14,1000,0.05,0.03676170676956986
152,15,1250,0.1,0.03763876029026596
153,11,500,0.05,0.03888367763554837
154,15,1750,0.3,0.04198972485057424
155,9,500,0.2,0.050237893230795694
156,10,750,0.2,0.05124517864404085
157,13,1500,0.3,0.0539060844580661
158,14,1500,0.3,0.0568068104452577
159,8,500,0.3,0.057106894458875596
160,11,750,0.15,0.06122822720293022
161,15,1500,0.2,0.06220702167194681
162,15,1500,0.15,0.0642903457195896
163,13,1000,0.05,0.06578907245026921
164,15,1750,0.25,0.06958537955574635
165,11,1000,0.15,0.07282804657016721
166,12,1250,0.3,0.07809927593647975
167,10,750,0.1,0.07855660131513581
168,13,1500,0.25,0.08440201792049186
169,13,1250,0.25,0.09588664920060391
170,15,250,0.0,0.10106624887522764
171,12,1000,0.1,0.10269775260011316
172,8,500,0.25,0.10625943010121117
173,14,250,0.0,0.10791743293172748
174,13,250,0.0,0.11788472120638484
175,9,500,0.15,0.1216330375417292
176,12,1250,0.25,0.12344712307423279
177,10,750,0.3,0.1261753247878617
178,15,1750,0.2,0.13954454140392028
179,14,1750,0.3,0.13976696197874747
180,11,1250,0.15,0.14104367978144175
181,10,1250,0.25,0.14268399446754676
182,14,1250,0.1,0.14616709035033673
183,12,1750,0.3,0.1463910469175872
184,10,500,0.05,0.14921259522689134
185,15,1250,0.05,0.15707457363718796
186,13,1000,0.15,0.16014267625296272
187,12,250,0.0,0.1643581548609681
188,10,1000,0.15,0.1673426498044428
189,11,250,0.0,0.19311834077867449
190,12,1000,0.15,0.19459511931793017
191,13,1750,0.3,0.19766589775467994
192,15,1750,0.15,0.19877971287706228
193,13,1000,0.1,0.20046464110773005
194,14,2000,0.1,0.20871569403012596
195,11,1250,0.1,0.21050728839292107
196,9,750,0.3,0.21555854754115275
197,13,1500,0.2,0.2243271956369271
198,11,1750,0.25,0.23198966325180911
199,8,500,0.2,0.2321652054843859
200,13,1250,0.1,0.23856923532589852
201,15,1750,0.1,0.2419260630966569
202,6,250,0.05,0.2466507311560116
203,15,1500,0.1,0.250468634418632
204,10,750,0.05,0.2592652692356734
205,15,500,0.0,0.2615585237296824
206,5,250,0.2,0.26258658132085144
207,12,1250,0.1,0.28461158074879617
208,13,1250,0.2,0.2854496606768948
209,6,500,0.3,0.28706153127578915
210,14,500,0.0,0.30141096607714213
211,12,1500,0.25,0.3061199259837282
212,9,500,0.1,0.3107590316049687
213,13,2250,0.2,0.31232510778514583
214,14,1500,0.25,0.31382890995660495
215,10,250,0.0,0.31738244584260666
216,12,1500,0.3,0.3223805921627836
217,12,1750,0.2,0.3238945102178697
218,13,2000,0.1,0.32772426290661877
219,7,500,0.3,0.332757243953581
220,15,2000,0.3,0.34981413505985204
221,10,750,0.15,0.3566027723527622
222,8,500,0.1,0.3605689079203082
223,15,2000,0.2,0.3737398116067507
224,11,1000,0.1,0.3767190684384949
225,13,500,0.0,0.38343048290152215
226,15,2500,0.15,0.3914894208521614
227,15,2000,0.25,0.3952575138413704
228,14,1500,0.15,0.4015623937606464
229,7,500,0.05,0.4018964221154301
230,8,750,0.3,0.4062463784625565
231,9,500,0.05,0.40650835032878657
232,15,2250,0.15,0.40730115125995847
233,15,1500,0.05,0.41288593014959885
234,15,2000,0.15,0.42513422580007143
235,7,500,0.2,0.42520078958057145
236,11,750,0.1,0.4293594989768989
237,7,500,0.25,0.4381294327416264
238,15,3500,0.1,0.4385702039613067
239,14,1500,0.1,0.43960446914126494
240,12,1500,0.2,0.43984274581279
241,14,2000,0.05,0.44745552386379317
242,14,1750,0.2,0.4475754794458198
243,12,750,0.05,0.4631541778254775
244,15,750,0.0,0.4635757493112494
245,13,2000,0.3,0.4743956087185811
246,14,2000,0.25,0.4835402425851949
247,10,1000,0.25,0.4854371245490022
248,14,1500,0.2,0.4927456622602012
249,15,2250,0.1,0.4981157897454996
250,14,2750,0.15,0.5042278725893106
251,13,1500,0.1,0.5153947801105426
252,12,2000,0.25,0.5158581049576039
253,10,1000,0.3,0.5231579707977205
254,12,500,0.0,0.52693118151677
255,9,1250,0.25,0.5289124459018669
256,15,2250,0.3,0.5351417049425893
257,14,2000,0.2,0.5545896769978408
258,9,250,0.0,0.5658082227671033
259,14,2250,0.3,0.5736243656971658
260,15,3000,0.25,0.5747626240921472
261,15,2000,0.1,0.5755003440550432
262,11,1500,0.15,0.5827019112964058
263,15,2250,0.2,0.5905571635667533
264,11,750,0.05,0.5917481515809629
265,13,1750,0.2,0.6107511388482447
266,12,1250,0.15,0.6127798039759954
267,13,1250,0.15,0.6127804657620641
268,13,2000,0.25,0.6364105037040576
269,11,1000,0.25,0.6416080953692628
270,11,1750,0.3,0.6446821001450127
271,12,1000,0.05,0.6449214075943223
272,11,1500,0.1,0.6642300420337243
273,14,1750,0.25,0.664598564486169
274,9,1000,0.3,0.6663050650440087
275,13,1250,0.05,0.6683503507435283
276,14,1750,0.1,0.6919893303889912
277,14,750,0.0,0.7051525321720394
278,12,2000,0.15,0.7074509209895001
279,11,1000,0.3,0.7179022760498686
280,14,1500,0.05,0.720277966120328
281,11,1250,0.3,0.7263275182522382
282,13,1750,0.05,0.7270611834673042
283,11,1000,0.05,0.728641977391961
284,12,2000,0.3,0.7311611438314006
285,12,1750,0.1,0.7432207966890567
286,9,750,0.25,0.7449202007833631
287,14,3000,0.3,0.7455147231606059
288,11,1750,0.2,0.7455961896812919
289,10,1000,0.2,0.7489500703017627
290,14,1250,0.05,0.7560692194001861
291,15,1000,0.0,0.7576559085936992
292,12,1500,0.15,0.7600972575818179
293,13,2500,0.1,0.767143196465479
294,8,500,0.05,0.7727998473859559
295,11,2000,0.25,0.777349433516522
296,15,2750,0.3,0.7794485369030434
297,13,3000,0.2,0.7867415445572247
298,13,750,0.0,0.7987970654300197
299,15,4500,0.1,0.7999782875069521
300,13,2500,0.15,0.8016781749115174
301,9,1000,0.1,0.8049957145384824
302,11,1250,0.05,0.806319621455393
303,12,1250,0.05,0.8073104343695544
304,13,1750,0.25,0.8116562088437135
305,10,1000,0.05,0.82221977990788
306,8,750,0.2,0.8272538970450042
307,15,2250,0.25,0.832727549641648
308,13,3000,0.3,0.8397459365012373
309,13,1500,0.05,0.8496215084579206
310,9,750,0.15,0.8651381412946778
311,12,2250,0.15,0.8702203010948346
312,13,2000,0.05,0.8742936370753691
313,11,500,0.0,0.8782748516440902
314,8,250,0.0,0.8794128563762004
315,14,1000,0.0,0.884679644870341
316,10,1250,0.3,0.890836047610853
317,10,1500,0.1,0.9132495787659977
318,11,1250,0.25,0.9144088202114296
319,14,2250,0.25,0.9285153292114334
320,13,2000,0.2,0.9476884725493903
321,11,1000,0.2,0.9523385402369817
322,15,2250,0.05,0.9531035152764696
323,13,1750,0.1,0.9774997353109659
324,12,1500,0.05,0.9848566205199379
325,9,750,0.2,0.9893687507563386
326,11,2000,0.15,1.0088459059156876
327,12,1250,0.2,1.0353960834675766
328,13,1750,0.15,1.0716989358061881
329,9,1000,0.2,1.0759754530368686
330,9,750,0.1,1.079371883306514
331,7,500,0.15,1.0847501934652302
332,13,3250,0.2,1.0962162134697935
333,12,1500,0.1,1.0999824920532753
334,15,1250,0.0,1.1270552672125669
335,11,2000,0.3,1.1291724582908482
336,4,250,0.2,1.1385494949762356
337,10,1500,0.15,1.1565897105845053
338,12,2000,0.2,1.1568809556030417
339,13,2750,0.1,1.1577322629559519
340,10,500,0.0,1.159700878091745
341,10,1750,0.3,1.1687979895244915
342,10,1500,0.3,1.1714709838831638
343,15,1750,0.05,1.1901058170109753
344,14,4000,0.2,1.1967925742909353
345,13,2000,0.15,1.2054964425132213
346,12,2500,0.15,1.207569676312955
347,12,2500,0.3,1.2105595585959328
348,14,1750,0.05,1.2260606466870148
349,15,3750,0.1,1.2315490688355133
350,15,3250,0.3,1.235687356341166
351,9,1250,0.3,1.2368340783528442
352,13,2250,0.1,1.2411417039857016
353,11,1500,0.05,1.2429576190398126
354,10,1250,0.15,1.2542514373970635
355,15,2500,0.05,1.2791856271502178
356,14,2250,0.1,1.2836796352756437
357,13,1500,0.15,1.3073407808691997
358,12,750,0.0,1.3195824820212865
359,9,1000,0.15,1.3219324092612894
360,13,2750,0.3,1.3285818009034458
361,15,6750,0.3,1.3342861823578023
362,12,2250,0.1,1.3361883903131393
363,10,1250,0.1,1.336419910395949
364,13,2500,0.25,1.3511169553722073
365,14,3250,0.25,1.3555688817964213
366,4,250,0.25,1.3587077972783608
367,10,1000,0.1,1.3763430703150576
368,12,1750,0.15,1.3775230053851617
369,15,2500,0.1,1.3967254590859144
370,8,750,0.25,1.399423892770648
371,14,3500,0.05,1.4023475471003854
372,12,2000,0.05,1.4046060892661978
373,13,2250,0.25,1.415270918310535
374,14,2250,0.05,1.4171146547182671
375,15,2750,0.2,1.4391880544997901
376,11,2250,0.2,1.4409413141552354
377,15,3750,0.05,1.461512216011916
378,10,1250,0.2,1.4913916063994548
379,14,3750,0.15,1.4998168882760499
380,15,3750,0.2,1.5087232619203426
381,15,2500,0.3,1.510840185598405
382,15,3500,0.25,1.531170193517931
383,12,2250,0.2,1.533382100735991
384,12,3250,0.25,1.5371392619662712
385,11,1250,0.2,1.5569783087665456
386,8,1000,0.05,1.5615671197649983
387,9,1000,0.05,1.5663832308797176
388,7,250,0.0,1.5691770987729965
389,14,2250,0.2,1.5751255397199406
390,15,5500,0.2,1.5770685814245577
391,15,2500,0.2,1.5831254773905297
392,15,3250,0.15,1.5911710643424246
393,13,1000,0.0,1.600826862171222
394,15,3500,0.2,1.6009773546567734
395,12,2500,0.25,1.6156131745146025
396,13,2750,0.15,1.616098803690433
397,14,2250,0.15,1.6314937178973163
398,14,2000,0.3,1.6364552677856397
399,7,750,0.3,1.638200199365363
400,11,2250,0.15,1.6450553123436744
401,15,5000,0.25,1.6661651068315961
402,9,1000,0.25,1.6745432798884965
403,14,2750,0.25,1.6771763595419993
404,11,1500,0.2,1.6902456089680722
405,11,750,0.0,1.6947610904442572
406,15,3750,0.15,1.697467597542161
407,14,4250,0.1,1.7003223376686614
408,5,250,0.15,1.702257016948037
409,15,2500,0.25,1.7519747763776699
410,9,1750,0.15,1.7576552500345255
411,9,500,0.0,1.765650248747599
412,13,3750,0.25,1.7713764305367394
413,15,3250,0.1,1.7818825578917445
414,15,4250,0.25,1.788890702693799
415,14,2750,0.2,1.8032425411368953
416,12,2750,0.3,1.8059019577869067
417,13,2250,0.05,1.8102837454110512
418,11,1500,0.3,1.8165681005880903
419,13,3750,0.1,1.8246925208523408
420,15,3500,0.3,1.8315158390140567
421,9,1250,0.15,1.8318633672250122
422,14,2500,0.25,1.8512920458562891
423,12,1750,0.25,1.8614998522311481
424,15,3750,0.3,1.8658257334058146
425,14,3000,0.1,1.88158881120559
426,15,3500,0.15,1.8860596284213331
427,14,3750,0.25,1.9089664452360906
428,15,5250,0.2,1.9112020368261045
429,15,4000,0.15,1.9164118660214216
430,8,750,0.1,1.9235498443978951
431,11,2500,0.2,1.9245326493390897
432,14,2500,0.15,1.9318008399658795
433,14,1750,0.15,1.9336165540504804
434,15,3000,0.1,1.9416739045246751
435,14,3250,0.3,1.9459404504615938
436,12,2250,0.05,1.9541883629401426
437,11,1500,0.25,1.9730516409825523
438,14,3250,0.05,1.9836853729975816
439,10,1750,0.15,1.9871348583032227
440,15,5500,0.25,1.9973209003028627
441,14,1250,0.0,2.0070413993961864
442,12,1750,0.05,2.0110455072347557
443,9,1250,0.2,2.0145870296611874
444,12,2750,0.2,2.0157559945972205
445,13,2250,0.15,2.0180514128570146
446,15,5250,0.15,2.0203066068715767
447,9,1250,0.1,2.022550364870522
448,10,1500,0.2,2.0270285678922044
449,11,2500,0.15,2.027912277859668
450,13,3750,0.3,2.035797623060731
451,4,250,0.1,2.046080591527505
452,15,3000,0.2,2.0532432287379736
453,15,5500,0.3,2.065262841125028
454,15,4000,0.2,2.0843551291465205
455,12,1000,0.0,2.084399534325324
456,7,750,0.25,2.0909841800013047
457,11,1750,0.1,2.1086082539062883
458,14,4250,0.3,2.114536506561053
459,6,250,0.0,2.1169735422600344
460,9,750,0.05,2.1218646118166062
461,4,250,0.3,2.122150985299574
462,12,3250,0.2,2.1323357195275747
463,14,2500,0.1,2.137576148512984
464,15,4500,0.25,2.14862235539267
465,5,500,0.25,2.1563200005955165
466,13,3750,0.2,2.170962938373309
467,9,1500,0.3,2.1718690530659144
468,10,2000,0.3,2.1811493045895824
469,15,4250,0.15,2.187002282768868
470,15,4500,0.3,2.189718149339434
471,14,3500,0.15,2.1902578964521022
472,13,2500,0.2,2.204771707009389
473,13,3000,0.1,2.2069751839116294
474,7,500,0.1,2.2255485985536487
475,15,2750,0.1,2.226619491894418
476,5,250,0.1,2.2292818654635376
477,14,4750,0.1,2.260914586164106
478,15,2000,0.05,2.2643089830177923
479,6,500,0.25,2.26499041674271
480,15,4750,0.3,2.2687424678753993
481,13,3000,0.25,2.2701276414882217
482,5,500,0.1,2.282182115719551
483,13,2250,0.3,2.2838491692733704
484,14,3250,0.1,2.2937388297695653
485,14,3250,0.2,2.2973229288571235
486,14,3500,0.3,2.3026912803062545
487,15,5250,0.25,2.306074317205579
488,10,1750,0.1,2.3099867269342647
489,15,3000,0.3,2.315843305759772
490,5,750,0.15,2.3255401533726427
491,15,4250,0.3,2.3268273781911426
492,15,1500,0.0,2.3451034920466665
493,14,2500,0.05,2.3522070962945114
494,15,3000,0.15,2.375471190407495
495,12,3500,0.15,2.382484378576887
496,13,2500,0.3,2.389112212172331
497,15,5500,0.15,2.390921755388495
498,8,1250,0.15,2.392760928953119
499,5,250,0.25,2.4250279436460818
500,11,1750,0.05,2.4874851488447947
501,14,5000,0.1,2.496075881216106
502,7,750,0.2,2.520960241643835
503,6,750,0.3,2.5253740082624465
504,15,2750,0.05,2.525534884736415
505,14,3500,0.25,2.5371602826759267
506,15,2750,0.15,2.543120111184514
507,11,2000,0.2,2.561728139336044
508,11,2750,0.15,2.5623092823228366
509,12,3000,0.3,2.570471902948009
510,11,1000,0.0,2.5774063252055037
511,13,1250,0.0,2.5883488822203375
512,9,1250,0.05,2.5884216308407657
513,15,6000,0.3,2.6126586593033907
514,11,2250,0.3,2.615865113341394
515,13,3500,0.2,2.6462818552322465
516,13,3000,0.15,2.6556119130892126
517,11,2000,0.1,2.6558584763003124
518,8,1250,0.2,2.6655444499142074
519,14,2750,0.1,2.667131040392666
520,10,2250,0.2,2.679222565984824
521,14,3500,0.2,2.6871042962032337
522,14,4000,0.25,2.697939413676774
523,11,1750,0.15,2.7094503591711683
524,10,750,0.0,2.7099597956538397
525,14,3000,0.2,2.7141378100884985
526,10,2000,0.25,2.736112711114347
527,15,3250,0.25,2.746337291262083
528,14,3750,0.05,2.7534306607790247
529,12,2250,0.25,2.75391151822671
530,13,3500,0.3,2.7565214723401636
531,15,4750,0.1,2.7678211121046714
