,K,Alpha,Tau,MSE
118,14,1000,0.05,0.0091667813755979
119,11,250,0.05,0.009175167029302976
120,15,500,0.1,0.00917794625250088
121,12,250,0.05,0.009209291560183352
122,15,1500,0.2,0.009218552355655335
123,13,500,0.1,0.009270623894087433
124,12,500,0.2,0.009296372741823952
125,15,500,0.2,0.00947057560110866
126,13,250,0.1,0.009486953049344663
127,15,250,0.15,0.00949485080732373
128,10,500,0.2,0.009623234804246953
129,14,250,0.1,0.009729919465548603
130,15,500,0.25,0.009894264936163596
131,15,500,0.3,0.009902020464104995
132,9,250,0.1,0.010468240469051263
133,15,250,0.1,0.010587450965784128
134,9,250,0.05,0.010731342012986459
135,8,250,0.05,0.010841102188562907
136,14,1750,0.25,0.01090917673768396
137,14,500,0.05,0.011135385246601747
138,13,1250,0.25,0.011621436437581501
139,11,1000,0.3,0.01173288303753009
140,13,250,0.05,0.012429974062433248
141,13,500,0.05,0.01248832299186651
142,15,500,0.05,0.012506477371432602
143,14,250,0.05,0.013345834754530385
144,13,1000,0.1,0.016098610911486563
145,15,250,0.05,0.016398643635559398
146,12,750,0.1,0.01837721308315139
147,15,1500,0.15,0.019272872188151293
148,6,250,0.1,0.019441413780344242
149,7,250,0.1,0.021694930465854804
150,13,1500,0.3,0.023236992864492004
151,15,1250,0.05,0.02342166926074965
152,12,500,0.05,0.02545596212733208
153,13,750,0.05,0.026111461523933545
154,13,1250,0.15,0.027692942852200225
155,12,500,0.1,0.02788761694223904
156,13,1250,0.2,0.03246813489402234
157,13,1000,0.05,0.03363468481549525
158,15,2750,0.3,0.03439619907037322
159,15,1250,0.1,0.035221206863363504
160,10,750,0.3,0.03771227475320731
161,15,1000,0.05,0.04161478794406655
162,14,2000,0.3,0.04304846848170608
163,7,500,0.25,0.04610683451568385
164,12,1000,0.2,0.05117910256286807
165,15,1750,0.2,0.05167122171681745
166,12,500,0.15,0.05176365481554458
167,15,1750,0.25,0.054415662988616935
168,14,1750,0.1,0.060730926120300184
169,9,500,0.3,0.06174449228127627
170,15,3000,0.25,0.06939477106832878
171,12,1250,0.25,0.06960962241072871
172,8,500,0.3,0.07012942874340054
173,14,1250,0.05,0.07182670844680575
174,13,750,0.1,0.07278554223871686
175,7,250,0.05,0.0781904953311862
176,11,500,0.05,0.07917190125696486
177,11,750,0.05,0.0803821312380313
178,13,1750,0.3,0.08090046464383716
179,15,2000,0.1,0.08124480971269492
180,10,500,0.1,0.0812485940657768
181,15,2000,0.2,0.08202787279114584
182,10,500,0.15,0.08281157838888743
183,15,2000,0.3,0.08510125283401188
184,14,1250,0.1,0.08843143749058638
185,15,1500,0.1,0.09001001673411754
186,12,1250,0.3,0.09074964069346611
187,13,1750,0.25,0.09226703489226822
188,14,2000,0.15,0.09450631337763866
189,11,1000,0.25,0.09569381763403337
190,14,2250,0.2,0.09701161438200318
191,9,500,0.15,0.09765637932758248
192,9,500,0.25,0.0983705943052566
193,15,2000,0.25,0.0993254715710499
194,10,1000,0.2,0.10447377618051781
195,15,2500,0.2,0.10473772270574716
196,15,250,0.0,0.10537614234573552
197,11,750,0.1,0.10705918490191761
198,14,250,0.0,0.10784337069843493
199,14,1500,0.1,0.10839845240664288
200,12,750,0.05,0.10979163947083832
201,15,1750,0.15,0.11198982917358885
202,13,1500,0.2,0.11278198833764787
203,13,250,0.0,0.11614371934185533
204,14,1500,0.15,0.12007869364902718
205,10,1000,0.25,0.12240159572847704
206,12,1000,0.15,0.12275120520050271
207,6,250,0.05,0.12353055232487442
208,12,1250,0.1,0.12516301655953208
209,13,1500,0.25,0.1271774641163189
210,10,750,0.1,0.13113042857434848
211,11,1250,0.3,0.1350969255679867
212,10,750,0.25,0.13555384389780142
213,12,1500,0.25,0.13745526785557668
214,9,500,0.2,0.14126340340247404
215,15,1750,0.05,0.15109590758667205
216,13,1250,0.1,0.16260194407686498
217,12,250,0.0,0.163242227739537
218,15,2250,0.25,0.16330460670562788
219,15,2250,0.15,0.17252784024180745
220,15,2250,0.3,0.18193186073819273
221,14,1750,0.05,0.18565846633023922
222,5,250,0.2,0.1897786530601019
223,11,250,0.0,0.1919347083238267
224,11,1000,0.2,0.19379244918942298
225,13,2000,0.3,0.2022171868523253
226,12,1250,0.15,0.20784709455972178
227,8,500,0.25,0.2100836823115009
228,15,2750,0.25,0.22543848922759344
229,15,2000,0.15,0.22569104332000384
230,15,1500,0.05,0.2276397222999311
231,14,2000,0.25,0.23425286477945292
232,12,1500,0.3,0.23655043167226122
233,15,2250,0.1,0.23815986051264204
234,10,1000,0.3,0.24229046719302183
235,13,1750,0.2,0.2437032472042005
236,11,1250,0.1,0.2460427351219538
237,15,500,0.0,0.2581415795783637
238,12,1250,0.2,0.25960692764089827
239,15,1750,0.1,0.2605137731568639
240,10,500,0.05,0.2626407177751943
241,12,1000,0.1,0.2634942218365973
242,8,750,0.15,0.2697385302205306
243,11,1500,0.15,0.27858769414330187
244,14,500,0.0,0.2892357088837075
245,14,2250,0.3,0.28955700370121656
246,14,1750,0.15,0.29351032925433324
247,15,2250,0.2,0.2981740521585929
248,9,750,0.3,0.3004486144631711
249,14,3000,0.3,0.3046666959423145
250,9,500,0.05,0.30936320333840234
251,15,2250,0.05,0.30959206949173607
252,11,750,0.15,0.3109554094679037
253,10,250,0.0,0.31568075417650987
254,13,2000,0.25,0.32016951773650715
255,13,1500,0.05,0.3262004394042304
256,13,1500,0.15,0.3303428513850091
257,14,2500,0.3,0.33162908441069794
258,7,500,0.15,0.3325440834514435
259,15,2500,0.3,0.3336324559071951
260,12,2000,0.3,0.34051574085355224
261,14,2000,0.2,0.34591631299857994
262,12,1750,0.25,0.35205909501387384
263,14,2250,0.25,0.35936257914897285
264,14,1500,0.05,0.3617330167198508
265,15,3750,0.2,0.3750641108801533
266,9,750,0.15,0.3774103529227598
267,10,750,0.2,0.3866947972670421
268,8,500,0.2,0.395823413020167
269,7,500,0.3,0.3975028397901225
270,14,3000,0.25,0.40217337713687673
271,15,3500,0.1,0.40853750446164555
272,13,500,0.0,0.41886204488252626
273,15,3000,0.2,0.433842427269458
274,15,3500,0.3,0.4555355969576772
275,12,1750,0.2,0.4590298100052606
276,11,1000,0.15,0.4627216641057754
277,15,6000,0.3,0.46720828548788285
278,10,750,0.05,0.4688228362058068
279,7,500,0.05,0.4691696962800167
280,15,2500,0.25,0.47594949444712853
281,14,1750,0.2,0.4787032667828131
282,9,500,0.1,0.4859593647708208
283,15,2000,0.05,0.49874536445228246
284,11,1750,0.3,0.5054593293554385
285,13,1750,0.1,0.5061652276553263
286,15,3000,0.3,0.5070445323463656
287,12,2500,0.3,0.5134753988279809
288,11,1500,0.25,0.5195718385668004
289,8,500,0.1,0.526616982911738
290,12,1500,0.1,0.5342183697226882
291,15,2500,0.05,0.5346653590565472
292,15,2500,0.15,0.5405220073957822
293,11,1750,0.15,0.5411993466942451
294,11,2000,0.25,0.5522752009960227
295,13,1750,0.15,0.552347595831093
296,15,2750,0.1,0.5623706085369367
297,9,250,0.0,0.5639138658362672
298,10,750,0.15,0.5639271327612247
299,15,2750,0.05,0.5658908382719187
300,15,750,0.0,0.5709179195120463
301,11,2000,0.3,0.5718635177816346
302,13,2000,0.05,0.5772969027405117
303,10,1000,0.05,0.5779301363455186
304,14,2750,0.15,0.5885164154373667
305,8,500,0.15,0.5965166918327183
306,10,1250,0.3,0.6141883357759232
307,13,2000,0.1,0.6152763126640958
308,11,1000,0.05,0.6182325529355838
309,15,2750,0.15,0.6221373916283901
310,14,2500,0.15,0.6263948163395248
311,12,1250,0.05,0.6272412072197462
312,7,750,0.2,0.6303958626238059
313,14,750,0.0,0.6381412609091105
314,14,4000,0.05,0.6460837958901748
315,9,750,0.2,0.6484808082711044
316,11,1250,0.15,0.6679810075197624
317,12,500,0.0,0.6715087585775503
318,11,1500,0.05,0.6803345010718327
319,12,2000,0.1,0.6813900807120392
320,15,2750,0.2,0.6927767563163173
321,7,500,0.2,0.6962930376207601
322,12,2000,0.2,0.706943678043886
323,15,4250,0.25,0.708875926268553
324,9,1000,0.25,0.7112708414077784
325,9,750,0.1,0.7345608668005048
326,13,1750,0.05,0.7372337065466021
327,14,2000,0.1,0.7620273839715277
328,11,500,0.0,0.7701274136334008
329,7,750,0.3,0.7758837934512937
330,15,3250,0.25,0.778874378873071
331,10,1750,0.3,0.7911188564822296
332,15,3000,0.15,0.793947742768591
333,11,1250,0.05,0.8076935193450183
334,7,750,0.15,0.8086910289574926
335,6,500,0.3,0.8153768879675608
336,15,3000,0.1,0.8202289777029076
337,14,2500,0.2,0.8333397039276388
338,14,2000,0.05,0.8383799769663594
339,9,1000,0.2,0.8423507905772404
340,13,2250,0.3,0.8493030948540718
341,15,2500,0.1,0.8498493255552597
342,15,4750,0.05,0.8508143081859169
343,12,1000,0.05,0.853778191390078
344,15,4000,0.15,0.8634345598859721
345,13,2000,0.2,0.8693944790511643
346,8,250,0.0,0.8714935182989324
347,9,750,0.25,0.872106388852029
348,15,3250,0.1,0.8843495833445054
349,15,3500,0.25,0.8858021550416246
350,15,3000,0.05,0.8997022559365611
351,12,1750,0.3,0.9037749237671507
352,15,4750,0.25,0.9054302500777647
353,15,3500,0.05,0.9101336121113816
354,14,3500,0.3,0.9117436255254844
355,13,750,0.0,0.9137107276523622
356,15,4750,0.2,0.9304388258959791
357,10,1000,0.15,0.9457258604887948
358,15,5000,0.25,0.9538737313823071
359,12,1500,0.15,0.9583268498701597
360,15,1000,0.0,0.9598317113799281
361,15,3250,0.15,0.9603541281160086
362,14,3750,0.3,0.9603978382511569
363,12,1750,0.1,0.980920845851159
364,14,2250,0.1,1.0024933791479496
365,12,1750,0.05,1.0040774476686638
366,14,3250,0.3,1.006812671272122
367,11,1750,0.05,1.0157401705463198
368,15,5000,0.05,1.0245274379043154
369,15,3250,0.3,1.033279603938346
370,15,3750,0.3,1.0502814784343395
371,14,1000,0.0,1.0659802860074263
372,13,2250,0.25,1.0761693258986516
373,12,2000,0.15,1.0774966274306639
374,11,1000,0.1,1.0853699176883171
375,5,250,0.05,1.0864109745622557
376,13,4250,0.1,1.1050561307646727
377,14,2750,0.25,1.1071416461627703
378,14,2500,0.25,1.116456708098586
379,15,3750,0.25,1.121786387007878
380,15,4500,0.3,1.126306759654406
381,14,3250,0.15,1.1319091297575892
382,15,5250,0.05,1.1338829515542317
383,10,500,0.0,1.149460518779832
384,14,2250,0.15,1.149726009619625
385,15,4250,0.2,1.1506121891957022
386,8,750,0.25,1.1599702293033778
387,12,2750,0.2,1.1613559238950608
388,14,3000,0.15,1.1761204904196378
389,13,2500,0.25,1.183481998292729
390,13,2000,0.15,1.184865672671138
391,11,1250,0.25,1.1908302302525922
392,15,3500,0.15,1.1925428958914348
393,15,3750,0.05,1.2025117303380768
394,15,4500,0.05,1.2077745078548496
395,14,2750,0.3,1.220079598945163
396,9,750,0.05,1.2242637093977713
397,15,5000,0.3,1.2470449362656666
398,12,1750,0.15,1.2523540715010246
399,14,2250,0.05,1.2528682944296794
400,15,4250,0.1,1.2538968287465062
401,13,2750,0.25,1.254456739301231
402,11,2000,0.1,1.2577485902727352
403,13,1500,0.1,1.2678280726892646
404,5,250,0.25,1.2690037655717017
405,15,3250,0.05,1.2702244398301459
406,11,1250,0.2,1.2713301458881294
407,13,2500,0.2,1.2811667374980185
408,15,3500,0.2,1.292732556081296
409,14,4250,0.2,1.2952345669841614
410,15,3250,0.2,1.3010497536785275
411,14,2750,0.05,1.3080295059748668
412,15,5000,0.2,1.3099855412770784
413,15,4250,0.3,1.3139333210522652
414,13,1250,0.05,1.3211228600102491
415,14,2500,0.05,1.3460774570877232
416,15,3750,0.15,1.3542766547913974
417,9,1250,0.3,1.3665160445833917
418,14,2500,0.1,1.368975884258968
419,14,6250,0.3,1.3761597830778185
420,12,1500,0.2,1.3780465566369795
421,12,1500,0.05,1.378822956772896
422,15,5750,0.3,1.382631504997343
423,12,750,0.0,1.3921740001019687
424,15,4000,0.25,1.4008240396331983
425,14,2750,0.1,1.401169818322129
426,14,4500,0.25,1.4034277247753149
427,12,2000,0.05,1.405425252854146
428,14,2750,0.2,1.4055708539464147
429,15,4000,0.3,1.4196237019337012
430,15,1250,0.0,1.4206420371872677
431,15,5500,0.2,1.4709043028756204
432,15,4000,0.2,1.4723845266134703
433,14,4250,0.05,1.4790686255057324
434,15,4750,0.15,1.4808677186366244
435,15,5250,0.25,1.4816923562893007
436,13,3000,0.3,1.4867035304678782
437,13,1000,0.0,1.491758457005166
438,15,4000,0.05,1.5070959201972145
439,15,4750,0.3,1.5169241635760873
440,10,1750,0.2,1.518510722875284
441,14,4500,0.05,1.5217486007163514
442,13,2500,0.3,1.533941382249378
443,7,250,0.0,1.5427515456857193
444,8,750,0.2,1.5482424917574769
445,14,3500,0.15,1.553149316591125
446,15,4000,0.1,1.561724586801617
447,14,1250,0.0,1.5668365428791542
448,11,750,0.0,1.5778119378284183
449,9,1250,0.2,1.5801142877356957
450,11,2000,0.05,1.5843894899163264
451,14,4750,0.2,1.596375992159464
452,8,500,0.05,1.6144572337626446
453,15,4250,0.05,1.6379476998292324
454,9,1000,0.3,1.6384934154621897
455,15,5250,0.1,1.642831978780258
456,9,1000,0.1,1.6557863389755112
457,4,250,0.25,1.6571944083037955
458,13,2250,0.2,1.659060228943212
459,14,4500,0.1,1.6593266157719133
460,14,4000,0.25,1.6979333293967203
461,14,4750,0.05,1.699021893977281
462,11,1500,0.3,1.7122569685921352
463,15,6500,0.15,1.721836045950529
464,13,4250,0.2,1.7253541747816055
465,15,5500,0.25,1.7278928315577209
466,14,4000,0.2,1.7287892544282464
467,10,1250,0.15,1.7288377729053477
468,15,3750,0.1,1.7433082936855182
469,13,3500,0.1,1.7559366614361895
470,9,500,0.0,1.760230696844243
471,14,3250,0.25,1.7606253405742205
472,12,2500,0.2,1.7607435011467716
473,14,3500,0.25,1.7612842530628978
474,14,4000,0.3,1.7672692949373778
475,13,3500,0.3,1.7691926589921634
476,15,4500,0.15,1.7965945707169488
477,15,5500,0.1,1.8014737234191278
478,14,3500,0.1,1.8028607982391665
479,10,1000,0.1,1.8207982340510647
480,14,3250,0.05,1.8274175113753328
481,13,3000,0.25,1.843022823176765
482,10,3000,0.1,1.8460578405779327
483,9,1500,0.2,1.855255057181089
484,14,4000,0.1,1.8585516280222631
485,15,6000,0.1,1.877558734946904
486,14,6500,0.3,1.8790052252142126
487,14,4000,0.15,1.8909227528258632
488,14,3000,0.1,1.8947623440424843
489,13,2500,0.15,1.9064459695849536
490,10,1250,0.25,1.907547286060752
491,6,750,0.3,1.916255940801937
492,13,2500,0.05,1.923914992609899
493,15,1500,0.0,1.9404948427482356
494,11,1500,0.2,1.944330257693399
495,4,250,0.1,1.9527684069905666
496,15,5250,0.2,1.9715526529632077
497,11,2500,0.3,1.9810669633537108
498,14,3000,0.05,1.9883514838154497
499,14,4250,0.25,1.9941274213563696
500,15,4500,0.2,2.0015881434079295
501,11,1750,0.2,2.0021703472388057
502,15,6250,0.2,2.0210488910432263
503,10,1500,0.3,2.0251017580735495
504,15,4500,0.25,2.0267657640510706
505,7,500,0.1,2.0432612028644686
506,7,750,0.25,2.0441824772808905
507,8,750,0.1,2.0569468026745734
508,12,2250,0.15,2.0648696312707835
509,14,4750,0.25,2.0759005714730017
510,12,2500,0.25,2.0869608052176516
511,8,750,0.05,2.0995071783696932
512,14,3500,0.05,2.108280984450896
513,14,3000,0.2,2.111625176899323
514,6,500,0.2,2.1152035350649805
515,13,3750,0.15,2.1154027225645478
516,6,250,0.0,2.1160196215859552
517,14,4750,0.1,2.116462190200187
518,13,2750,0.3,2.1253708922380863
519,14,1500,0.0,2.1284192562529114
520,10,1500,0.2,2.142288891588312
521,13,1250,0.0,2.1463633829119595
522,15,5500,0.15,2.1606396357546855
523,8,1250,0.15,2.1634020618269867
524,15,5000,0.15,2.165480202219235
525,12,2250,0.3,2.169920270170004
526,15,4750,0.1,2.1779732532884615
527,10,1500,0.1,2.188083857520108
528,12,3000,0.25,2.191454994577103
529,11,2250,0.15,2.2142405354285106
530,10,750,0.0,2.2218675229456073
531,13,4250,0.05,2.227976411864537
532,5,250,0.1,2.2280271025213754
533,14,3750,0.25,2.235853600526719
534,15,5500,0.3,2.2511065653650117
535,9,1250,0.1,2.2555818242474577
536,13,3000,0.2,2.2580511804584718
537,14,3750,0.05,2.2589484900085686
538,15,4250,0.15,2.26254041893554
539,13,2750,0.1,2.263244130698748
540,9,1500,0.25,2.2654647912808366
541,15,5000,0.1,2.271982521471873
542,14,3250,0.2,2.2779363607184897
543,15,7250,0.25,2.2792951619643547
544,14,4750,0.3,2.287784927163003
545,6,750,0.05,2.29643081599945
546,11,2000,0.15,2.3116793883180393
547,10,1750,0.25,2.3393216843669986
548,14,4250,0.3,2.3445687836736826
549,12,1000,0.0,2.354593351765272
550,7,1000,0.2,2.365640901965155
551,9,1000,0.15,2.3938915386941537
552,10,2000,0.25,2.3941322716977513
553,10,1250,0.2,2.3988665277640684
554,14,3750,0.1,2.404765642645746
555,10,1500,0.25,2.4066421753207234
556,10,2000,0.15,2.407671179527745
557,13,3250,0.3,2.4080845438938554
558,14,3250,0.1,2.4152718114597316
559,15,7250,0.3,2.4251383366626365
560,9,1250,0.15,2.428353765794618
561,12,3000,0.15,2.43228229744801
562,15,6500,0.3,2.441999663889063
563,12,2000,0.25,2.4512582485736183
564,4,250,0.2,2.4530715293113414
565,13,4750,0.05,2.455639338284535
566,14,6250,0.1,2.4614147415994365
567,14,4500,0.2,2.4682022783819706
568,8,1000,0.2,2.468680022975866
569,14,5750,0.2,2.477355665465941
570,11,2500,0.25,2.484675513033205
571,12,1250,0.0,2.484960659311492
572,12,2250,0.2,2.48928675903294
573,13,2250,0.05,2.5002920420857278
574,13,3750,0.3,2.5023468477280404
575,11,1500,0.1,2.503198624788718
576,15,1750,0.0,2.5088970987424233
577,14,4250,0.15,2.5226701312224376
578,14,4250,0.1,2.5301721889769255
579,12,2750,0.3,2.533088053861748
580,11,2250,0.3,2.5381674869373088
581,13,2750,0.05,2.5456207718921693
582,13,4000,0.3,2.5479348669342823
583,14,5000,0.2,2.559799464161592
584,11,1750,0.25,2.565979210121434
585,11,1000,0.0,2.572654227140643
586,12,2750,0.25,2.5852068842789264
587,13,3250,0.2,2.600761888427916
588,10,2500,0.3,2.6013556879133786
589,14,5500,0.3,2.612239984876456
590,11,2250,0.05,2.6188110188675218
591,13,4250,0.25,2.622060403394559
592,8,1000,0.25,2.641704902465691
593,13,3000,0.1,2.651262784039275
594,9,2000,0.25,2.6746543130888645
595,11,2250,0.2,2.678794027194397
596,14,5250,0.05,2.6802199190846747
597,6,500,0.15,2.6844101435680363
598,10,1750,0.1,2.720260286710264
599,12,4000,0.25,2.7288271130793116
600,10,1750,0.05,2.7382491602752115
601,10,2250,0.15,2.7384702373880003
602,14,1750,0.0,2.739316543634827
603,14,5250,0.2,2.7505276170989186
604,13,2250,0.1,2.7505554568235344
605,6,750,0.2,2.753822109068943
606,11,1750,0.1,2.7631846160355096
607,12,2750,0.05,2.770384871330934
608,15,5750,0.2,2.7803323751075233
609,13,3250,0.15,2.783235544850967
610,9,1250,0.25,2.8127409823336817
611,14,5500,0.25,2.818075521729171
612,10,1500,0.15,2.824144303213349
613,13,2250,0.15,2.844965075649657
614,14,6000,0.25,2.8499486669327183
615,13,1500,0.0,2.856552941088563
616,9,1500,0.15,2.872129330184611
617,13,2750,0.15,2.8851395360063328
618,13,2750,0.2,2.903650020702186
619,15,6750,0.2,2.9125122114748394
620,13,2500,0.1,2.9268526651972713
621,7,1000,0.05,2.939328328035231
622,14,6000,0.2,2.939933285943479
623,8,750,0.3,2.9626936068022296
624,6,1000,0.25,2.9686167400669254
625,14,5750,0.25,2.9699234847429135
626,14,3750,0.15,2.9895174338204638
627,5,250,0.15,3.006750984214187
628,14,4500,0.3,3.014737338487303
629,7,750,0.05,3.0155947029091563
630,12,2250,0.05,3.021010836840971
631,15,2000,0.0,3.0420535635702235
632,12,2250,0.25,3.0568193193060926
633,11,2000,0.2,3.061529787486456
634,14,3500,0.2,3.0625668201904377
635,13,3000,0.15,3.073147280734294
636,12,2250,0.1,3.1097982165831635
637,8,500,0.0,3.1281598796564203
638,9,1500,0.05,3.131671486331513
639,14,3750,0.2,3.1367688039546575
640,12,4500,0.1,3.1390717132722266
641,13,3250,0.25,3.142854664255062
642,13,4750,0.15,3.1443201442052704
643,13,4000,0.15,3.195692165168737
644,14,5000,0.05,3.199422344414055
645,14,5000,0.25,3.209290279911368
646,12,2500,0.15,3.223142708393876
647,15,6750,0.3,3.2357833904811084
648,10,2000,0.2,3.258690599952642
649,9,1750,0.3,3.268533158283301
650,10,2000,0.3,3.2809759992756775
651,12,1500,0.0,3.2856497407088314
652,15,5250,0.15,3.2865785265284373
653,8,1000,0.15,3.2930576342881817
654,14,5250,0.3,3.319228356953282
655,15,6000,0.25,3.3418441714211986
656,15,7000,0.2,3.343997195179544
657,9,750,0.0,3.3486765917500687
658,14,5000,0.3,3.3531655648471625
659,15,5750,0.15,3.3575141784631386
660,14,7250,0.3,3.361696810733451
661,14,2000,0.0,3.3894724846676816
662,9,2250,0.3,3.4052483339270845
663,10,1500,0.05,3.4257465909842866
664,14,4500,0.15,3.432434970199399
665,10,1000,0.0,3.436589016991707
666,10,2250,0.2,3.4706349083213675
667,15,7500,0.15,3.4709226503117963
668,12,3250,0.1,3.4873912237795226
669,13,3000,0.05,3.509059194571098
670,11,1250,0.0,3.5219298886419503
671,14,5250,0.15,3.5432396576864327
672,13,4500,0.3,3.5494563545204207
673,15,6500,0.25,3.5510181935990928
674,11,2500,0.1,3.565155834029912
675,5,250,0.3,3.5681699825080813
676,14,5500,0.2,3.5695671284777077
677,14,6500,0.1,3.5884109309154155
678,14,5000,0.15,3.5894880891359775
679,15,6250,0.25,3.6011264145351918
680,15,6000,0.15,3.604717073170821
681,13,3500,0.15,3.6078280286833313
682,10,2000,0.05,3.6199887774781554
683,11,2500,0.2,3.6633839401348234
684,15,2250,0.0,3.6665515197951177
685,13,1750,0.0,3.6674992438621317
686,12,4250,0.1,3.670140058229997
687,15,5750,0.1,3.6846504682329493
688,15,4500,0.1,3.693048096729998
689,14,5250,0.1,3.694579429101604
690,14,6750,0.1,3.7005072205732916
691,14,6750,0.15,3.7321814347989095
692,14,4750,0.15,3.7699292625364316
693,11,2250,0.1,3.7726947007078784
694,11,3000,0.3,3.7901853842692197
695,15,5750,0.25,3.8016479122098756
696,12,2500,0.05,3.803358762036388
697,13,3250,0.1,3.8137671765930174
698,15,5500,0.05,3.834055378908279
699,14,5000,0.1,3.8550505752210698
700,15,7000,0.05,3.8690107859252607
701,14,5500,0.1,3.887977863773392
702,13,4000,0.05,3.903834653078765
703,13,4250,0.15,3.9248633392679615
704,10,1250,0.05,3.9338064129425874
705,14,7250,0.2,3.9525851551388116
706,9,1500,0.3,3.982426575509851
707,8,1000,0.3,3.991692725378933
708,13,4000,0.1,3.9976051893916495
709,12,4750,0.25,4.006140843049609
710,15,7750,0.3,4.010932214239317
711,15,5250,0.3,4.02002377554445
712,15,6250,0.15,4.0370427953705015
713,14,6500,0.25,4.047153861113122
714,11,2250,0.25,4.0555422327340205
