TIMESTAMP,BTC_OPEN_PRICE_USD,BTC_HIGH_PRICE_USD,BTC_LOW_PRICE_USD,BTC_CLOSE_PRICE_USD
2017-06-01,2288.330078125,2448.3898925781,2288.330078125,2407.8798828125
2017-06-02,2404.0300292969,2488.5500488281,2373.3200683594,2488.5500488281
2017-06-03,2493.7199707031,2581.9099121094,2423.5700683594,2515.3500976563
2017-06-04,2547.7900390625,2585.8898925781,2452.5400390625,2511.8100585938
2017-06-05,2512.3999023438,2686.8100585938,2510.2199707031,2686.8100585938
2017-06-06,2690.8400878906,2999.9099121094,2690.8400878906,2863.1999511719
2017-06-07,2869.3798828125,2869.3798828125,2700.5600585938,2732.1599121094
2017-06-08,2720.4899902344,2815.3000488281,2670.9499511719,2805.6201171875
2017-06-09,2807.4399414063,2901.7099609375,2795.6201171875,2823.8100585938
2017-06-10,2828.1398925781,2950.9899902344,2746.5500488281,2947.7099609375
2017-06-11,2942.4099121094,2996.6000976563,2840.5300292969,2958.1101074219
2017-06-12,2953.2199707031,2997.2600097656,2518.5600585938,2659.6298828125
2017-06-13,2680.9099121094,2789.0400390625,2650.3798828125,2717.0200195313
2017-06-14,2716.8798828125,2786.830078125,2412.9399414063,2506.3701171875
2017-06-15,2499.580078125,2534.7099609375,2212.9599609375,2464.580078125
2017-06-16,2469.5700683594,2539.919921875,2385.1499023438,2518.5600585938
2017-06-17,2514.0100097656,2685.1899414063,2484.9599609375,2655.8798828125
2017-06-18,2655.3500976563,2662.1000976563,2516.330078125,2548.2900390625
2017-06-19,2549.0300292969,2662.8500976563,2549.0300292969,2589.6000976563
2017-06-20,2591.2600097656,2763.4499511719,2589.8200683594,2721.7900390625
2017-06-21,2709.4299316406,2772.0100097656,2660.3999023438,2689.1000976563
2017-06-22,2691.0300292969,2723.7399902344,2642.3601074219,2705.4099121094
2017-06-23,2707.3400878906,2765.169921875,2706.3701171875,2744.9099121094
2017-06-24,2738.5200195313,2757.9399414063,2583.1899414063,2608.7199707031
2017-06-25,2607.25,2682.2600097656,2552.1201171875,2589.4099121094
2017-06-26,2590.5700683594,2615.25,2376.2900390625,2478.4499511719
2017-06-27,2478.4499511719,2552.4499511719,2332.9899902344,2552.4499511719
2017-06-28,2553.0300292969,2603.9799804688,2484.419921875,2574.7900390625
2017-06-29,2567.5600585938,2588.830078125,2510.4799804688,2539.3200683594
2017-06-30,2539.2399902344,2559.25,2478.4299316406,2480.8400878906
2017-07-01,2492.6000976563,2515.2700195313,2419.2299804688,2434.5500488281
2017-07-02,2436.3999023438,2514.2800292969,2394.8400878906,2506.4699707031
2017-07-03,2498.5600585938,2595.0,2480.4699707031,2564.0600585938
2017-07-04,2561.0,2631.5900878906,2559.3500976563,2601.6398925781
2017-07-05,2602.8701171875,2622.6499023438,2538.5500488281,2601.9899902344
2017-07-06,2608.1000976563,2616.7199707031,2581.6899414063,2608.5600585938
2017-07-07,2608.5900878906,2916.1398925781,2498.8701171875,2518.6599121094
2017-07-08,2520.2700195313,2571.3400878906,2492.3100585938,2571.3400878906
2017-07-09,2572.6101074219,2635.4899902344,2517.5900878906,2518.4399414063
2017-07-10,2525.25,2537.1599121094,2321.1298828125,2372.5600585938
2017-07-11,2385.8898925781,2413.4699707031,2296.8100585938,2337.7900390625
2017-07-12,2332.7700195313,2423.7099609375,2275.1398925781,2398.8400878906
2017-07-13,2402.6999511719,2425.2199707031,2340.830078125,2357.8999023438
2017-07-14,2360.5900878906,2363.25,2183.2199707031,2233.3400878906
2017-07-15,2230.1201171875,2231.1398925781,1990.4100341797,1998.8599853516
2017-07-16,1991.9799804688,2058.7700195313,1843.0300292969,1929.8199462891
2017-07-17,1932.6199951172,2230.4899902344,1932.6199951172,2228.4099121094
2017-07-18,2233.5200195313,2387.6101074219,2164.7700195313,2318.8798828125
2017-07-19,2323.080078125,2397.169921875,2260.2299804688,2273.4299316406
2017-07-20,2269.8898925781,2900.6999511719,2269.8898925781,2817.6000976563
2017-07-21,2838.4099121094,2838.4099121094,2621.8500976563,2667.7600097656
2017-07-22,2668.6298828125,2862.419921875,2657.7099609375,2810.1201171875
2017-07-23,2808.1000976563,2832.1799316406,2653.9399414063,2730.3999023438
2017-07-24,2732.6999511719,2777.2600097656,2699.1899414063,2754.8601074219
2017-07-25,2757.5,2768.080078125,2480.9599609375,2576.4799804688
2017-07-26,2577.7700195313,2610.7600097656,2450.8000488281,2529.4499511719
2017-07-27,2538.7099609375,2693.3200683594,2529.3400878906,2671.7800292969
2017-07-28,2679.7299804688,2897.4499511719,2679.7299804688,2809.0100097656
2017-07-29,2807.0200195313,2808.7600097656,2692.8000488281,2726.4499511719
2017-07-30,2724.3898925781,2758.5300292969,2644.8500976563,2757.1799316406
2017-07-31,2763.2399902344,2889.6201171875,2720.6101074219,2875.3400878906
2017-08-01,2871.3000488281,2921.3500976563,2685.6101074219,2718.2600097656
2017-08-02,2727.1298828125,2762.5300292969,2668.5900878906,2710.669921875
2017-08-03,2709.5600585938,2813.3100585938,2685.1398925781,2804.7299804688
2017-08-04,2806.9299316406,2899.330078125,2743.7199707031,2895.8898925781
2017-08-05,2897.6298828125,3290.0100097656,2874.830078125,3252.9099121094
2017-08-06,3257.6101074219,3293.2900390625,3155.6000976563,3213.9399414063
2017-08-07,3212.7800292969,3397.6799316406,3180.8898925781,3378.9399414063
2017-08-08,3370.2199707031,3484.8500976563,3345.830078125,3419.9399414063
2017-08-09,3420.3999023438,3422.7600097656,3247.669921875,3342.4699707031
2017-08-10,3341.8400878906,3453.4499511719,3319.4699707031,3381.2800292969
2017-08-11,3373.8200683594,3679.7199707031,3372.1201171875,3650.6201171875
2017-08-12,3650.6298828125,3949.919921875,3613.6999511719,3884.7099609375
2017-08-13,3880.0400390625,4208.3901367188,3857.8000488281,4073.2600097656
2017-08-14,4066.1000976563,4325.1298828125,3989.1599121094,4325.1298828125
2017-08-15,4326.990234375,4455.9702148438,3906.1799316406,4181.9301757813
2017-08-16,4200.33984375,4381.2299804688,3994.419921875,4376.6298828125
2017-08-17,4384.4399414063,4484.7001953125,4243.7099609375,4331.6899414063
2017-08-18,4324.33984375,4370.1298828125,4015.3999023438,4160.6201171875
2017-08-19,4137.75,4243.259765625,3970.5500488281,4193.7001953125
2017-08-20,4189.3100585938,4196.2900390625,4069.8798828125,4087.6599121094
2017-08-21,4090.4799804688,4109.1401367188,3988.6000976563,4001.7399902344
2017-08-22,3998.3500976563,4128.759765625,3674.580078125,4100.5200195313
2017-08-23,4089.0100097656,4255.7797851563,4078.4099121094,4151.5200195313
2017-08-24,4137.6000976563,4376.3901367188,4130.259765625,4334.6801757813
2017-08-25,4332.8198242188,4455.7001953125,4307.3500976563,4371.6000976563
2017-08-26,4372.0600585938,4379.2797851563,4269.5200195313,4352.3999023438
2017-08-27,4345.1000976563,4416.58984375,4317.2900390625,4382.8798828125
2017-08-28,4384.4501953125,4403.9301757813,4224.6401367188,4382.66015625
2017-08-29,4389.2099609375,4625.6801757813,4352.1298828125,4579.0200195313
2017-08-30,4570.3598632813,4626.5200195313,4471.41015625,4565.2998046875
2017-08-31,4555.58984375,4736.0498046875,4549.3999023438,4703.3901367188
2017-09-01,4701.759765625,4892.009765625,4678.5297851563,4892.009765625
2017-09-02,4901.419921875,4975.0400390625,4469.240234375,4578.7700195313
2017-09-03,4585.2700195313,4714.080078125,4417.58984375,4582.9599609375
2017-09-04,4591.6298828125,4591.6298828125,4108.3999023438,4236.3100585938
2017-09-05,4228.2900390625,4427.83984375,3998.1101074219,4376.5297851563
2017-09-06,4376.58984375,4617.25,4376.58984375,4597.1201171875
2017-09-07,4589.1401367188,4655.0400390625,4491.330078125,4599.8798828125
2017-09-08,4605.16015625,4661.0,4075.1799316406,4228.75
2017-09-09,4229.8100585938,4308.8198242188,4114.1098632813,4226.0600585938
2017-09-10,4229.33984375,4245.4399414063,3951.0400390625,4122.9399414063
2017-09-11,4122.4702148438,4261.669921875,4099.3999023438,4161.2700195313
2017-09-12,4168.8798828125,4344.6499023438,4085.2199707031,4130.8100585938
2017-09-13,4131.9799804688,4131.9799804688,3789.919921875,3882.5900878906
2017-09-14,3875.3701171875,3920.6000976563,3153.8601074219,3154.9499511719
2017-09-15,3166.3000488281,3733.4499511719,2946.6201171875,3637.5200195313
2017-09-16,3637.75,3808.8400878906,3487.7900390625,3625.0400390625
2017-09-17,3606.2800292969,3664.8100585938,3445.6398925781,3582.8798828125
2017-09-18,3591.0900878906,4079.2299804688,3591.0900878906,4065.1999511719
2017-09-19,4073.7900390625,4094.0700683594,3868.8701171875,3924.9699707031
2017-09-20,3916.3601074219,4031.3898925781,3857.7299804688,3905.9499511719
2017-09-21,3901.4699707031,3916.419921875,3613.6298828125,3631.0400390625
2017-09-22,3628.0200195313,3758.2700195313,3553.5300292969,3630.6999511719
2017-09-23,3629.919921875,3819.2099609375,3594.580078125,3792.3999023438
2017-09-24,3796.1499023438,3796.1499023438,3666.8999023438,3682.8400878906
2017-09-25,3681.580078125,3950.25,3681.580078125,3926.0700683594
2017-09-26,3928.4099121094,3969.8898925781,3869.8999023438,3892.3500976563
2017-09-27,3892.9399414063,4210.0498046875,3884.8200683594,4200.669921875
2017-09-28,4197.1298828125,4279.3100585938,4109.7001953125,4174.7299804688
2017-09-29,4171.6201171875,4214.6298828125,4039.2900390625,4163.0698242188
2017-09-30,4166.1098632813,4358.4301757813,4160.8598632813,4338.7099609375
2017-10-01,4341.0498046875,4403.740234375,4269.8100585938,4403.740234375
2017-10-02,4395.8100585938,4470.2299804688,4377.4599609375,4409.3198242188
2017-10-03,4408.4599609375,4432.4702148438,4258.8901367188,4317.4799804688
2017-10-04,4319.3701171875,4352.3100585938,4210.419921875,4229.3598632813
2017-10-05,4229.8798828125,4362.6401367188,4164.0498046875,4328.41015625
2017-10-06,4324.4599609375,4413.2700195313,4320.5297851563,4370.8100585938
2017-10-07,4369.3500976563,4443.8798828125,4321.0498046875,4426.8901367188
2017-10-08,4429.669921875,4624.1401367188,4405.6401367188,4610.4799804688
2017-10-09,4614.5200195313,4878.7099609375,4564.25,4772.0200195313
2017-10-10,4776.2099609375,4922.169921875,4765.1000976563,4781.990234375
2017-10-11,4789.25,4873.7299804688,4751.6298828125,4826.4799804688
2017-10-12,4829.580078125,5446.91015625,4822.0,5446.91015625
2017-10-13,5464.16015625,5840.2998046875,5436.8500976563,5647.2099609375
2017-10-14,5643.5297851563,5837.7001953125,5591.6401367188,5831.7900390625
2017-10-15,5835.9599609375,5852.4799804688,5478.6098632813,5678.1899414063
2017-10-16,5687.5698242188,5776.2299804688,5544.2099609375,5725.58984375
2017-10-17,5741.580078125,5800.3500976563,5472.7202148438,5605.509765625
2017-10-18,5603.8198242188,5603.8198242188,5151.4399414063,5590.6899414063
2017-10-19,5583.740234375,5744.3500976563,5531.0600585938,5708.5200195313
2017-10-20,5708.1098632813,6060.1098632813,5627.2299804688,6011.4501953125
2017-10-21,5996.7900390625,6194.8798828125,5965.0698242188,6031.6000976563
2017-10-22,6036.66015625,6076.259765625,5792.33984375,6008.419921875
2017-10-23,6006.0,6075.58984375,5732.4702148438,5930.3198242188
2017-10-24,5935.5200195313,5935.5200195313,5504.1801757813,5526.6401367188
2017-10-25,5524.6000976563,5754.330078125,5397.8798828125,5750.7998046875
2017-10-26,5747.9501953125,5976.7998046875,5721.2202148438,5904.830078125
2017-10-27,5899.740234375,5988.3901367188,5728.8198242188,5780.8999023438
