TIMESTAMP,FUNCH_OPEN_PRICE_USD,FUNCH_HIGH_PRICE_USD,FUNCH_LOW_PRICE_USD,FUNCH_CLOSE_PRICE_USD,FUNCH_VOLUME_USD,FUNCH_DIVIDENDS_USD,FUNCH_STOCK_SPLITS_USD
2023-06-16 00:00:00+00:00,1.9986510276794434,2.5538740158081055,1.9981659650802612,1.9992660284042358,372096,0.0,0.0
2023-06-17 00:00:00+00:00,1.9992649555206299,2.296205997467041,1.9986979961395264,2.0747931003570557,351110,0.0,0.0
2023-06-18 00:00:00+00:00,2.0747079849243164,2.29762601852417,1.9997650384902954,2.17523193359375,390116,0.0,0.0
2023-06-19 00:00:00+00:00,2.1752688884735107,2.2996139526367188,1.9993599653244019,1.9998019933700562,342405,0.0,0.0
2023-06-20 00:00:00+00:00,1.9994139671325684,2.2758610248565674,1.653691053390503,2.0009679794311523,18779,0.0,0.0
2023-06-21 00:00:00+00:00,2.0009400844573975,2.004101037979126,1.5426859855651855,1.5433349609375,124,0.0,0.0
2023-06-22 00:00:00+00:00,1.5432120561599731,1.544585943222046,1.5416640043258667,1.543455958366394,69,0.0,0.0
2023-06-23 00:00:00+00:00,1.5436090230941772,1.5441240072250366,1.5429919958114624,1.5435789823532104,0,0.0,0.0
2023-06-24 00:00:00+00:00,1.5435789823532104,1.5435789823532104,1.5435789823532104,1.5435789823532104,0,0.0,0.0
2023-06-25 00:00:00+00:00,1.5435789823532104,1.5435789823532104,1.5435789823532104,1.5435789823532104,0,0.0,0.0
2023-06-26 00:00:00+00:00,1.5435789823532104,1.5435789823532104,1.5435789823532104,1.5435789823532104,0,0.0,0.0
2023-06-27 00:00:00+00:00,1.5435789823532104,1.5435789823532104,1.5435789823532104,1.5435789823532104,0,0.0,0.0
2023-06-28 00:00:00+00:00,1.5435789823532104,4.071718215942383,1.5435789823532104,4.063199996948242,553370,0.0,0.0
2023-06-29 00:00:00+00:00,4.063371181488037,4.0775861740112305,4.059946060180664,4.0634870529174805,547191,0.0,0.0
2023-06-30 00:00:00+00:00,4.063322067260742,4.074263095855713,4.043619155883789,4.062929153442383,547453,0.0,0.0
2023-07-01 00:00:00+00:00,4.0629658699035645,4.0705180168151855,4.060489177703857,4.062572002410889,559094,0.0,0.0
2023-07-02 00:00:00+00:00,4.062557220458984,4.072421073913574,4.025896072387695,4.026318073272705,557313,0.0,0.0
2023-07-03 00:00:00+00:00,4.026144027709961,4.036439895629883,4.010005950927734,4.022101879119873,546875,0.0,0.0
2023-07-04 00:00:00+00:00,4.021997928619385,4.031758785247803,4.020483016967773,4.024166107177734,551045,0.0,0.0
2023-07-05 00:00:00+00:00,4.024320125579834,4.035834789276123,4.0209221839904785,4.025447845458984,548708,0.0,0.0
2023-07-06 00:00:00+00:00,4.0254621505737305,4.033975124359131,4.0207648277282715,4.024680137634277,547346,0.0,0.0
2023-07-07 00:00:00+00:00,4.024402141571045,4.032933235168457,4.021114826202393,4.0231828689575195,544484,0.0,0.0
2023-07-08 00:00:00+00:00,4.022970199584961,4.033963203430176,4.021721839904785,4.024816989898682,555615,0.0,0.0
2023-07-09 00:00:00+00:00,4.0248918533325195,4.036794185638428,4.022154808044434,4.027876853942871,538979,0.0,0.0
2023-07-10 00:00:00+00:00,4.027907848358154,4.030054092407227,3.952820062637329,3.9570939540863037,546627,0.0,0.0
2023-07-11 00:00:00+00:00,3.957350969314575,3.966094970703125,3.9521970748901367,3.9627459049224854,535206,0.0,0.0
