TIMESTAMP,RYU31606_OPEN_PRICE_USD,RYU31606_HIGH_PRICE_USD,RYU31606_LOW_PRICE_USD,RYU31606_CLOSE_PRICE_USD,RYU31606_VOLUME_USD,RYU31606_DIVIDENDS_USD,RYU31606_STOCK_SPLITS_USD
2024-06-04 00:00:00+00:00,,,,0.0,472802,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,461935,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,1125530,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,2406170,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,3305524,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,3666133,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,2318910,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,1240176,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,1249170,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,742493,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,804856,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,772730,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,680718,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,1420361,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,1525472,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,542959,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,653922,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,644377,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,1171572,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,1725558,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,2136697,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,703063,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,434768,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,307043,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,449052,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,323171,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,434106,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,644316,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,369804,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,711423,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,770366,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,414895,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,295868,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,141918,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,144628,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,176133,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,491775,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,121793,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,169592,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,86893,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,171909,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,215282,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,317627,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,186227,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,232634,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,114058,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,66581,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,245166,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,203442,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,79009,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,94725,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,170340,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,441304,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,168389,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,187716,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,99825,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,164739,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,91990,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,121768,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,166716,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,105525,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,59140,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,290675,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,79084,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,173574,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,94266,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,119542,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,27646,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,65197,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,76422,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,44534,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,100982,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,71135,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,102056,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,74885,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,71719,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,42939,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,40773,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,55462,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,39740,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,110044,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,41381,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,30111,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,75819,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,80502,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,39286,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,55371,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,170918,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,140239,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,69420,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,538015,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,703945,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,337473,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,234914,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,322763,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,273613,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,62410,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,299487,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,181231,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,218132,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,100869,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,325990,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,495858,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,102043,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,246692,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,433696,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,213203,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,300763,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,417952,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,872409,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,414335,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,240115,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,149109,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,148639,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,127554,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,313549,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,109549,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,88976,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,130401,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,91171,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,55804,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,100040,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,66650,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,63242,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,157667,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,58321,0.0,0.0
