TIMESTAMP,BWJ_OPEN_PRICE_USD,BWJ_HIGH_PRICE_USD,BWJ_LOW_PRICE_USD,BWJ_CLOSE_PRICE_USD,BWJ_VOLUME_USD,BWJ_DIVIDENDS_USD,BWJ_STOCK_SPLITS_USD
2022-01-24 00:00:00+00:00,2.499999936844688e-05,3.7000001611886546e-05,1.9999999494757503e-05,3.5000000934815034e-05,378718,0.0,0.0
2022-01-25 00:00:00+00:00,3.5000000934815034e-05,5.199999941396527e-05,3.199999991920777e-05,4.8999998398358e-05,577705,0.0,0.0
2022-01-26 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,3.099999958067201e-05,3.7999998312443495e-05,430609,0.0,0.0
2022-01-27 00:00:00+00:00,3.7999998312443495e-05,4.5000000682193786e-05,3.600000127335079e-05,4.5000000682193786e-05,340932,0.0,0.0
2022-01-28 00:00:00+00:00,4.5000000682193786e-05,6.600000051548705e-05,4.5000000682193786e-05,6.0999998822808266e-05,505352,0.0,0.0
2022-01-29 00:00:00+00:00,6.0999998822808266e-05,6.500000017695129e-05,5.400000009103678e-05,6.0999998822808266e-05,992743,0.0,0.0
2022-01-30 00:00:00+00:00,6.0999998822808266e-05,6.199999916134402e-05,4.70000013592653e-05,4.8000001697801054e-05,655435,0.0,0.0
2022-01-31 00:00:00+00:00,4.8000001697801054e-05,6.900000153109431e-05,4.5000000682193786e-05,6.600000051548705e-05,348665,0.0,0.0
2022-02-01 00:00:00+00:00,6.600000051548705e-05,6.800000119255856e-05,6.199999916134402e-05,6.199999916134402e-05,329760,0.0,0.0
2022-02-02 00:00:00+00:00,6.199999916134402e-05,8.600000001024455e-05,6.0999998822808266e-05,7.200000254670158e-05,434670,0.0,0.0
2022-02-03 00:00:00+00:00,7.200000254670158e-05,7.79999973019585e-05,7.100000220816582e-05,7.699999696342275e-05,482936,0.0,0.0
2022-02-04 00:00:00+00:00,7.699999696342275e-05,9.7999996796716e-05,7.400000322377309e-05,9.7999996796716e-05,459350,0.0,0.0
2022-02-05 00:00:00+00:00,9.7999996796716e-05,0.00013600000238511711,9.699999645818025e-05,0.00011999999696854502,840776,0.0,0.0
2022-02-06 00:00:00+00:00,0.00011999999696854502,0.0001289999927394092,8.70000003487803e-05,9.999999747378752e-05,1222631,0.0,0.0
2022-02-07 00:00:00+00:00,9.999999747378752e-05,0.00011600000289035961,9.300000237999484e-05,9.7999996796716e-05,932573,0.0,0.0
2022-02-08 00:00:00+00:00,9.7999996796716e-05,0.00010199999815085903,8.099999831756577e-05,9.40000027185306e-05,393364,0.0,0.0
2022-02-09 00:00:00+00:00,9.40000027185306e-05,9.600000339560211e-05,8.399999933317304e-05,8.800000068731606e-05,323628,0.0,0.0
2022-02-10 00:00:00+00:00,8.800000068731606e-05,9.100000170292333e-05,7.899999764049426e-05,8.299999899463728e-05,224677,0.0,0.0
2022-02-11 00:00:00+00:00,8.299999899463728e-05,8.399999933317304e-05,7.500000356230885e-05,7.999999797903001e-05,166741,0.0,0.0
2022-02-12 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.500000356230885e-05,7.599999662488699e-05,144937,0.0,0.0
2022-02-13 00:00:00+00:00,7.599999662488699e-05,7.699999696342275e-05,6.900000153109431e-05,7.000000186963007e-05,140341,0.0,0.0
2022-02-14 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.500000017695129e-05,6.600000051548705e-05,131574,0.0,0.0
2022-02-15 00:00:00+00:00,6.600000051548705e-05,8.199999865610152e-05,6.600000051548705e-05,7.79999973019585e-05,333445,0.0,0.0
2022-02-16 00:00:00+00:00,7.79999973019585e-05,8.499999967170879e-05,7.599999662488699e-05,8.399999933317304e-05,277240,0.0,0.0
2022-02-17 00:00:00+00:00,8.399999933317304e-05,8.499999967170879e-05,7.300000288523734e-05,7.300000288523734e-05,134958,0.0,0.0
2022-02-18 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,7.000000186963007e-05,7.100000220816582e-05,55659,0.0,0.0
2022-02-19 00:00:00+00:00,7.100000220816582e-05,7.300000288523734e-05,5.999999848427251e-05,6.0999998822808266e-05,44422,0.0,0.0
2022-02-20 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.700000110664405e-05,51691,0.0,0.0
2022-02-21 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.199999941396527e-05,5.2999999752501026e-05,20930,0.0,0.0
2022-02-22 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,5.199999941396527e-05,5.500000042957254e-05,6027,0.0,0.0
2022-02-23 00:00:00+00:00,5.500000042957254e-05,6.500000017695129e-05,5.500000042957254e-05,6.199999916134402e-05,50191,0.0,0.0
2022-02-24 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.2999999752501026e-05,5.900000178371556e-05,56047,0.0,0.0
2022-02-25 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.8000001445179805e-05,5.999999848427251e-05,11906,0.0,0.0
2022-02-26 00:00:00+00:00,5.999999848427251e-05,6.299999949987978e-05,5.999999848427251e-05,6.0999998822808266e-05,9781,0.0,0.0
2022-02-27 00:00:00+00:00,6.0999998822808266e-05,6.299999949987978e-05,5.900000178371556e-05,5.900000178371556e-05,15087,0.0,0.0
2022-02-28 00:00:00+00:00,5.900000178371556e-05,6.70000008540228e-05,5.900000178371556e-05,6.600000051548705e-05,54924,0.0,0.0
2022-03-01 00:00:00+00:00,6.600000051548705e-05,8.499999967170879e-05,6.600000051548705e-05,7.999999797903001e-05,236672,0.0,0.0
2022-03-02 00:00:00+00:00,7.999999797903001e-05,9.100000170292333e-05,7.999999797903001e-05,8.900000102585182e-05,273776,0.0,0.0
2022-03-03 00:00:00+00:00,8.900000102585182e-05,9.899999713525176e-05,8.499999967170879e-05,9.500000305706635e-05,307843,0.0,0.0
2022-03-04 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,8.099999831756577e-05,8.199999865610152e-05,252267,0.0,0.0
2022-03-05 00:00:00+00:00,8.199999865610152e-05,8.499999967170879e-05,7.999999797903001e-05,8.499999967170879e-05,50825,0.0,0.0
2022-03-06 00:00:00+00:00,8.499999967170879e-05,8.600000001024455e-05,8.099999831756577e-05,8.199999865610152e-05,15685,0.0,0.0
2022-03-07 00:00:00+00:00,8.199999865610152e-05,8.399999933317304e-05,7.79999973019585e-05,8.199999865610152e-05,15186,0.0,0.0
2022-03-08 00:00:00+00:00,8.199999865610152e-05,8.199999865610152e-05,7.500000356230885e-05,7.599999662488699e-05,24901,0.0,0.0
2022-03-09 00:00:00+00:00,7.599999662488699e-05,7.999999797903001e-05,7.500000356230885e-05,7.79999973019585e-05,21206,0.0,0.0
2022-03-10 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,7.200000254670158e-05,7.300000288523734e-05,5996,0.0,0.0
2022-03-11 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,6.900000153109431e-05,7.000000186963007e-05,18191,0.0,0.0
2022-03-12 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.900000153109431e-05,6.900000153109431e-05,15946,0.0,0.0
2022-03-13 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.70000008540228e-05,6.70000008540228e-05,2691,0.0,0.0
2022-03-14 00:00:00+00:00,6.70000008540228e-05,6.900000153109431e-05,6.70000008540228e-05,6.900000153109431e-05,10103,0.0,0.0
2022-03-15 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.600000051548705e-05,6.800000119255856e-05,13321,0.0,0.0
2022-03-16 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.600000051548705e-05,6.900000153109431e-05,8546,0.0,0.0
2022-03-17 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.800000119255856e-05,7.000000186963007e-05,5214,0.0,0.0
2022-03-18 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.900000153109431e-05,7.100000220816582e-05,3620,0.0,0.0
2022-03-19 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,6.900000153109431e-05,7.000000186963007e-05,9413,0.0,0.0
2022-03-20 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.70000008540228e-05,6.800000119255856e-05,10796,0.0,0.0
2022-03-21 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.70000008540228e-05,6.900000153109431e-05,8389,0.0,0.0
2022-03-22 00:00:00+00:00,6.900000153109431e-05,7.200000254670158e-05,6.900000153109431e-05,7.000000186963007e-05,7612,0.0,0.0
2022-03-23 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.900000153109431e-05,7.100000220816582e-05,3383,0.0,0.0
2022-03-24 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,7.000000186963007e-05,7.200000254670158e-05,1527,0.0,0.0
2022-03-25 00:00:00+00:00,7.200000254670158e-05,7.300000288523734e-05,7.000000186963007e-05,7.100000220816582e-05,1896,0.0,0.0
2022-03-26 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,7.000000186963007e-05,7.100000220816582e-05,2268,0.0,0.0
2022-03-27 00:00:00+00:00,7.100000220816582e-05,7.400000322377309e-05,7.100000220816582e-05,7.400000322377309e-05,1602,0.0,0.0
2022-03-28 00:00:00+00:00,7.400000322377309e-05,7.599999662488699e-05,7.300000288523734e-05,7.300000288523734e-05,3172,0.0,0.0
2022-03-29 00:00:00+00:00,7.300000288523734e-05,7.599999662488699e-05,7.300000288523734e-05,7.400000322377309e-05,4889,0.0,0.0
2022-03-30 00:00:00+00:00,7.400000322377309e-05,7.599999662488699e-05,7.300000288523734e-05,7.500000356230885e-05,3758,0.0,0.0
2022-03-31 00:00:00+00:00,7.500000356230885e-05,7.699999696342275e-05,7.200000254670158e-05,7.300000288523734e-05,2399,0.0,0.0
2022-04-01 00:00:00+00:00,7.300000288523734e-05,7.599999662488699e-05,7.000000186963007e-05,7.500000356230885e-05,1783,0.0,0.0
2022-04-02 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,6.900000153109431e-05,6.900000153109431e-05,25991,0.0,0.0
2022-04-03 00:00:00+00:00,6.900000153109431e-05,7.300000288523734e-05,6.800000119255856e-05,7.200000254670158e-05,35664,0.0,0.0
2022-04-04 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,6.299999949987978e-05,6.500000017695129e-05,30860,0.0,0.0
