TIMESTAMP,PINE22698_OPEN_PRICE_USD,PINE22698_HIGH_PRICE_USD,PINE22698_LOW_PRICE_USD,PINE22698_CLOSE_PRICE_USD,PINE22698_VOLUME_USD,PINE22698_DIVIDENDS_USD,PINE22698_STOCK_SPLITS_USD
2023-02-09 00:00:00+00:00,0.40930798649787903,0.41006600856781006,0.3280490040779114,0.3401240110397339,965044,0.0,0.0
2023-02-10 00:00:00+00:00,0.3401229977607727,0.38207998871803284,0.2832129895687103,0.2877439856529236,187114,0.0,0.0
2023-02-11 00:00:00+00:00,0.28776100277900696,0.31970199942588806,0.2850399911403656,0.31804201006889343,78867,0.0,0.0
2023-02-12 00:00:00+00:00,0.3180370032787323,0.5001059770584106,0.2952679991722107,0.4079659879207611,125816,0.0,0.0
2023-02-13 00:00:00+00:00,0.4079670011997223,0.6506369709968567,0.389147013425827,0.5375009775161743,455000,0.0,0.0
2023-02-14 00:00:00+00:00,0.539758026599884,0.7427440285682678,0.4699600040912628,0.4699600040912628,961195,0.0,0.0
2023-02-15 00:00:00+00:00,0.4571850001811981,0.7002090215682983,0.41916200518608093,0.6227359771728516,442346,0.0,0.0
2023-02-16 00:00:00+00:00,0.6227399706840515,0.6528810262680054,0.43107300996780396,0.44505301117897034,253466,0.0,0.0
2023-02-17 00:00:00+00:00,0.45494401454925537,0.46810999512672424,0.3720589876174927,0.4293439984321594,154931,0.0,0.0
2023-02-18 00:00:00+00:00,0.42274099588394165,0.550137996673584,0.41307899355888367,0.5409380197525024,142530,0.0,0.0
2023-02-19 00:00:00+00:00,0.5395780205726624,0.5407270193099976,0.44064098596572876,0.44785600900650024,131281,0.0,0.0
2023-02-20 00:00:00+00:00,0.447860985994339,0.4668219983577728,0.3959450125694275,0.4638569951057434,172681,0.0,0.0
2023-02-21 00:00:00+00:00,0.46514400839805603,0.5540509819984436,0.44649699330329895,0.4956490099430084,529329,0.0,0.0
2023-02-22 00:00:00+00:00,0.49538201093673706,0.5039889812469482,0.41840100288391113,0.4298189878463745,122640,0.0,0.0
2023-02-23 00:00:00+00:00,0.42986300587654114,0.4547309875488281,0.3967199921607971,0.4129579961299896,169536,0.0,0.0
2023-02-24 00:00:00+00:00,0.4129979908466339,0.4383940100669861,0.3366279900074005,0.3367210030555725,214906,0.0,0.0
2023-02-25 00:00:00+00:00,0.3367210030555725,0.3368479907512665,0.3029879927635193,0.31781500577926636,118145,0.0,0.0
2023-02-26 00:00:00+00:00,0.3177500069141388,0.3728010058403015,0.31279999017715454,0.3181990087032318,196830,0.0,0.0
2023-02-27 00:00:00+00:00,0.31813299655914307,0.3384369909763336,0.3096640110015869,0.3300060033798218,87247,0.0,0.0
2023-02-28 00:00:00+00:00,0.33000698685646057,0.3301759958267212,0.3081290125846863,0.3107219934463501,82689,0.0,0.0
2023-03-01 00:00:00+00:00,0.31070199608802795,0.32439300417900085,0.31059300899505615,0.31582000851631165,48965,0.0,0.0
2023-03-02 00:00:00+00:00,0.3157750070095062,0.326557993888855,0.2968969941139221,0.3065800070762634,55125,0.0,0.0
2023-03-03 00:00:00+00:00,0.30660098791122437,0.3067359924316406,0.24360300600528717,0.2439039945602417,83982,0.0,0.0
2023-03-04 00:00:00+00:00,0.24390900135040283,0.26722899079322815,0.22715799510478973,0.24784600734710693,61232,0.0,0.0
2023-03-05 00:00:00+00:00,0.24928399920463562,0.24948400259017944,0.2237659990787506,0.23937900364398956,34761,0.0,0.0
2023-03-06 00:00:00+00:00,0.23938600718975067,0.2458849996328354,0.22970199584960938,0.23963099718093872,29793,0.0,0.0
2023-03-07 00:00:00+00:00,0.2396489977836609,0.23966699838638306,0.19591499865055084,0.19868500530719757,46646,0.0,0.0
2023-03-08 00:00:00+00:00,0.19864800572395325,0.21089999377727509,0.18444299697875977,0.20042100548744202,27004,0.0,0.0
2023-03-09 00:00:00+00:00,0.20044900476932526,0.21852700412273407,0.18606799840927124,0.19807100296020508,40509,0.0,0.0
2023-03-10 00:00:00+00:00,0.19804799556732178,0.258897989988327,0.1801300048828125,0.18212999403476715,50249,0.0,0.0
2023-03-11 00:00:00+00:00,0.18221299350261688,0.18929199874401093,0.14555400609970093,0.16504399478435516,37044,0.0,0.0
2023-03-12 00:00:00+00:00,0.1647779941558838,0.16617800295352936,0.13820099830627441,0.1632930040359497,31397,0.0,0.0
2023-03-13 00:00:00+00:00,0.1633089929819107,0.1719129979610443,0.15250900387763977,0.15405899286270142,70844,0.0,0.0
2023-03-14 00:00:00+00:00,0.15407900512218475,0.17750899493694305,0.1432799994945526,0.14635899662971497,124902,0.0,0.0
2023-03-15 00:00:00+00:00,0.14637799561023712,0.16006900370121002,0.14326199889183044,0.14507000148296356,40871,0.0,0.0
2023-03-16 00:00:00+00:00,0.14509199559688568,0.15774700045585632,0.14484000205993652,0.1535090059041977,25259,0.0,0.0
2023-03-17 00:00:00+00:00,0.15355999767780304,0.15490199625492096,0.14498500525951385,0.14753800630569458,26283,0.0,0.0
2023-03-18 00:00:00+00:00,0.14757299423217773,0.15812499821186066,0.142316997051239,0.15458199381828308,21919,0.0,0.0
2023-03-19 00:00:00+00:00,0.15458199381828308,0.15697500109672546,0.15039099752902985,0.1569409966468811,15521,0.0,0.0
2023-03-20 00:00:00+00:00,0.15694600343704224,0.15778400003910065,0.145687997341156,0.15192699432373047,15495,0.0,0.0
2023-03-21 00:00:00+00:00,0.15188300609588623,0.18489700555801392,0.14764699339866638,0.16249500215053558,112867,0.0,0.0
2023-03-22 00:00:00+00:00,0.1624789983034134,0.1626259982585907,0.14521999657154083,0.1512109935283661,32750,0.0,0.0
2023-03-23 00:00:00+00:00,0.1512109935283661,0.16099099814891815,0.14602400362491608,0.1574610024690628,30509,0.0,0.0
2023-03-24 00:00:00+00:00,0.1574610024690628,0.18941399455070496,0.15254099667072296,0.16561999917030334,58597,0.0,0.0
2023-03-25 00:00:00+00:00,0.16563299298286438,0.1770399957895279,0.15625900030136108,0.17109699547290802,51035,0.0,0.0
2023-03-26 00:00:00+00:00,0.17111900448799133,0.20825499296188354,0.17109699547290802,0.19476300477981567,93695,0.0,0.0
2023-03-27 00:00:00+00:00,0.1947930008172989,0.20123299956321716,0.18913400173187256,0.1893559992313385,41329,0.0,0.0
2023-03-28 00:00:00+00:00,0.1893559992313385,0.19107499718666077,0.17005600035190582,0.18474100530147552,52553,0.0,0.0
2023-03-29 00:00:00+00:00,0.18475399911403656,0.1912270039319992,0.18461300432682037,0.18793900310993195,31350,0.0,0.0
2023-03-30 00:00:00+00:00,0.1879200041294098,0.18961699306964874,0.1746249943971634,0.1798119992017746,54581,0.0,0.0
2023-03-31 00:00:00+00:00,0.17978399991989136,0.18836499750614166,0.17967499792575836,0.1860560029745102,36446,0.0,0.0
2023-04-01 00:00:00+00:00,0.18606600165367126,0.18606600165367126,0.1820089966058731,0.18207800388336182,32071,0.0,0.0
2023-04-02 00:00:00+00:00,0.18228000402450562,0.18228000402450562,0.15380899608135223,0.15386399626731873,66295,0.0,0.0
2023-04-03 00:00:00+00:00,0.1538729965686798,0.1539040058851242,0.13925999402999878,0.13960400223731995,48618,0.0,0.0
2023-04-04 00:00:00+00:00,0.13960400223731995,0.14057600498199463,0.13092699646949768,0.13846999406814575,55193,0.0,0.0
2023-04-05 00:00:00+00:00,0.13840599358081818,0.14049099385738373,0.13479100167751312,0.1349409967660904,26008,0.0,0.0
2023-04-06 00:00:00+00:00,0.13492199778556824,0.13547499477863312,0.13221900165081024,0.13418099284172058,24898,0.0,0.0
2023-04-07 00:00:00+00:00,0.1341869980096817,0.13670599460601807,0.13392400741577148,0.1366100013256073,21823,0.0,0.0
2023-04-08 00:00:00+00:00,0.1366879940032959,0.1406950056552887,0.1323080062866211,0.13443300127983093,62671,0.0,0.0
2023-04-09 00:00:00+00:00,0.1344359964132309,0.14285099506378174,0.13215799629688263,0.13345499336719513,77816,0.0,0.0
2023-04-10 00:00:00+00:00,0.13340400159358978,0.13355199992656708,0.10373900085687637,0.10619699954986572,159623,0.0,0.0
2023-04-11 00:00:00+00:00,0.10619500279426575,0.1064469963312149,0.09610799700021744,0.09991999715566635,61087,0.0,0.0
2023-04-12 00:00:00+00:00,0.09994100034236908,0.10232800245285034,0.08183600008487701,0.08516500145196915,57888,0.0,0.0
2023-04-13 00:00:00+00:00,0.08513499796390533,0.0890590026974678,0.08470900356769562,0.08650299906730652,28144,0.0,0.0
2023-04-14 00:00:00+00:00,0.08650299906730652,0.0900460034608841,0.08216500282287598,0.08289700001478195,44093,0.0,0.0
2023-04-15 00:00:00+00:00,0.08289700001478195,0.08447200059890747,0.07800000160932541,0.07801099866628647,28631,0.0,0.0
2023-04-16 00:00:00+00:00,0.07801099866628647,0.0782419964671135,0.07609300315380096,0.07614599913358688,25269,0.0,0.0
2023-04-17 00:00:00+00:00,0.0761369988322258,0.07615800201892853,0.07399199903011322,0.07438699901103973,26288,0.0,0.0
2023-04-18 00:00:00+00:00,0.0744049996137619,0.0802140012383461,0.07192999869585037,0.0745289996266365,39008,0.0,0.0
2023-04-19 00:00:00+00:00,0.07445599883794785,0.07449900358915329,0.0684719979763031,0.07066100090742111,36210,0.0,0.0
2023-04-20 00:00:00+00:00,0.07066100090742111,0.07228600233793259,0.06985499709844589,0.07162400335073471,24727,0.0,0.0
2023-04-21 00:00:00+00:00,0.07171300053596497,0.07985399663448334,0.07000800222158432,0.07088900357484818,56157,0.0,0.0
2023-04-22 00:00:00+00:00,0.07088900357484818,0.07201100140810013,0.0686660036444664,0.06902699917554855,27046,0.0,0.0
2023-04-23 00:00:00+00:00,0.06902699917554855,0.07170099765062332,0.06817200034856796,0.07096400111913681,34155,0.0,0.0
2023-04-24 00:00:00+00:00,0.07095500081777573,0.07135699689388275,0.06412699818611145,0.06412699818611145,67570,0.0,0.0
2023-04-25 00:00:00+00:00,0.06412100046873093,0.06414800137281418,0.061129000037908554,0.061365000903606415,32424,0.0,0.0
2023-04-26 00:00:00+00:00,0.061365000903606415,0.06699100136756897,0.060683999210596085,0.06207999959588051,25999,0.0,0.0
2023-04-27 00:00:00+00:00,0.062081001698970795,0.0631989985704422,0.05993900075554848,0.06032799929380417,24161,0.0,0.0
2023-04-28 00:00:00+00:00,0.06032500043511391,0.062084000557661057,0.06024700030684471,0.06153300032019615,15029,0.0,0.0
2023-04-29 00:00:00+00:00,0.06153099983930588,0.062185000628232956,0.061528000980615616,0.061739999800920486,14762,0.0,0.0
2023-04-30 00:00:00+00:00,0.0617390014231205,0.06177400052547455,0.06141800060868263,0.06149499863386154,11357,0.0,0.0
2023-05-01 00:00:00+00:00,0.06149499863386154,0.06159200146794319,0.05864899978041649,0.058758001774549484,12607,0.0,0.0
2023-05-02 00:00:00+00:00,0.058772001415491104,0.06191699951887131,0.05850899964570999,0.06175300106406212,18824,0.0,0.0
2023-05-03 00:00:00+00:00,0.06175500154495239,0.06213400140404701,0.06124100089073181,0.061354998499155045,20647,0.0,0.0
