TIMESTAMP,HAY28263_OPEN_PRICE_USD,HAY28263_HIGH_PRICE_USD,HAY28263_LOW_PRICE_USD,HAY28263_CLOSE_PRICE_USD,HAY28263_VOLUME_USD,HAY28263_DIVIDENDS_USD,HAY28263_STOCK_SPLITS_USD
2023-10-21 00:00:00+00:00,2264097.25,4314304.5,1827384.0,3464614.75,9770175,0.0,0.0
2023-10-22 00:00:00+00:00,3464829.0,4491039.0,3184936.5,3355792.5,6552554,0.0,0.0
2023-10-23 00:00:00+00:00,3296425.25,4018580.25,2660939.25,3492262.0,5645418,0.0,0.0
2023-10-24 00:00:00+00:00,3492262.0,3711614.0,2337637.5,2793874.5,4707368,0.0,0.0
2023-10-25 00:00:00+00:00,2773001.5,4175172.75,2554474.5,4175172.75,3172024,0.0,0.0
2023-10-26 00:00:00+00:00,4191612.5,5255214.5,2197748.0,2242791.75,9937282,0.0,0.0
2023-10-27 00:00:00+00:00,2262132.25,2357923.25,1403319.5,1702215.125,4631105,0.0,0.0
2023-10-28 00:00:00+00:00,1708059.25,1894820.25,1304984.125,1565517.5,2029622,0.0,0.0
2023-10-29 00:00:00+00:00,1563490.0,2182723.75,1421601.625,1733099.75,1911947,0.0,0.0
2023-10-30 00:00:00+00:00,1730305.25,1813902.0,1337558.625,1423149.25,1363347,0.0,0.0
2023-10-31 00:00:00+00:00,1420086.375,1477562.125,1082255.25,1096774.0,2114234,0.0,0.0
2023-11-01 00:00:00+00:00,1078011.5,1470115.75,1026255.5,1142550.0,1581326,0.0,0.0
2023-11-02 00:00:00+00:00,1142579.875,1411878.625,1093426.5,1317942.375,1379168,0.0,0.0
2023-11-03 00:00:00+00:00,1317747.25,1317792.75,1014289.375,1182266.375,1528271,0.0,0.0
2023-11-04 00:00:00+00:00,1182525.0,1205541.25,953585.75,1145627.625,1388262,0.0,0.0
2023-11-05 00:00:00+00:00,1145669.75,1227266.75,950853.0625,1147552.0,1257015,0.0,0.0
2023-11-06 00:00:00+00:00,1147334.875,1147516.125,780912.0,1006212.25,1438582,0.0,0.0
2023-11-07 00:00:00+00:00,1006226.8125,1428509.125,931363.9375,1087931.0,2181997,0.0,0.0
2023-11-08 00:00:00+00:00,1087912.375,1433435.5,933986.0,1224595.25,1424855,0.0,0.0
2023-11-09 00:00:00+00:00,1219614.5,1661796.75,1097556.125,1344419.625,1414901,0.0,0.0
2023-11-10 00:00:00+00:00,1343687.125,2372587.0,1311049.125,1686962.5,2649876,0.0,0.0
2023-11-11 00:00:00+00:00,1690507.375,2065910.375,1487282.75,1631722.0,1430079,0.0,0.0
2023-11-12 00:00:00+00:00,1631946.0,1642767.0,1308817.75,1372831.25,1068828,0.0,0.0
2023-11-13 00:00:00+00:00,1368965.0,1419769.0,948627.5,1101070.0,1253474,0.0,0.0
2023-11-14 00:00:00+00:00,1100508.125,1138268.75,817634.4375,974414.3125,1118043,0.0,0.0
2023-11-15 00:00:00+00:00,974659.0625,1083222.5,903872.1875,1036803.0,501872,0.0,0.0
2023-11-16 00:00:00+00:00,1036803.0,1049905.875,789967.8125,882914.0625,892354,0.0,0.0
2023-11-17 00:00:00+00:00,882407.0,950887.3125,798200.6875,823078.0625,564481,0.0,0.0
2023-11-18 00:00:00+00:00,823823.0,858375.0,743647.3125,827734.0625,548759,0.0,0.0
2023-11-19 00:00:00+00:00,827668.5625,1046414.8125,821881.375,930958.75,767838,0.0,0.0
2023-11-20 00:00:00+00:00,930769.375,994509.75,804471.4375,891752.4375,474070,0.0,0.0
2023-11-21 00:00:00+00:00,891789.1875,906136.9375,741367.1875,794114.8125,420017,0.0,0.0
2023-11-22 00:00:00+00:00,793647.75,937495.125,782269.9375,871333.0625,372745,0.0,0.0
2023-11-23 00:00:00+00:00,871297.4375,871297.4375,674881.75,788931.25,454289,0.0,0.0
2023-11-24 00:00:00+00:00,789034.3125,871525.25,724144.6875,788866.25,467542,0.0,0.0
2023-11-25 00:00:00+00:00,788768.8125,790058.1875,692638.6875,759922.25,357257,0.0,0.0
2023-11-26 00:00:00+00:00,759955.5,771052.25,663877.25,681232.125,441782,0.0,0.0
2023-11-27 00:00:00+00:00,681344.125,830907.875,486315.5625,759491.375,736748,0.0,0.0
2023-11-28 00:00:00+00:00,762077.875,845569.6875,655368.5,760822.875,458034,0.0,0.0
2023-11-29 00:00:00+00:00,760533.6875,865232.625,654457.1875,682029.5,389987,0.0,0.0
2023-11-30 00:00:00+00:00,682092.6875,719412.5625,600874.0,633914.375,347827,0.0,0.0
2023-12-01 00:00:00+00:00,633878.3125,764561.6875,519890.125,654216.4375,467848,0.0,0.0
2023-12-02 00:00:00+00:00,654196.625,674959.8125,566767.6875,597777.375,393547,0.0,0.0
2023-12-03 00:00:00+00:00,597820.3125,633224.75,561413.1875,585126.125,336847,0.0,0.0
2023-12-04 00:00:00+00:00,585583.375,674520.25,538479.125,660715.6875,380197,0.0,0.0
2023-12-05 00:00:00+00:00,660794.0625,724579.0,493062.125,508273.71875,500556,0.0,0.0
2023-12-06 00:00:00+00:00,508139.59375,560617.625,449515.34375,453044.71875,372902,0.0,0.0
2023-12-07 00:00:00+00:00,452994.375,501634.875,430114.84375,492514.46875,324439,0.0,0.0
2023-12-08 00:00:00+00:00,492527.6875,621746.6875,459201.9375,614843.125,362554,0.0,0.0
2023-12-09 00:00:00+00:00,614830.5,651811.5,578945.6875,601248.5625,416452,0.0,0.0
2023-12-10 00:00:00+00:00,600643.375,654478.4375,579188.125,651534.5,345688,0.0,0.0
2023-12-11 00:00:00+00:00,651188.25,875208.375,603180.75,874910.4375,471993,0.0,0.0
