TIMESTAMP,BARAKATUH_OPEN_PRICE_USD,BARAKATUH_HIGH_PRICE_USD,BARAKATUH_LOW_PRICE_USD,BARAKATUH_CLOSE_PRICE_USD,BARAKATUH_VOLUME_USD,BARAKATUH_DIVIDENDS_USD,BARAKATUH_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,189,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,34,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,90,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-06-01 00:00:00+00:00,1.1010978587244757e-11,1.1373030989192401e-11,1.1010978587244757e-11,1.1373030989192401e-11,0,0.0,0.0
