TIMESTAMP,REGENT_OPEN_PRICE_USD,REGENT_HIGH_PRICE_USD,REGENT_LOW_PRICE_USD,REGENT_CLOSE_PRICE_USD,REGENT_VOLUME_USD,REGENT_DIVIDENDS_USD,REGENT_STOCK_SPLITS_USD
2022-12-06 00:00:00+00:00,4.731620788574219,4.750124931335449,4.724722862243652,4.7291412353515625,61408,0.0,0.0
2022-12-07 00:00:00+00:00,4.734413146972656,5.380218029022217,4.538332939147949,5.0085601806640625,49783,0.0,0.0
2022-12-08 00:00:00+00:00,5.0085601806640625,5.188415050506592,4.821864128112793,5.082722187042236,53653,0.0,0.0
2022-12-09 00:00:00+00:00,5.082722187042236,5.1617021560668945,4.86480188369751,5.020019054412842,57357,0.0,0.0
2022-12-10 00:00:00+00:00,5.015451908111572,5.222746849060059,4.9702467918396,5.213597774505615,65037,0.0,0.0
2022-12-11 00:00:00+00:00,5.213597774505615,5.828364849090576,5.140157222747803,5.596484184265137,68610,0.0,0.0
2022-12-12 00:00:00+00:00,5.596484184265137,5.714352130889893,5.362267971038818,5.616794109344482,65216,0.0,0.0
2022-12-13 00:00:00+00:00,5.606468200683594,5.726481914520264,5.090652942657471,5.389015197753906,67498,0.0,0.0
2022-12-14 00:00:00+00:00,5.39524507522583,5.518613815307617,4.93998384475708,5.012197971343994,52348,0.0,0.0
2022-12-15 00:00:00+00:00,5.0074992179870605,5.144862174987793,4.380455017089844,4.6435627937316895,62699,0.0,0.0
2022-12-16 00:00:00+00:00,4.645618915557861,4.7610321044921875,3.607809066772461,4.115210056304932,68563,0.0,0.0
2022-12-17 00:00:00+00:00,4.105996131896973,4.430465221405029,3.880486011505127,4.2437028884887695,65179,0.0,0.0
2022-12-18 00:00:00+00:00,4.238717079162598,4.50990104675293,4.097544193267822,4.232898235321045,60155,0.0,0.0
2022-12-19 00:00:00+00:00,4.232898235321045,4.272757053375244,3.7494850158691406,3.8197999000549316,74245,0.0,0.0
2022-12-20 00:00:00+00:00,3.8197999000549316,4.0029988288879395,3.7495241165161133,3.9207050800323486,49020,0.0,0.0
2022-12-21 00:00:00+00:00,3.905097007751465,3.929749011993408,3.2830750942230225,3.4052209854125977,45098,0.0,0.0
