TIMESTAMP,BASE30132_OPEN_PRICE_USD,BASE30132_HIGH_PRICE_USD,BASE30132_LOW_PRICE_USD,BASE30132_CLOSE_PRICE_USD,BASE30132_VOLUME_USD,BASE30132_DIVIDENDS_USD,BASE30132_STOCK_SPLITS_USD
2024-03-26 00:00:00+00:00,2.4000000848900527e-05,3.7999998312443495e-05,1.5999999959603883e-05,1.9999999494757503e-05,2303075,0.0,0.0
2024-03-27 00:00:00+00:00,1.9999999494757503e-05,4.70000013592653e-05,1.700000029813964e-05,2.2000000171829015e-05,1831249,0.0,0.0
2024-03-28 00:00:00+00:00,2.4000000848900527e-05,4.400000034365803e-05,1.9999999494757503e-05,2.300000051036477e-05,989594,0.0,0.0
2024-03-29 00:00:00+00:00,2.300000051036477e-05,2.8000000384054147e-05,6.000000212225132e-06,9.000000318337698e-06,682318,0.0,0.0
2024-03-30 00:00:00+00:00,9.000000318337698e-06,1.2000000424450263e-05,3.000000106112566e-06,3.999999989900971e-06,215138,0.0,0.0
2024-03-31 00:00:00+00:00,3.999999989900971e-06,1.4999999621068127e-05,3.999999989900971e-06,7.999999979801942e-06,191343,0.0,0.0
2024-04-01 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,3.999999989900971e-06,6.000000212225132e-06,129247,0.0,0.0
2024-04-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,58098,0.0,0.0
2024-04-03 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,43034,0.0,0.0
2024-04-04 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,36574,0.0,0.0
2024-04-05 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,49769,0.0,0.0
2024-04-06 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,29421,0.0,0.0
2024-04-07 00:00:00+00:00,3.999999989900971e-06,9.000000318337698e-06,3.999999989900971e-06,6.000000212225132e-06,74407,0.0,0.0
2024-04-08 00:00:00+00:00,6.000000212225132e-06,2.099999983329326e-05,4.999999873689376e-06,1.8000000636675395e-05,292510,0.0,0.0
2024-04-09 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,9.999999747378752e-06,1.1000000085914508e-05,248425,0.0,0.0
2024-04-10 00:00:00+00:00,1.1000000085914508e-05,1.4999999621068127e-05,9.000000318337698e-06,1.4000000192027073e-05,93676,0.0,0.0
2024-04-11 00:00:00+00:00,1.4000000192027073e-05,2.9000000722589903e-05,1.2999999853491317e-05,1.5999999959603883e-05,195936,0.0,0.0
2024-04-12 00:00:00+00:00,1.5999999959603883e-05,2.700000004551839e-05,1.2000000424450263e-05,1.5999999959603883e-05,182426,0.0,0.0
2024-04-13 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.1000000085914508e-05,1.4000000192027073e-05,72020,0.0,0.0
2024-04-14 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,6.000000212225132e-06,7.999999979801942e-06,86298,0.0,0.0
2024-04-15 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,49775,0.0,0.0
2024-04-16 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,16899,0.0,0.0
2024-04-17 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,19143,0.0,0.0
2024-04-18 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,22738,0.0,0.0
2024-04-19 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,5888,0.0,0.0
2024-04-20 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,14222,0.0,0.0
2024-04-21 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,8243,0.0,0.0
2024-04-22 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,9777,0.0,0.0
2024-04-23 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,8307,0.0,0.0
2024-04-24 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,6828,0.0,0.0
2024-04-25 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,10598,0.0,0.0
2024-04-26 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,16058,0.0,0.0
2024-04-27 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,9090,0.0,0.0
2024-04-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1373,0.0,0.0
2024-04-29 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,4644,0.0,0.0
2024-04-30 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,868,0.0,0.0
2024-05-01 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,905,0.0,0.0
2024-05-02 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,27354,0.0,0.0
2024-05-03 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,9767,0.0,0.0
2024-05-04 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1209,0.0,0.0
2024-05-05 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3361,0.0,0.0
2024-05-06 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3846,0.0,0.0
2024-05-07 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1598,0.0,0.0
2024-05-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1484,0.0,0.0
2024-05-09 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,5930,0.0,0.0
2024-05-10 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,25742,0.0,0.0
2024-05-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,4002,0.0,0.0
2024-05-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1657,0.0,0.0
2024-05-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1421,0.0,0.0
2024-05-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,967,0.0,0.0
2024-05-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,433,0.0,0.0
2024-05-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2881,0.0,0.0
2024-05-17 00:00:00+00:00,1.9999999949504854e-06,4.999999873689376e-06,1.9999999949504854e-06,3.999999989900971e-06,28174,0.0,0.0
2024-05-18 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1689,0.0,0.0
2024-05-19 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,9385,0.0,0.0
2024-05-20 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,3213,0.0,0.0
2024-05-21 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,6564,0.0,0.0
2024-05-22 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,5746,0.0,0.0
2024-05-23 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,21695,0.0,0.0
2024-05-24 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,4.999999873689376e-06,37401,0.0,0.0
2024-05-25 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,1815,0.0,0.0
2024-05-26 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,5870,0.0,0.0
2024-05-27 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,2147,0.0,0.0
2024-05-28 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,4236,0.0,0.0
2024-05-29 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,2982,0.0,0.0
2024-05-30 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,6555,0.0,0.0
2024-05-31 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,4472,0.0,0.0
2024-06-01 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,2111,0.0,0.0
2024-06-02 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,6840,0.0,0.0
2024-06-03 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,20657,0.0,0.0
2024-06-04 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1890,0.0,0.0
2024-06-05 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,11486,0.0,0.0
2024-06-06 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,5727,0.0,0.0
2024-06-07 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,5166,0.0,0.0
2024-06-08 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,918,0.0,0.0
2024-06-09 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,1927,0.0,0.0
2024-06-10 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,4328,0.0,0.0
2024-06-11 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,10893,0.0,0.0
2024-06-12 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,2547,0.0,0.0
2024-06-13 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,3070,0.0,0.0
2024-06-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,813,0.0,0.0
2024-06-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2277,0.0,0.0
2024-06-16 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,2050,0.0,0.0
2024-06-17 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1243,0.0,0.0
