TIMESTAMP,KUV_OPEN_PRICE_USD,KUV_HIGH_PRICE_USD,KUV_LOW_PRICE_USD,KUV_CLOSE_PRICE_USD,KUV_VOLUME_USD,KUV_DIVIDENDS_USD,KUV_STOCK_SPLITS_USD
2019-11-18 00:00:00+00:00,5.0999999075429514e-05,6.399999983841553e-05,3.9999998989515007e-05,4.099999932805076e-05,8703,0.0,0.0
2019-11-19 00:00:00+00:00,4.099999932805076e-05,5.900000178371556e-05,3.9999998989515007e-05,5.400000009103678e-05,10808,0.0,0.0
2019-11-20 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,2.9999999242136255e-05,3.9999998989515007e-05,3331,0.0,0.0
2019-11-21 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,2.9999999242136255e-05,3.9999998989515007e-05,2209,0.0,0.0
2019-11-22 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.9999998989515007e-05,3.9999998989515007e-05,2772,0.0,0.0
2019-11-23 00:00:00+00:00,3.9999998989515007e-05,0.0005050000036135316,3.9999998989515007e-05,0.00014200000441633165,19390,0.0,0.0
2019-11-24 00:00:00+00:00,0.00014200000441633165,0.00027799999224953353,5.0999999075429514e-05,0.00010900000052060932,2331,0.0,0.0
2019-11-25 00:00:00+00:00,0.00010800000018207356,0.00030899999546818435,0.0001049999991664663,0.0001610000035725534,9778,0.0,0.0
2019-11-26 00:00:00+00:00,0.0001610000035725534,0.00019099999917671084,0.00010800000018207356,0.00011700000322889537,22795,0.0,0.0
2019-11-27 00:00:00+00:00,0.00011700000322889537,0.00014600000577047467,8.299999899463728e-05,8.70000003487803e-05,14848,0.0,0.0
2019-11-28 00:00:00+00:00,8.70000003487803e-05,0.00011200000153621659,7.000000186963007e-05,8.099999831756577e-05,15540,0.0,0.0
2019-11-29 00:00:00+00:00,8.099999831756577e-05,0.00010199999815085903,4.999999873689376e-05,7.599999662488699e-05,9498,0.0,0.0
2019-11-30 00:00:00+00:00,7.599999662488699e-05,8.499999967170879e-05,3.9999998989515007e-05,3.9999998989515007e-05,6122,0.0,0.0
2019-12-01 00:00:00+00:00,3.9999998989515007e-05,9.699999645818025e-05,3.9999998989515007e-05,7.999999797903001e-05,17145,0.0,0.0
2019-12-02 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,2.9999999242136255e-05,6.800000119255856e-05,12947,0.0,0.0
2019-12-03 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,3.9999998989515007e-05,3.9999998989515007e-05,35733,0.0,0.0
2019-12-04 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,3.300000025774352e-05,3.9999998989515007e-05,6468,0.0,0.0
2019-12-05 00:00:00+00:00,3.9999998989515007e-05,4.5000000682193786e-05,3.5000000934815034e-05,3.9999998989515007e-05,22558,0.0,0.0
2019-12-06 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.600000127335079e-05,4.099999932805076e-05,52176,0.0,0.0
2019-12-07 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.5000000934815034e-05,3.7000001611886546e-05,41464,0.0,0.0
2019-12-08 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,1.9999999494757503e-05,3.600000127335079e-05,17479,0.0,0.0
2019-12-09 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.499999936844688e-05,2.8000000384054147e-05,4214,0.0,0.0
2019-12-10 00:00:00+00:00,2.8000000384054147e-05,4.199999966658652e-05,2.2000000171829015e-05,2.8000000384054147e-05,10957,0.0,0.0
2019-12-11 00:00:00+00:00,2.700000004551839e-05,3.099999958067201e-05,2.5999999706982635e-05,2.9999999242136255e-05,3959,0.0,0.0
2019-12-12 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.5999999706982635e-05,2.8000000384054147e-05,4682,0.0,0.0
2019-12-13 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.300000051036477e-05,2.4000000848900527e-05,5148,0.0,0.0
2019-12-14 00:00:00+00:00,2.4000000848900527e-05,4.099999932805076e-05,2.4000000848900527e-05,3.199999991920777e-05,3864,0.0,0.0
2019-12-15 00:00:00+00:00,3.199999991920777e-05,4.70000013592653e-05,2.5999999706982635e-05,4.600000102072954e-05,3168,0.0,0.0
2019-12-16 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,2.9999999242136255e-05,2.9999999242136255e-05,10099,0.0,0.0
2019-12-17 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.8000000384054147e-05,2.8000000384054147e-05,3008,0.0,0.0
2019-12-18 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.8000000384054147e-05,3225,0.0,0.0
2019-12-19 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.700000004551839e-05,2.8000000384054147e-05,865,0.0,0.0
2019-12-20 00:00:00+00:00,2.8000000384054147e-05,3.400000059627928e-05,2.8000000384054147e-05,2.9999999242136255e-05,5129,0.0,0.0
2019-12-21 00:00:00+00:00,2.9999999242136255e-05,3.7999998312443495e-05,2.9999999242136255e-05,3.7999998312443495e-05,5108,0.0,0.0
2019-12-22 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.5000000934815034e-05,3.9999998989515007e-05,6120,0.0,0.0
2019-12-23 00:00:00+00:00,3.9999998989515007e-05,5.900000178371556e-05,3.899999865097925e-05,4.8000001697801054e-05,9639,0.0,0.0
2019-12-24 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,3.7000001611886546e-05,3.899999865097925e-05,8767,0.0,0.0
2019-12-25 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7000001611886546e-05,3.7000001611886546e-05,7394,0.0,0.0
2019-12-26 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,3.7000001611886546e-05,3.899999865097925e-05,5688,0.0,0.0
2019-12-27 00:00:00+00:00,3.899999865097925e-05,4.600000102072954e-05,3.899999865097925e-05,4.099999932805076e-05,9922,0.0,0.0
2019-12-28 00:00:00+00:00,4.099999932805076e-05,4.8999998398358e-05,3.5000000934815034e-05,3.7999998312443495e-05,9335,0.0,0.0
2019-12-29 00:00:00+00:00,3.7999998312443495e-05,4.70000013592653e-05,3.600000127335079e-05,3.9999998989515007e-05,17227,0.0,0.0
2019-12-30 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.600000127335079e-05,4.099999932805076e-05,13729,0.0,0.0
2019-12-31 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.5000000934815034e-05,3.7000001611886546e-05,11128,0.0,0.0
2020-01-01 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.600000127335079e-05,10268,0.0,0.0
2020-01-02 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.9999999242136255e-05,2.9999999242136255e-05,5965,0.0,0.0
2020-01-03 00:00:00+00:00,2.9999999242136255e-05,3.7999998312443495e-05,2.9999999242136255e-05,3.600000127335079e-05,10350,0.0,0.0
2020-01-04 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,2.499999936844688e-05,3.400000059627928e-05,9231,0.0,0.0
2020-01-05 00:00:00+00:00,3.400000059627928e-05,3.7000001611886546e-05,2.9000000722589903e-05,3.600000127335079e-05,5716,0.0,0.0
2020-01-06 00:00:00+00:00,3.600000127335079e-05,4.999999873689376e-05,3.600000127335079e-05,3.899999865097925e-05,3986,0.0,0.0
2020-01-07 00:00:00+00:00,3.899999865097925e-05,4.600000102072954e-05,3.7999998312443495e-05,4.400000034365803e-05,3123,0.0,0.0
2020-01-08 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.199999966658652e-05,4.5000000682193786e-05,2406,0.0,0.0
2020-01-09 00:00:00+00:00,4.5000000682193786e-05,4.8000001697801054e-05,3.7999998312443495e-05,3.7999998312443495e-05,2059,0.0,0.0
2020-01-10 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.600000127335079e-05,4.099999932805076e-05,3095,0.0,0.0
2020-01-11 00:00:00+00:00,4.099999932805076e-05,4.5000000682193786e-05,3.7999998312443495e-05,3.7999998312443495e-05,6001,0.0,0.0
2020-01-12 00:00:00+00:00,3.7999998312443495e-05,4.70000013592653e-05,3.7999998312443495e-05,4.600000102072954e-05,3424,0.0,0.0
2020-01-13 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.199999966658652e-05,4.3000000005122274e-05,4669,0.0,0.0
2020-01-14 00:00:00+00:00,4.3000000005122274e-05,4.8000001697801054e-05,4.199999966658652e-05,4.70000013592653e-05,3083,0.0,0.0
2020-01-15 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,3.9999998989515007e-05,4.099999932805076e-05,7247,0.0,0.0
2020-01-16 00:00:00+00:00,4.099999932805076e-05,4.600000102072954e-05,4.099999932805076e-05,4.600000102072954e-05,3352,0.0,0.0
2020-01-17 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,3.899999865097925e-05,3.899999865097925e-05,7469,0.0,0.0
2020-01-18 00:00:00+00:00,3.899999865097925e-05,4.400000034365803e-05,3.7999998312443495e-05,4.3000000005122274e-05,3981,0.0,0.0
2020-01-19 00:00:00+00:00,4.3000000005122274e-05,4.8999998398358e-05,3.9999998989515007e-05,4.8000001697801054e-05,5465,0.0,0.0
2020-01-20 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.5000000682193786e-05,4.5000000682193786e-05,7783,0.0,0.0
2020-01-21 00:00:00+00:00,4.5000000682193786e-05,4.8999998398358e-05,4.199999966658652e-05,4.600000102072954e-05,4033,0.0,0.0
2020-01-22 00:00:00+00:00,4.600000102072954e-05,4.999999873689376e-05,4.400000034365803e-05,4.999999873689376e-05,5814,0.0,0.0
2020-01-23 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,4.8000001697801054e-05,4.999999873689376e-05,5329,0.0,0.0
2020-01-24 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.400000034365803e-05,4.5000000682193786e-05,6502,0.0,0.0
