TIMESTAMP,CAMT_OPEN_PRICE_USD,CAMT_HIGH_PRICE_USD,CAMT_LOW_PRICE_USD,CAMT_CLOSE_PRICE_USD,CAMT_VOLUME_USD,CAMT_DIVIDENDS_USD,CAMT_STOCK_SPLITS_USD
2024-07-30 00:00:00+00:00,0.01768999919295311,0.01783600077033043,0.01732799969613552,0.01762700080871582,10712,0.0,0.0
2024-07-31 00:00:00+00:00,0.01762700080871582,0.017681999132037163,0.01675499975681305,0.017240000888705254,5137,0.0,0.0
2024-08-01 00:00:00+00:00,0.017240000888705254,0.018362000584602356,0.017232999205589294,0.01789800077676773,4810,0.0,0.0
2024-08-02 00:00:00+00:00,0.0178810004144907,0.017949000000953674,0.017249999567866325,0.017524000257253647,4835,0.0,0.0
2024-08-03 00:00:00+00:00,0.017524000257253647,0.017965000122785568,0.017302999272942543,0.017302999272942543,8721,0.0,0.0
2024-08-04 00:00:00+00:00,0.017302999272942543,0.017671000212430954,0.01708200015127659,0.01730399951338768,3890,0.0,0.0
2024-08-05 00:00:00+00:00,0.017302999272942543,0.018106000497937202,0.016827000305056572,0.017758000642061234,6559,0.0,0.0
2024-08-06 00:00:00+00:00,0.017758000642061234,0.01829100027680397,0.017702000215649605,0.018175000324845314,4315,0.0,0.0
2024-08-07 00:00:00+00:00,0.018177000805735588,0.019734999164938927,0.017913000658154488,0.019325999543070793,5038,0.0,0.0
2024-08-08 00:00:00+00:00,0.019325999543070793,0.019697999581694603,0.019075000658631325,0.019356999546289444,5859,0.0,0.0
2024-08-09 00:00:00+00:00,0.019348999485373497,0.019985999912023544,0.01362599991261959,0.015093999914824963,34884,0.0,0.0
2024-08-10 00:00:00+00:00,0.015093999914824963,0.01560600008815527,0.013921000063419342,0.015239999629557133,1508,0.0,0.0
2024-08-11 00:00:00+00:00,0.015239999629557133,0.015239999629557133,0.013775000348687172,0.014360999688506126,3492,0.0,0.0
2024-08-12 00:00:00+00:00,0.014360999688506126,0.017223000526428223,0.013566000387072563,0.013647000305354595,4214,0.0,0.0
2024-08-13 00:00:00+00:00,0.013647000305354595,0.016374999657273293,0.013640999794006348,0.015111999586224556,3099,0.0,0.0
2024-08-14 00:00:00+00:00,0.015111999586224556,0.016388999298214912,0.01411299966275692,0.014593999832868576,4029,0.0,0.0
2024-08-15 00:00:00+00:00,0.014593999832868576,0.015331000089645386,0.013701999559998512,0.015107999555766582,4360,0.0,0.0
2024-08-16 00:00:00+00:00,0.01501999981701374,0.015092000365257263,0.013729000464081764,0.013778000138700008,4179,0.0,0.0
2024-08-17 00:00:00+00:00,0.013778000138700008,0.014371000230312347,0.013333999551832676,0.013704000040888786,4652,0.0,0.0
2024-08-18 00:00:00+00:00,0.013629999943077564,0.014147999696433544,0.012888999655842781,0.014000000432133675,3941,0.0,0.0
2024-08-19 00:00:00+00:00,0.014000000432133675,0.014119000174105167,0.011692999862134457,0.012919999659061432,4004,0.0,0.0
2024-08-20 00:00:00+00:00,0.012989000417292118,0.01372699998319149,0.012600000016391277,0.012710999697446823,3817,0.0,0.0
2024-08-21 00:00:00+00:00,0.01269800029695034,0.012729999609291553,0.0117419995367527,0.012138999998569489,4889,0.0,0.0
2024-08-22 00:00:00+00:00,0.012040999718010426,0.012504000216722488,0.011815999634563923,0.011928999796509743,5163,0.0,0.0
2024-08-23 00:00:00+00:00,0.01193500030785799,0.012342000380158424,0.011649999767541885,0.012227999977767467,4053,0.0,0.0
2024-08-24 00:00:00+00:00,0.012227999977767467,0.012377999722957611,0.011926000006496906,0.012152000330388546,3898,0.0,0.0
