TIMESTAMP,P2P2643_OPEN_PRICE_USD,P2P2643_HIGH_PRICE_USD,P2P2643_LOW_PRICE_USD,P2P2643_CLOSE_PRICE_USD,Adj Close,P2P2643_VOLUME_USD,P2P2643_DIVIDENDS_USD,P2P2643_STOCK_SPLITS_USD
,0.00032058838405646384,0.00032532124896533787,0.00031725605367682874,0.00031987944385036826,,249709.0,0.0,0.0
