,K,Alpha,Tau,MSE
119,14,250,0.1,169.90107243801333
120,12,250,0.05,174.62475945404674
121,6,250,0.1,176.3874344139271
122,11,250,0.1,181.37762257649283
123,14,1250,0.25,184.9625208040194
124,11,750,0.25,197.1634142348232
125,15,1000,0.15,202.4933453720546
126,14,500,0.05,208.81518542513504
127,15,250,0.05,216.45009084129285
128,10,250,0.05,218.21467088697645
129,14,1250,0.3,224.40016193739484
130,14,1000,0.15,228.81098394785826
131,11,750,0.15,228.9223958031276
132,14,250,0.05,244.63045036848553
133,11,250,0.05,248.80351655316116
134,15,750,0.05,266.1870866855535
135,14,750,0.05,308.69026166924704
136,11,1000,0.3,377.02089683782344
137,11,750,0.1,380.0569618159131
138,15,1500,0.1,386.0219746932644
139,15,1250,0.2,441.5206599448438
140,13,1000,0.2,442.3886505867511
141,15,1250,0.15,451.5708285914886
142,15,1500,0.3,563.4226648821126
143,15,1750,0.25,597.0570017988248
144,13,1000,0.15,652.4251593513645
145,11,750,0.2,679.7183474171327
146,14,1000,0.1,709.5268189607452
147,15,1000,0.1,720.4900299030071
148,15,500,0.05,725.3581814031687
149,14,1500,0.3,794.7469715242511
150,15,1500,0.25,841.5249357666063
151,14,1250,0.1,930.7680310176012
152,15,1750,0.15,949.8046884645547
153,15,250,0.0,952.3897290577448
154,15,1500,0.15,971.348853691772
155,14,250,0.0,977.92949702556
156,15,1750,0.3,994.3639726197939
157,15,1250,0.05,1032.6589558174705
158,13,250,0.0,1133.5546939226665
159,11,1000,0.2,1138.0422290006818
160,7,500,0.3,1172.8488962305707
161,12,750,0.05,1200.209123173848
162,14,1750,0.3,1336.7253349513421
163,14,1250,0.2,1337.440406451402
164,10,1000,0.3,1378.8350165955696
165,12,250,0.0,1387.8433303027148
166,13,1250,0.3,1495.2858919777946
167,15,1250,0.1,1516.4230448926346
168,14,750,0.15,1522.682670811277
169,13,750,0.05,1807.9208084101565
170,12,750,0.1,1820.9205895074413
171,15,1500,0.2,1840.249790881338
172,15,1000,0.05,1858.1248420235024
173,15,2250,0.1,1918.8605563429348
174,14,1000,0.25,1935.6224332262993
175,14,1500,0.25,1944.8625483984993
176,11,750,0.05,1955.389737846173
177,11,250,0.0,2291.2091847914903
178,13,1000,0.1,2385.62812848139
179,14,1750,0.1,2423.6184509999352
180,8,500,0.25,2479.7664539306743
181,14,1500,0.15,2501.9432755804078
182,15,2250,0.3,2530.5750720297992
183,15,1750,0.1,2591.0169821827267
184,15,500,0.0,2667.921237499639
185,15,1750,0.2,2834.300688212153
186,10,750,0.15,2868.330885373619
187,14,1000,0.05,2927.1548654607004
188,11,1000,0.25,2959.2379348131926
189,10,750,0.1,2963.645894192661
190,9,500,0.1,3070.3092176074942
191,13,2500,0.25,3096.7863783604357
192,14,500,0.0,3154.21091333218
193,12,1000,0.25,3164.3422089767705
194,12,1000,0.05,3202.0107438577616
195,12,1000,0.2,3250.75021760203
196,13,1250,0.25,3282.9554368629138
197,10,250,0.0,3313.1525132345487
198,8,500,0.2,3535.418286924429
199,15,2750,0.2,3555.867214308013
200,8,750,0.2,3560.4703644035735
201,14,1500,0.2,3600.4589948699454
202,14,1750,0.25,3711.893405692601
203,13,1250,0.05,3877.1339772056544
204,13,1500,0.25,3917.12648240965
205,12,1250,0.3,3974.5192187378493
206,10,500,0.05,3986.794248712567
207,11,1000,0.15,4051.970262016775
208,14,1250,0.15,4233.993398392275
209,14,1750,0.15,4262.003359270921
210,15,2000,0.2,4299.286403569085
211,15,2250,0.15,4363.298233532767
212,9,750,0.3,4564.414029865007
213,15,2000,0.3,4581.866997108892
214,11,1250,0.25,4594.893087405354
215,12,1250,0.25,4610.541499688299
216,11,1000,0.1,4640.713654656703
217,15,1750,0.05,4673.35828960004
218,15,2000,0.25,4704.195913562814
219,8,500,0.3,4704.307289535775
220,13,500,0.0,4707.501333882274
221,13,1000,0.05,4749.452039853805
222,5,250,0.2,4752.752554581719
223,9,250,0.0,4858.650757822248
224,5,250,0.1,4903.075089677553
225,10,1000,0.1,4948.720647286037
226,12,1000,0.1,4950.983783196518
227,15,1500,0.05,5022.787697203658
228,8,1000,0.3,5032.057887569491
229,12,1000,0.15,5141.936084225902
230,11,1250,0.3,5191.257384750057
231,15,2500,0.3,5225.318578367169
232,10,750,0.2,5378.914311128554
233,13,1500,0.3,5451.381315565199
234,12,1500,0.15,5452.937148977635
235,15,2250,0.2,5461.441688930306
236,10,1000,0.2,5493.039709698036
237,15,2000,0.05,5525.291245283324
238,13,1750,0.15,5559.133697153592
239,14,1500,0.1,5568.583939843914
240,13,1750,0.2,5599.380476845252
241,12,500,0.0,5706.023924994757
242,15,2000,0.1,5907.15344881313
243,15,2000,0.15,6044.652472001321
244,15,750,0.0,6059.711893099989
245,7,500,0.25,6137.380115338196
246,14,1750,0.2,6153.277600907828
247,12,1500,0.3,6157.22814408643
248,15,2500,0.15,6157.689068957348
249,12,1500,0.2,6300.290210012394
250,5,250,0.25,6328.439156519089
251,14,1250,0.05,6427.301708353534
252,13,1250,0.2,6433.8120283347125
253,12,1250,0.15,6610.716194420204
254,14,2250,0.1,6655.751784590133
255,11,1500,0.25,6705.349902440752
256,8,750,0.15,6713.870417646493
257,14,750,0.0,6836.384962907398
258,13,1250,0.15,6866.643169850393
259,12,2000,0.15,6961.113655188211
260,12,1500,0.25,7036.874397154725
261,5,250,0.15,7192.2409254664135
262,13,1500,0.2,7293.65239273059
263,8,750,0.05,7336.039333003988
264,11,1250,0.15,7391.483345130926
265,13,1750,0.3,7433.672562941274
266,5,250,0.3,7490.957218012001
267,15,2250,0.05,7561.950627138348
268,15,2500,0.2,7736.515259183236
269,14,2250,0.3,7855.737950922181
270,12,1750,0.05,7911.648452002168
271,13,1750,0.1,8113.13229605255
272,9,1000,0.25,8189.296239750888
273,11,500,0.0,8281.501448440133
274,11,1250,0.1,8294.673939189455
275,13,2000,0.1,8306.431702382464
276,14,2000,0.1,8389.979740360803
277,13,1500,0.1,8423.667882153422
278,12,1250,0.2,8506.270074434087
279,7,500,0.2,8554.579316232133
280,13,1500,0.15,8556.48971499747
281,15,2750,0.3,8574.510620643698
282,15,3000,0.3,8596.278282010937
283,14,3000,0.25,8605.883181004205
284,9,500,0.05,8719.992545901896
285,8,250,0.0,8722.577547239038
286,13,2000,0.2,8749.960091482473
287,13,2250,0.1,8863.231458157943
288,11,1250,0.2,8899.072744888637
289,14,2250,0.15,8951.1690995866
290,8,750,0.25,8978.237540054348
291,8,500,0.1,9028.793989174424
292,12,1250,0.1,9094.40701356049
293,11,1750,0.25,9094.720341210912
294,13,2000,0.3,9183.525406855651
295,4,250,0.25,9293.617564181097
296,13,3000,0.3,9348.79110170983
297,12,1750,0.25,9352.560739979604
298,8,500,0.15,9429.850598700905
299,12,1750,0.2,9471.602784697438
300,12,1500,0.1,9652.953375680016
301,9,750,0.15,9770.384931318295
302,14,2750,0.25,9789.151034456823
303,15,2500,0.05,9802.615238081058
304,15,2750,0.1,9806.669460064822
305,14,2000,0.05,9890.466824548095
306,13,2000,0.25,9914.3112565283
307,13,750,0.0,9975.73838795029
308,10,1250,0.2,10073.374143322122
309,13,1750,0.05,10132.163560008397
310,15,3250,0.3,10153.569231787249
311,13,1250,0.1,10187.951495103525
312,14,1500,0.05,10253.729626385657
313,14,3000,0.3,10412.348718934341
314,13,1500,0.05,10497.740850045864
315,15,1000,0.0,10535.851607676457
316,14,2000,0.15,10540.751143795407
317,14,2000,0.25,10750.061271777873
318,14,2000,0.3,10769.758075223748
319,14,2250,0.05,10822.558908771596
320,12,1750,0.15,10895.76885960125
321,8,500,0.05,10999.137988448874
322,12,2000,0.05,11027.097491764236
323,14,2250,0.2,11187.118364958664
324,13,2250,0.2,11507.701540310496
325,15,2750,0.25,11580.201773499002
326,12,750,0.0,11820.646311968349
327,14,2250,0.25,11870.471405564267
328,15,4000,0.25,11905.799547869923
329,14,1000,0.0,12049.085408460627
330,13,1750,0.25,12061.059629060854
331,12,2000,0.25,12066.120363079683
332,15,2250,0.25,12201.101366338935
333,12,2000,0.2,12219.20213675496
334,9,1250,0.2,12301.491983486312
335,12,1750,0.3,12352.807618417222
336,6,250,0.05,12558.49756522485
337,11,2000,0.3,12671.32580904715
338,11,1500,0.3,12776.313343788612
339,10,500,0.0,12779.278418175149
340,10,1250,0.1,12845.001724892285
341,11,1250,0.05,12871.681448159507
342,7,500,0.15,12951.22676112211
343,12,1750,0.1,13042.019071227729
344,14,2000,0.2,13064.008345925273
345,10,1500,0.1,13257.382452652635
346,15,3250,0.2,13280.833873350826
347,15,2500,0.25,13317.600501277348
348,15,2750,0.05,13490.871287319875
349,8,750,0.3,13496.610094875841
350,7,250,0.0,13617.81533143238
351,15,4250,0.3,13617.933513492864
352,13,2250,0.3,13943.926993946825
353,9,750,0.25,13971.74863832833
354,15,2750,0.15,14043.835659251845
355,13,2250,0.25,14343.139354824123
356,12,1250,0.05,14364.070620641029
357,10,1000,0.25,14392.41053595412
358,11,1500,0.05,14394.653226485858
359,11,1500,0.2,14446.969411382754
360,15,2500,0.1,14570.12979687978
361,10,750,0.05,14689.356137664323
362,10,1000,0.05,14754.160612527483
363,12,2250,0.05,15068.48207463406
364,11,1750,0.2,15341.740019858618
365,13,3000,0.25,15415.850749076899
366,15,4000,0.3,15427.997409677328
367,6,500,0.25,15431.21823961407
368,7,500,0.1,15655.861376347075
369,8,1500,0.3,15681.560647592914
370,15,1250,0.0,15771.96653338113
371,9,750,0.2,15838.931688070865
372,15,4250,0.2,16005.252666035267
373,14,2750,0.2,16010.18824847249
374,11,750,0.0,16200.769372627175
375,15,3000,0.1,16338.169446237976
376,13,2000,0.05,16351.814206207317
377,8,1250,0.2,16552.472568995745
378,11,1750,0.15,16877.98141542892
379,10,1250,0.3,17014.353317507557
380,13,1000,0.0,17094.84517496413
381,14,2500,0.3,17095.41001326943
382,8,1250,0.3,17201.466354137105
383,11,1750,0.3,17317.083825394337
384,12,1500,0.05,17340.779452818842
385,7,750,0.05,17362.475130931023
386,14,2500,0.25,17541.722395708668
387,15,3750,0.25,17607.41781194789
388,10,2000,0.25,17779.107089405563
389,14,1250,0.0,17822.24155022642
390,13,2250,0.15,17828.116831197938
391,10,1500,0.2,17923.25364893891
392,15,3500,0.15,17979.548639746135
393,13,2750,0.25,17989.26417423523
394,14,2750,0.1,18067.115311260648
395,15,3000,0.25,18106.521479859388
396,13,2000,0.15,18139.24338510787
397,6,500,0.2,18237.408020388048
398,10,1750,0.1,18264.189439480313
399,10,1500,0.25,18332.15846230834
400,5,500,0.2,18528.687344770464
401,14,2500,0.1,18899.332293482952
402,11,2250,0.25,18976.354260224125
403,12,2000,0.3,19086.686721963753
404,10,1750,0.15,19198.185277793047
405,14,1750,0.05,19248.60789214538
406,15,3250,0.1,19284.637748201116
407,10,1250,0.25,19468.72911920589
408,12,1000,0.0,19507.333913851784
409,9,750,0.1,19507.95640291863
410,8,1000,0.2,19525.212749742084
411,15,3500,0.2,19614.716420276673
412,9,1000,0.05,19644.36075067929
413,12,2250,0.25,19697.69266096597
414,9,500,0.0,19725.103190467682
415,10,1250,0.05,19854.014048046472
416,14,2500,0.15,19914.90442203739
417,11,2000,0.25,19929.426441056366
418,13,2500,0.3,20270.133564245138
419,11,2000,0.15,20468.768281047254
420,7,750,0.25,20595.968430596087
421,14,2750,0.05,20646.24187485633
422,14,2500,0.2,20677.406091317094
423,13,2500,0.2,20747.054621974785
424,14,3250,0.3,20788.90810992589
425,14,3000,0.15,20960.69751514663
426,14,2500,0.05,21416.39566563555
427,10,1750,0.2,21507.911899510986
428,14,2750,0.15,21513.716739192027
429,8,1000,0.15,21555.014763880685
430,15,3250,0.15,21561.670296374963
431,15,3250,0.25,21604.7922746459
432,10,2000,0.2,21627.95060955623
433,15,3750,0.2,21700.520342983687
434,10,2250,0.2,21730.516587644477
435,15,1500,0.0,21731.852837450475
436,15,4250,0.15,21749.42519261856
437,15,3000,0.2,21751.80684542249
438,15,3500,0.3,21835.97331041509
439,11,1000,0.05,21963.480661287835
440,11,1500,0.1,22187.62509229148
441,8,750,0.1,22408.133347247436
442,9,1000,0.3,22442.161658808567
443,9,1250,0.1,22475.18775909438
444,14,4500,0.3,22705.448900304204
445,8,1500,0.2,22736.133499737367
446,7,750,0.3,22741.39339665554
447,7,750,0.15,22832.06546226964
448,11,1750,0.05,22951.328512938522
449,15,3500,0.25,23130.411883112673
450,15,4000,0.1,23132.038510602906
451,14,4000,0.25,23169.381723886585
452,15,4500,0.25,23180.438298915687
453,13,2250,0.05,23237.55702316623
454,15,3500,0.1,23250.800922900344
455,13,5000,0.3,23459.893668011227
456,14,3500,0.25,23672.97952411566
457,14,2750,0.3,23698.863802890886
458,15,3000,0.05,23771.26256777819
459,10,1500,0.3,23894.946421946865
460,11,1500,0.15,23899.195152152155
461,14,4250,0.3,23900.284332831023
462,11,1750,0.1,23908.166880955177
463,15,4750,0.25,24005.857238444623
464,12,2750,0.3,24075.10353507652
465,10,750,0.0,24106.105209184792
466,15,4250,0.25,24397.06718411938
467,4,250,0.2,24894.398853907835
468,15,5750,0.3,24927.922444863
469,14,1500,0.0,24994.260973196237
470,11,1000,0.0,25183.550889382623
471,9,750,0.05,25303.372508561744
472,12,2250,0.1,25340.868918114767
473,4,250,0.15,25554.13862842543
474,10,2000,0.15,25585.46233397326
475,7,750,0.2,25758.772469850337
476,12,2500,0.2,25767.276439853762
477,10,2250,0.15,25896.350215934362
478,10,1250,0.15,25923.659167224454
479,5,500,0.25,26019.80079566943
480,13,2750,0.2,26165.24054926889
481,12,2250,0.3,26270.601896414406
482,13,2750,0.05,26613.336253487905
483,12,2750,0.15,26664.260824783338
484,14,4000,0.3,26822.829840950646
485,11,2000,0.05,27176.60357015497
486,8,1000,0.1,27177.35662746051
487,5,250,0.05,27302.883413550422
488,12,3500,0.2,27704.19618873351
489,11,2250,0.3,27732.013302002677
490,8,500,0.0,27798.283049795176
491,10,1750,0.3,27957.743996207937
492,6,750,0.3,28210.98928926613
493,13,3000,0.2,28382.219501648968
494,12,2500,0.25,28514.199488600854
495,12,2500,0.1,28590.685176935858
496,6,500,0.3,28695.747101819157
497,14,3250,0.25,28766.527895817344
498,11,2000,0.2,28790.034864268462
499,10,1500,0.05,28881.54211736582
500,14,3250,0.15,28947.782408146344
501,13,1250,0.0,28980.66595055813
502,14,3750,0.2,28987.447648172783
503,13,3500,0.25,29091.438128296075
504,8,1000,0.25,29100.757070283737
505,13,3000,0.05,29267.913645608776
506,13,3250,0.3,29465.3344701586
507,9,1250,0.3,29888.007993501247
508,15,1750,0.0,29958.084665298327
509,14,3250,0.05,29998.403612715807
510,9,1000,0.1,30067.731289998857
511,12,2250,0.15,30085.76120479276
512,15,4500,0.15,30212.466466891816
513,6,500,0.05,30331.48469369242
514,15,3000,0.15,30707.592802394785
515,14,3500,0.15,30764.957045764208
516,14,3000,0.2,30801.631372989676
517,14,3500,0.3,30971.103776945365
518,13,2500,0.1,31020.846461445257
519,9,1250,0.05,31100.046955705566
520,11,2000,0.1,31329.257207056682
521,15,4500,0.3,31481.907656307332
522,13,3750,0.25,31505.745518534706
523,7,1000,0.25,31575.423602153147
524,15,6250,0.3,31647.54730429132
525,15,4000,0.15,31702.57689916655
526,8,1250,0.1,31748.454978242495
527,15,5500,0.2,31823.887269535073
528,14,3000,0.05,32000.78456360506
529,12,2500,0.3,32109.330517263938
530,13,4250,0.15,32182.087433281093
531,9,1250,0.25,32294.360889816006
532,15,3750,0.3,32443.290732544338
533,14,3250,0.2,32472.734766200494
534,12,1250,0.0,32504.36768126485
535,14,3250,0.1,32513.306756993625
536,10,2250,0.3,32563.90034619713
537,14,4750,0.3,32648.51297204595
538,7,750,0.1,32810.19309681421
539,13,2750,0.15,32819.35043689307
540,15,5500,0.3,32918.521450192864
541,15,4000,0.2,33049.50240849031
542,11,2750,0.3,33129.57270219023
543,13,2750,0.3,33338.822326114736
544,14,4750,0.25,33522.838912532396
545,13,3250,0.25,33949.300331131235
546,6,250,0.0,34297.31457569316
547,12,2250,0.2,34657.64223148218
548,13,3250,0.05,34684.80186644057
549,6,750,0.1,34758.542923664645
550,14,4500,0.25,34849.065388893316
551,15,3750,0.1,35231.72492422218
552,5,500,0.1,35495.01169267839
553,15,5000,0.15,35523.65731973875
554,14,3000,0.1,35643.38902190716
555,14,3750,0.3,35760.10675394101
556,13,3500,0.1,35797.923827375984
557,11,3000,0.25,36376.87318231129
558,8,1500,0.15,36398.14617072892
559,10,1000,0.0,36451.405026920744
560,15,4750,0.3,36644.71722137303
561,10,1000,0.15,37035.99824475659
562,15,3500,0.05,37086.002882032095
563,15,4750,0.15,37092.161903389475
564,15,2000,0.0,37099.43237283687
565,5,500,0.15,37505.347239467046
566,15,5250,0.15,37733.718825142736
567,14,4000,0.15,38285.794789326814
568,11,2250,0.15,38492.05903267679
569,14,3750,0.15,38829.89286020392
570,10,1750,0.05,38837.92914801621
571,13,2750,0.1,39103.59587542355
572,12,2500,0.15,39175.99552986514
573,13,1500,0.0,39199.613212319375
574,12,3750,0.3,39264.544070309006
575,15,5250,0.2,39762.90211227234
576,14,4250,0.15,39957.673349062265
577,11,2750,0.15,40006.93529688292
578,7,500,0.0,40324.194283745936
579,9,750,0.0,40332.664475353035
580,15,5250,0.3,40340.329569983216
581,11,1250,0.0,40408.59321886102
582,12,2750,0.25,40509.20622970089
583,14,4000,0.2,40666.11299900196
584,15,5000,0.3,40824.59509692309
585,9,1500,0.15,40933.17720234553
586,15,5250,0.25,40965.882894625756
587,13,3250,0.2,41157.82360211286
588,10,2250,0.25,41318.368282880016
589,15,5000,0.25,41381.094422121554
590,8,1750,0.1,41463.39124659747
591,14,4500,0.15,41548.971103469936
592,15,4250,0.1,41739.201332869074
593,6,1000,0.3,41984.01911096565
594,8,750,0.0,42020.03536708625
595,7,1000,0.05,42205.112961501785
596,12,3750,0.15,42242.07430666477
597,13,3250,0.15,42274.22638072427
598,13,5750,0.1,42447.54132465966
599,14,5250,0.2,42906.019267632604
600,12,3000,0.3,43120.710821119865
601,14,3750,0.25,43152.792599252025
602,9,1500,0.2,43271.88853751413
603,14,6500,0.2,43271.89631339399
604,12,2750,0.1,43306.2028209204
605,3,250,0.25,43309.32573345477
606,12,1500,0.0,43328.68795514167
607,4,250,0.3,43382.305104864696
608,13,5250,0.15,43554.72812505246
609,13,4000,0.15,43689.314638231546
610,11,2250,0.05,43711.27185961101
611,13,4250,0.25,43734.49098301145
612,13,3000,0.1,43768.75889887022
613,6,500,0.15,44059.63057584702
614,10,3500,0.2,44078.65623645825
615,9,3250,0.3,44425.140736902125
616,9,1000,0.2,45016.28806650198
617,15,2250,0.0,45056.74511442996
618,14,4500,0.2,45229.12863328484
619,9,1000,0.15,45256.54536998616
620,13,4500,0.3,45555.61659861159
621,14,4750,0.15,45873.21205403026
622,15,4750,0.2,45878.449696704694
623,7,1250,0.3,45959.34219109091
624,11,2500,0.3,46026.64303531847
625,11,2250,0.1,46074.71676645924
626,14,5000,0.1,46081.962490163365
627,13,2500,0.15,46087.354712453605
628,14,1750,0.0,46474.76355341279
629,15,5250,0.1,46522.90194444827
630,6,500,0.1,46601.265319705286
631,12,3750,0.25,46674.08149920245
632,15,4750,0.1,46705.36322304739
633,13,3500,0.2,46740.61875798811
634,5,250,0.0,46788.1246989798
635,14,3500,0.2,47173.091774725675
636,11,2500,0.15,47409.740240419036
637,11,3250,0.3,48307.002963383326
638,15,4500,0.2,48455.29545209899
639,14,4000,0.05,48614.20138093002
640,14,3500,0.05,48628.10871703856
641,14,4750,0.1,48725.10243854122
642,7,1250,0.15,49071.870684625035
643,10,1250,0.0,49179.254600045286
644,11,2500,0.05,49294.54176879586
645,14,3750,0.05,49380.367438622576
646,14,5500,0.05,49400.500088934175
647,9,1750,0.15,49469.73119808822
648,11,2500,0.2,49941.94611933807
649,15,2500,0.0,50156.19151161369
650,13,4000,0.25,50238.62608626721
651,14,4250,0.1,50366.90724426587
652,7,500,0.05,50604.83346973005
653,14,5500,0.25,51003.16133021631
654,15,5500,0.1,51020.91892174839
655,11,3000,0.15,51158.874960305235
656,11,2750,0.2,51518.04052012775
657,11,1500,0.0,52032.99297874361
658,13,4750,0.05,52035.862946913134
659,7,1000,0.15,52211.26407580386
660,10,2000,0.3,52347.49912317461
661,15,5000,0.1,52367.25440846532
662,13,4250,0.2,52524.352298641075
663,15,6750,0.25,52603.71732069745
664,14,5250,0.05,53268.1160920787
665,7,1250,0.2,53292.68593516299
666,9,1500,0.25,53380.20533476691
667,12,2500,0.05,53648.35056336354
668,15,3750,0.05,53962.64007331795
669,13,4000,0.2,53968.76688821307
670,10,1750,0.25,54155.71645783889
671,12,3000,0.25,54234.04847441021
672,14,5000,0.15,54275.311752143585
673,9,1750,0.25,54471.66946546936
674,9,1750,0.1,54514.38287100409
675,8,1250,0.25,54814.85078581816
676,13,3000,0.15,54997.550910266305
677,11,2750,0.25,55042.82986397652
678,13,1750,0.0,55388.92915709318
679,15,6500,0.3,55437.06389373069
680,14,2000,0.0,55570.27139857534
681,5,500,0.3,55630.27694902542
682,3,250,0.2,55673.6144075579
683,4,500,0.2,55759.953937931714
684,12,5000,0.3,56158.26563615557
685,14,5250,0.3,56482.81744855042
686,11,2250,0.2,56577.050871488595
687,11,4000,0.3,56756.66762007272
688,11,3500,0.3,56836.0602828634
689,8,1250,0.05,56926.654675801445
690,12,3000,0.1,56949.631558906774
691,15,5000,0.2,57013.11800230253
692,13,3750,0.1,57375.51281461186
693,9,1500,0.1,57381.30965000123
694,15,5750,0.25,57632.777516753704
695,10,2750,0.3,58044.200928518425
696,10,2500,0.25,58108.4098378736
697,15,2750,0.0,58152.22688532072
698,12,1750,0.0,58154.092461559696
699,14,4500,0.05,58157.73595568628
700,13,3750,0.15,58260.89556075677
701,12,3000,0.2,58375.52180270848
702,15,6000,0.2,58526.07664478384
703,14,3750,0.1,58547.98972781424
704,13,3750,0.2,58674.18067855415
705,14,4750,0.2,58856.89711861676
706,11,3000,0.05,58895.85282989664
707,6,1000,0.2,59011.877533611754
708,13,5750,0.15,59066.08691616433
709,15,6000,0.3,59108.49290949625
710,10,3500,0.3,59199.75493248509
711,15,6750,0.3,59292.1384633517
712,11,2500,0.25,59389.33887202287
713,14,3500,0.1,59562.41086221073
714,12,5000,0.1,59611.26579771352
715,15,7000,0.2,59890.11055679484
716,7,2000,0.3,59982.02014421446
717,14,8000,0.3,60039.20394586841
718,10,2250,0.05,60304.36597380386
719,14,6750,0.3,60673.526227985
720,8,1000,0.05,60706.93355566757
721,10,2000,0.1,60741.48594824789
722,9,1000,0.0,60781.31657684478
723,14,5000,0.25,60979.20197236317
724,3,250,0.3,61237.53880102767
725,10,2000,0.05,61570.251617143105
726,14,7500,0.25,61819.55841594761
727,6,750,0.25,61866.541060959724
728,10,1500,0.0,61962.68398888175
729,12,3250,0.25,61963.27449451443
730,15,5750,0.2,62019.58975742042
731,14,5750,0.05,62051.9229683191
732,14,4250,0.2,62099.39051362616
733,15,7000,0.25,62198.64349868292
734,13,5750,0.2,62209.583030262394
735,12,3250,0.2,62231.29791519532
736,7,1000,0.1,62435.94328565184
737,13,3750,0.3,62482.0208738576
738,15,7000,0.05,62493.42519808002
739,14,5500,0.2,62498.00515784568
740,9,3500,0.25,62544.95699208082
741,12,2000,0.1,62568.302277962706
742,15,7250,0.15,62665.85015356676
743,15,4250,0.05,63093.32693628414
744,15,4500,0.1,63673.5336006882
