TIMESTAMP,LAUNCHCOIN_OPEN_PRICE_USD,LAUNCHCOIN_HIGH_PRICE_USD,LAUNCHCOIN_LOW_PRICE_USD,LAUNCHCOIN_CLOSE_PRICE_USD,LAUNCHCOIN_VOLUME_USD,LAUNCHCOIN_DIVIDENDS_USD,LAUNCHCOIN_STOCK_SPLITS_USD
2025-05-09 00:00:00+00:00,0.0029120000544935465,0.008067999966442585,0.0025210001040250063,0.006016000173985958,2274243,0.0,0.0
2025-05-10 00:00:00+00:00,0.0058479998260736465,0.0098860003054142,0.00471699982881546,0.00804699957370758,1622505,0.0,0.0
2025-05-11 00:00:00+00:00,0.00804699957370758,0.02215299941599369,0.00672899978235364,0.012641999870538712,6861442,0.0,0.0
2025-05-12 00:00:00+00:00,0.012641999870538712,0.056995999068021774,0.012628999538719654,0.05634000152349472,18852299,0.0,0.0
2025-05-13 00:00:00+00:00,0.055736999958753586,0.2075210064649582,0.04361699894070625,0.1507119983434677,172140704,0.0,0.0
2025-05-14 00:00:00+00:00,0.14990200102329254,0.33329498767852783,0.14737600088119507,0.31365200877189636,220219244,0.0,0.0
2025-05-15 00:00:00+00:00,0.3117919862270355,0.36471500992774963,0.20354600250720978,0.21814100444316864,317323583,0.0,0.0
2025-05-16 00:00:00+00:00,0.21853099763393402,0.24400100111961365,0.15955300629138947,0.18782499432563782,200541374,0.0,0.0
2025-05-17 00:00:00+00:00,0.1883070021867752,0.22826099395751953,0.16552899777889252,0.2114579975605011,115370983,0.0,0.0
2025-05-18 00:00:00+00:00,0.2114589959383011,0.27394700050354004,0.20137999951839447,0.27054500579833984,120887565,0.0,0.0
2025-05-19 00:00:00+00:00,0.27051401138305664,0.2906610071659088,0.19043099880218506,0.22258999943733215,111757360,0.0,0.0
2025-05-20 00:00:00+00:00,0.22258999943733215,0.28018900752067566,0.2192700058221817,0.2692340016365051,104730094,0.0,0.0
2025-05-21 00:00:00+00:00,0.269212007522583,0.27072998881340027,0.1831659972667694,0.1907469928264618,153012984,0.0,0.0
2025-05-22 00:00:00+00:00,0.19073499739170074,0.20812900364398956,0.1646219938993454,0.1845169961452484,178050358,0.0,0.0
2025-05-23 00:00:00+00:00,0.18450599908828735,0.20822100341320038,0.1528729945421219,0.1657620072364807,125784651,0.0,0.0
2025-05-24 00:00:00+00:00,0.16576500236988068,0.1972610056400299,0.15869100391864777,0.18886999785900116,64845447,0.0,0.0
2025-05-25 00:00:00+00:00,0.1887730062007904,0.2043589949607849,0.17598199844360352,0.2043589949607849,38822096,0.0,0.0
2025-05-26 00:00:00+00:00,0.20434899628162384,0.23394200205802917,0.1872130036354065,0.22202900052070618,71504759,0.0,0.0
2025-05-27 00:00:00+00:00,0.22202900052070618,0.2220730036497116,0.16784599423408508,0.16865000128746033,92688121,0.0,0.0
2025-05-28 00:00:00+00:00,0.16865000128746033,0.18542799353599548,0.1553570032119751,0.16204899549484253,59783684,0.0,0.0
2025-05-29 00:00:00+00:00,0.16204500198364258,0.18376700580120087,0.14182500541210175,0.14245399832725525,57253562,0.0,0.0
2025-05-30 00:00:00+00:00,0.1425050050020218,0.14260199666023254,0.10735700279474258,0.11543100327253342,76316380,0.0,0.0
2025-05-31 00:00:00+00:00,0.11543100327253342,0.13071799278259277,0.11032500118017197,0.11856500059366226,35152284,0.0,0.0
2025-06-01 00:00:00+00:00,0.11856529116630554,0.12023746967315674,0.1084429919719696,0.11726344376802444,29625322,0.0,0.0
