,MSE,RMSE,MAE,MAPE,R2
0,0.001949278693829632,0.04415063639212499,0.0337761424,0.07138078091214774,0.4966221097305221
1,0.00024467913025916433,0.015642222676434583,0.012377520967741928,0.032179215360736604,0.4494082006416239
2,0.0005298940100775967,0.023019426797329177,0.01906668612903225,0.03621650404787503,0.8211416529952957
3,0.0011528115937316362,0.03395307929675358,0.023160695,0.04526594250960894,0.6683924192052653
4,0.00030312215715721304,0.017410403704601826,0.013681650322580648,0.02617573314185371,0.7439947907286304
5,0.0006434092402001903,0.025365512811693563,0.019572758333333332,0.039447584397376965,0.39731724691581194
6,0.00042144401119436454,0.020529101568124323,0.014837921612903225,0.037839010475228245,0.7518628601112683
7,0.0006522265774750743,0.025538727013597884,0.022256266129032268,0.06023796874926937,0.8304195104632048
8,0.00022329876276902492,0.014943184492236751,0.011710751785714282,0.03917847916201527,0.7602132431068962
9,0.0006152288088373002,0.02480380633768334,0.01719787838709678,0.05155592859013693,0.551344325851046
10,0.0004651307535376329,0.021566890214809203,0.01765035466666666,0.03847254037291519,0.7419923388373626
11,0.001032298318683997,0.03212939960042822,0.02631423516129033,0.07745555646564911,0.7202640421288142
Mean,0.0006860685048127355,0.024921032575484784,0.01930023840794931,0.04628377034873443,0.6610810617263118
