TIMESTAMP,PERRY25006_OPEN_PRICE_USD,PERRY25006_HIGH_PRICE_USD,PERRY25006_LOW_PRICE_USD,PERRY25006_CLOSE_PRICE_USD,PERRY25006_VOLUME_USD,PERRY25006_DIVIDENDS_USD,PERRY25006_STOCK_SPLITS_USD
2023-05-06 00:00:00+00:00,,,,0.0,5696032,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,23501202,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,13895569,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,6804845,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,4099597,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,611647,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,3214407,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,1746559,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,608489,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,671763,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,384652,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,219898,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,476998,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,105396,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,172837,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,82731,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,46999,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,28067,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,91470,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,31084,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,29132,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,57898,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,32699,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,12969,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,15902,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,12544,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,10220,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,12161,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,8964,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,7462,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,17525,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,19289,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,13774,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,2625,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,215660,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,56755,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,64642,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,5767,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,5938,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,142912,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,22775,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,18680,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,4928,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,3282,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,2646,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,4716,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,14402,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,6042,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,5568,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,8214,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,5222,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,5175,0.0,0.0
