TIMESTAMP,AGO30237_OPEN_PRICE_USD,AGO30237_HIGH_PRICE_USD,AGO30237_LOW_PRICE_USD,AGO30237_CLOSE_PRICE_USD,AGO30237_VOLUME_USD,AGO30237_DIVIDENDS_USD,AGO30237_STOCK_SPLITS_USD
2024-04-01 00:00:00+00:00,0.11320199817419052,0.1270959973335266,0.11270199716091156,0.11597999930381775,68460,0.0,0.0
2024-04-02 00:00:00+00:00,0.11597999930381775,0.1541450023651123,0.11152300238609314,0.13492999970912933,280227,0.0,0.0
2024-04-03 00:00:00+00:00,0.13492999970912933,0.1394689977169037,0.13225199282169342,0.13893799483776093,9396,0.0,0.0
2024-04-04 00:00:00+00:00,0.13893799483776093,0.14750200510025024,0.13749399781227112,0.13848499953746796,14809,0.0,0.0
2024-04-05 00:00:00+00:00,0.13848499953746796,0.13983400166034698,0.13402199745178223,0.1358949989080429,2977,0.0,0.0
2024-04-06 00:00:00+00:00,0.1358949989080429,0.14076900482177734,0.12507200241088867,0.13786600530147552,82446,0.0,0.0
2024-04-07 00:00:00+00:00,0.13786600530147552,0.14438199996948242,0.13734400272369385,0.13842199742794037,4694,0.0,0.0
2024-04-08 00:00:00+00:00,0.13842199742794037,0.14088700711727142,0.1370069980621338,0.1370069980621338,8087,0.0,0.0
2024-04-09 00:00:00+00:00,0.1370069980621338,0.1370069980621338,0.12802499532699585,0.1300330013036728,25156,0.0,0.0
2024-04-10 00:00:00+00:00,0.1300330013036728,0.13399100303649902,0.11548499763011932,0.1316159963607788,106307,0.0,0.0
2024-04-11 00:00:00+00:00,0.1316159963607788,0.13376100361347198,0.13010700047016144,0.13273100554943085,7377,0.0,0.0
2024-04-12 00:00:00+00:00,0.13273100554943085,0.13732799887657166,0.12691299617290497,0.12866699695587158,3714,0.0,0.0
2024-04-13 00:00:00+00:00,0.12866699695587158,0.1288750022649765,0.11372900009155273,0.12196700274944305,9729,0.0,0.0
2024-04-14 00:00:00+00:00,0.12196700274944305,0.12300799787044525,0.11874300241470337,0.12300799787044525,890,0.0,0.0
