TIMESTAMP,BTC_EXCHANGE_TRADE_VOLUME_USD,BTC_MARKET_PRICE_USD,BTC_MARKET_CAP_USD,BTC_TOTAL_CIRCULATING_COINS
2009-01-03,0.0,0.0,0.0,100.0
2009-01-04,0.0,0.0,,
2009-01-05,0.0,0.0,,
2009-01-06,0.0,0.0,,
2009-01-07,0.0,0.0,,
2009-01-08,0.0,0.0,,
2009-01-09,0.0,0.0,0.0,800.0
2009-01-10,0.0,0.0,0.0,3800.0
2009-01-11,0.0,0.0,0.0,8450.0
2009-01-12,0.0,0.0,0.0,13150.0
2009-01-13,0.0,0.0,0.0,19300.0
2009-01-14,0.0,0.0,0.0,25750.0
2009-01-15,0.0,0.0,0.0,32050.0
2009-01-16,0.0,0.0,0.0,37450.0
2009-01-17,0.0,0.0,0.0,42900.0
2009-01-18,0.0,0.0,0.0,48250.0
2009-01-19,0.0,0.0,0.0,54000.0
2009-01-20,0.0,0.0,0.0,59700.0
2009-01-21,0.0,0.0,0.0,64850.0
2009-01-22,0.0,0.0,0.0,69350.0
2009-01-23,0.0,0.0,0.0,73550.0
2009-01-24,0.0,0.0,0.0,83600.0
2009-01-25,0.0,0.0,0.0,93150.0
2009-01-26,0.0,0.0,0.0,97950.0
2009-01-27,0.0,0.0,0.0,102800.0
2009-01-28,0.0,0.0,0.0,108400.0
2009-01-29,0.0,0.0,0.0,114450.0
2009-01-30,0.0,0.0,0.0,120300.0
2009-01-31,0.0,0.0,0.0,127200.0
2009-02-01,0.0,0.0,0.0,132850.0
2009-02-02,0.0,0.0,0.0,139250.0
2009-02-03,0.0,0.0,0.0,146200.0
2009-02-04,0.0,0.0,0.0,152150.0
2009-02-05,0.0,0.0,0.0,158450.0
2009-02-06,0.0,0.0,0.0,164550.0
2009-02-07,0.0,0.0,0.0,171000.0
2009-02-08,0.0,0.0,0.0,177600.0
2009-02-09,0.0,0.0,0.0,184300.0
2009-02-10,0.0,0.0,0.0,190300.0
2009-02-11,0.0,0.0,0.0,196950.0
2009-02-12,0.0,0.0,0.0,202900.0
2009-02-13,0.0,0.0,0.0,209100.0
2009-02-14,0.0,0.0,0.0,215900.0
2009-02-15,0.0,0.0,0.0,222300.0
2009-02-16,0.0,0.0,0.0,228400.0
2009-02-17,0.0,0.0,0.0,234250.0
2009-02-18,0.0,0.0,0.0,240150.0
2009-02-19,0.0,0.0,0.0,246350.0
2009-02-20,0.0,0.0,0.0,252450.0
2009-02-21,0.0,0.0,0.0,258150.0
2009-02-22,0.0,0.0,0.0,264200.0
2009-02-23,0.0,0.0,0.0,269600.0
2009-02-24,0.0,0.0,0.0,274900.0
2009-02-25,0.0,0.0,0.0,280150.0
2009-02-26,0.0,0.0,0.0,285500.0
2009-02-27,0.0,0.0,0.0,291250.0
2009-02-28,0.0,0.0,0.0,296200.0
2009-03-01,0.0,0.0,0.0,301450.0
2009-03-02,0.0,0.0,0.0,306850.0
2009-03-03,0.0,0.0,0.0,312100.0
2009-03-04,0.0,0.0,0.0,317300.0
2009-03-05,0.0,0.0,0.0,322900.0
2009-03-06,0.0,0.0,0.0,328750.0
2009-03-07,0.0,0.0,0.0,334200.0
2009-03-08,0.0,0.0,0.0,339950.0
2009-03-09,0.0,0.0,0.0,345350.0
2009-03-10,0.0,0.0,0.0,350700.0
2009-03-11,0.0,0.0,0.0,356400.0
2009-03-12,0.0,0.0,0.0,362300.0
2009-03-13,0.0,0.0,0.0,367950.0
2009-03-14,0.0,0.0,0.0,373450.0
2009-03-15,0.0,0.0,0.0,379600.0
2009-03-16,0.0,0.0,0.0,385650.0
2009-03-17,0.0,0.0,0.0,391350.0
2009-03-18,0.0,0.0,0.0,397050.0
2009-03-19,0.0,0.0,0.0,403150.0
2009-03-20,0.0,0.0,0.0,409050.0
2009-03-21,0.0,0.0,0.0,411600.0
2009-03-22,0.0,0.0,0.0,417500.0
2009-03-23,0.0,0.0,0.0,424000.0
2009-03-24,0.0,0.0,0.0,429250.0
2009-03-25,0.0,0.0,0.0,435100.0
2009-03-26,0.0,0.0,0.0,440950.0
2009-03-27,0.0,0.0,0.0,446250.0
2009-03-28,0.0,0.0,0.0,452200.0
2009-03-29,0.0,0.0,0.0,458000.0
2009-03-30,0.0,0.0,0.0,464000.0
2009-03-31,0.0,0.0,0.0,469500.0
2009-04-01,0.0,0.0,0.0,475200.0
2009-04-02,0.0,0.0,0.0,480950.0
2009-04-03,0.0,0.0,0.0,486750.0
2009-04-04,0.0,0.0,0.0,492400.0
2009-04-05,0.0,0.0,0.0,498900.0
2009-04-06,0.0,0.0,0.0,504350.0
2009-04-07,0.0,0.0,0.0,509350.0
2009-04-08,0.0,0.0,0.0,514600.0
2009-04-09,0.0,0.0,0.0,519550.0
2009-04-10,0.0,0.0,0.0,524950.0
2009-04-11,0.0,0.0,0.0,530950.0
2009-04-12,0.0,0.0,0.0,536850.0
2009-04-13,0.0,0.0,0.0,542600.0
2009-04-14,0.0,0.0,0.0,548800.0
2009-04-15,0.0,0.0,0.0,554450.0
2009-04-16,0.0,0.0,0.0,560600.0
2009-04-17,0.0,0.0,0.0,566200.0
2009-04-18,0.0,0.0,0.0,572500.0
2009-04-19,0.0,0.0,0.0,578450.0
2009-04-20,0.0,0.0,0.0,584400.0
2009-04-21,0.0,0.0,0.0,590550.0
2009-04-22,0.0,0.0,0.0,596600.0
2009-04-23,0.0,0.0,0.0,600350.0
2009-04-24,0.0,0.0,0.0,606100.0
2009-04-25,0.0,0.0,0.0,612000.0
2009-04-26,0.0,0.0,0.0,617600.0
2009-04-27,0.0,0.0,0.0,622800.0
2009-04-28,0.0,0.0,0.0,628650.0
2009-04-29,0.0,0.0,0.0,635050.0
2009-04-30,0.0,0.0,0.0,641600.0
2009-05-01,0.0,0.0,0.0,647650.0
2009-05-02,0.0,0.0,0.0,653950.0
2009-05-03,0.0,0.0,0.0,659250.0
2009-05-04,0.0,0.0,0.0,665650.0
2009-05-05,0.0,0.0,0.0,672400.0
2009-05-06,0.0,0.0,0.0,679150.0
2009-05-07,0.0,0.0,0.0,685250.0
2009-05-08,0.0,0.0,0.0,690650.0
2009-05-09,0.0,0.0,0.0,694500.0
2009-05-10,0.0,0.0,0.0,698750.0
2009-05-11,0.0,0.0,0.0,704750.0
2009-05-12,0.0,0.0,0.0,711250.0
2009-05-13,0.0,0.0,0.0,716800.0
2009-05-14,0.0,0.0,0.0,723750.0
2009-05-15,0.0,0.0,0.0,730550.0
2009-05-16,0.0,0.0,0.0,736500.0
2009-05-17,0.0,0.0,0.0,742850.0
2009-05-18,0.0,0.0,0.0,748750.0
2009-05-19,0.0,0.0,0.0,753050.0
2009-05-20,0.0,0.0,0.0,759050.0
2009-05-21,0.0,0.0,0.0,763150.0
2009-05-22,0.0,0.0,0.0,766250.0
2009-05-23,0.0,0.0,0.0,767800.0
2009-05-24,0.0,0.0,0.0,772800.0
2009-05-25,0.0,0.0,0.0,778250.0
2009-05-26,0.0,0.0,0.0,784500.0
2009-05-27,0.0,0.0,0.0,790450.0
2009-05-28,0.0,0.0,0.0,795200.0
2009-05-29,0.0,0.0,0.0,800500.0
2009-05-30,0.0,0.0,0.0,805950.0
2009-05-31,0.0,0.0,0.0,810800.0
2009-06-01,0.0,0.0,0.0,814350.0
2009-06-02,0.0,0.0,0.0,819850.0
2009-06-03,0.0,0.0,0.0,823450.0
2009-06-04,0.0,0.0,0.0,826700.0
2009-06-05,0.0,0.0,0.0,828250.0
2009-06-06,0.0,0.0,0.0,829600.0
2009-06-07,0.0,0.0,0.0,830400.0
2009-06-08,0.0,0.0,0.0,834500.0
2009-06-09,0.0,0.0,0.0,839050.0
2009-06-10,0.0,0.0,0.0,843150.0
2009-06-11,0.0,0.0,0.0,847600.0
2009-06-12,0.0,0.0,0.0,851900.0
2009-06-13,0.0,0.0,0.0,855800.0
2009-06-14,0.0,0.0,0.0,859400.0
2009-06-15,0.0,0.0,0.0,863600.0
2009-06-16,0.0,0.0,0.0,867150.0
2009-06-17,0.0,0.0,0.0,871100.0
2009-06-18,0.0,0.0,0.0,875100.0
2009-06-19,0.0,0.0,0.0,879450.0
2009-06-20,0.0,0.0,0.0,883350.0
2009-06-21,0.0,0.0,0.0,887400.0
2009-06-22,0.0,0.0,0.0,891200.0
2009-06-23,0.0,0.0,0.0,895000.0
2009-06-24,0.0,0.0,0.0,899750.0
2009-06-25,0.0,0.0,0.0,903150.0
2009-06-26,0.0,0.0,0.0,907650.0
2009-06-27,0.0,0.0,0.0,911850.0
2009-06-28,0.0,0.0,0.0,914150.0
2009-06-29,0.0,0.0,0.0,918300.0
2009-06-30,0.0,0.0,0.0,922550.0
2009-07-01,0.0,0.0,0.0,926250.0
2009-07-02,0.0,0.0,0.0,930400.0
2009-07-03,0.0,0.0,0.0,934500.0
2009-07-04,0.0,0.0,0.0,938950.0
2009-07-05,0.0,0.0,0.0,942900.0
2009-07-06,0.0,0.0,0.0,947100.0
2009-07-07,0.0,0.0,0.0,950550.0
2009-07-08,0.0,0.0,0.0,954250.0
2009-07-09,0.0,0.0,0.0,958550.0
2009-07-10,0.0,0.0,0.0,962600.0
2009-07-11,0.0,0.0,0.0,966750.0
2009-07-12,0.0,0.0,0.0,970600.0
2009-07-13,0.0,0.0,0.0,974500.0
2009-07-14,0.0,0.0,0.0,977950.0
2009-07-15,0.0,0.0,0.0,980200.0
2009-07-16,0.0,0.0,0.0,983750.0
2009-07-17,0.0,0.0,0.0,986150.0
2009-07-18,0.0,0.0,0.0,986350.0
2009-07-19,0.0,0.0,0.0,989800.0
2009-07-20,0.0,0.0,0.0,993300.0
2009-07-21,0.0,0.0,0.0,997400.0
2009-07-22,0.0,0.0,0.0,1000450.0
2009-07-23,0.0,0.0,0.0,1004200.0
2009-07-24,0.0,0.0,0.0,1007850.0
2009-07-25,0.0,0.0,0.0,1009500.0
2009-07-26,0.0,0.0,0.0,1010500.0
2009-07-27,0.0,0.0,0.0,1014200.0
2009-07-28,0.0,0.0,0.0,1016250.0
2009-07-29,0.0,0.0,0.0,1017250.0
2009-07-30,0.0,0.0,0.0,1017950.0
2009-07-31,0.0,0.0,0.0,1018800.0
2009-08-01,0.0,0.0,0.0,1020200.0
2009-08-02,0.0,0.0,0.0,1021350.0
2009-08-03,0.0,0.0,0.0,1021950.0
2009-08-04,0.0,0.0,0.0,1026000.0
2009-08-05,0.0,0.0,0.0,1030350.0
2009-08-06,0.0,0.0,0.0,1034850.0
2009-08-07,0.0,0.0,0.0,1038850.0
2009-08-08,0.0,0.0,0.0,1042850.0
2009-08-09,0.0,0.0,0.0,1047900.0
2009-08-10,0.0,0.0,0.0,1051650.0
2009-08-11,0.0,0.0,0.0,1055150.0
2009-08-12,0.0,0.0,0.0,1058300.0
2009-08-13,0.0,0.0,0.0,1062550.0
2009-08-14,0.0,0.0,0.0,1065700.0
2009-08-15,0.0,0.0,0.0,1067000.0
2009-08-16,0.0,0.0,0.0,1068000.0
2009-08-17,0.0,0.0,0.0,1068850.0
2009-08-18,0.0,0.0,0.0,1069300.0
2009-08-19,0.0,0.0,0.0,1070200.0
2009-08-20,0.0,0.0,0.0,1071350.0
2009-08-21,0.0,0.0,0.0,1072000.0
2009-08-22,0.0,0.0,0.0,1072350.0
2009-08-23,0.0,0.0,0.0,1073100.0
2009-08-24,0.0,0.0,0.0,1073850.0
2009-08-25,0.0,0.0,0.0,1076400.0
2009-08-26,0.0,0.0,0.0,1078750.0
2009-08-27,0.0,0.0,0.0,1080200.0
2009-08-28,0.0,0.0,0.0,1083950.0
2009-08-29,0.0,0.0,0.0,1087850.0
2009-08-30,0.0,0.0,0.0,1092700.0
2009-08-31,0.0,0.0,0.0,1097000.0
2009-09-01,0.0,0.0,0.0,1100950.0
2009-09-02,0.0,0.0,0.0,1104200.0
2009-09-03,0.0,0.0,0.0,1107250.0
2009-09-04,0.0,0.0,0.0,1110450.0
2009-09-05,0.0,0.0,0.0,1114250.0
2009-09-06,0.0,0.0,0.0,1117650.0
2009-09-07,0.0,0.0,0.0,1121550.0
2009-09-08,0.0,0.0,0.0,1125000.0
2009-09-09,0.0,0.0,0.0,1127700.0
2009-09-10,0.0,0.0,0.0,1131050.0
2009-09-11,0.0,0.0,0.0,1134400.0
2009-09-12,0.0,0.0,0.0,1137850.0
2009-09-13,0.0,0.0,0.0,1141600.0
