TIMESTAMP,SWP_OPEN_PRICE_USD,SWP_HIGH_PRICE_USD,SWP_LOW_PRICE_USD,SWP_CLOSE_PRICE_USD,SWP_VOLUME_USD,SWP_DIVIDENDS_USD,SWP_STOCK_SPLITS_USD
2021-09-01 00:00:00+00:00,1.8948040008544922,1.903730034828186,1.8802679777145386,1.894008994102478,5283366,0.0,0.0
2021-09-02 00:00:00+00:00,1.893928050994873,2.8237709999084473,1.8938909769058228,2.621342897415161,6181201,0.0,0.0
2021-09-03 00:00:00+00:00,2.62099289894104,2.676187038421631,2.013598918914795,2.2634530067443848,5621404,0.0,0.0
2021-09-04 00:00:00+00:00,2.263366937637329,2.687544107437134,2.169938087463379,2.347764015197754,5407304,0.0,0.0
2021-09-05 00:00:00+00:00,2.348114013671875,2.5852088928222656,2.2919108867645264,2.5147249698638916,10682839,0.0,0.0
2021-09-06 00:00:00+00:00,2.514612913131714,2.641244888305664,2.246211051940918,2.468022108078003,3614225,0.0,0.0
2021-09-07 00:00:00+00:00,2.4681038856506348,2.654284954071045,2.1379408836364746,2.1877739429473877,6108819,0.0,0.0
2021-09-08 00:00:00+00:00,2.187380075454712,2.2914929389953613,2.0404880046844482,2.162611961364746,552172,0.0,0.0
2021-09-09 00:00:00+00:00,2.1869559288024902,2.3431429862976074,1.8911819458007812,2.018125057220459,6477811,0.0,0.0
2021-09-10 00:00:00+00:00,2.018109083175659,2.1547329425811768,1.9555150270462036,2.1489429473876953,2766831,0.0,0.0
2021-09-11 00:00:00+00:00,2.149075984954834,2.4747660160064697,2.082179069519043,2.318284034729004,620844,0.0,0.0
2021-09-12 00:00:00+00:00,2.3180930614471436,2.356782913208008,2.2838120460510254,2.3334009647369385,172008,0.0,0.0
2021-09-13 00:00:00+00:00,2.3335518836975098,2.3469059467315674,2.004725933074951,2.056432008743286,5471471,0.0,0.0
2021-09-14 00:00:00+00:00,2.056191921234131,2.1106410026550293,2.030519962310791,2.0754239559173584,183539,0.0,0.0
2021-09-15 00:00:00+00:00,2.0752670764923096,2.093203067779541,2.0326759815216064,2.061552047729492,196742,0.0,0.0
2021-09-16 00:00:00+00:00,2.0618209838867188,2.147480010986328,2.0387730598449707,2.138711929321289,188815,0.0,0.0
2021-09-17 00:00:00+00:00,2.1389479637145996,2.270505905151367,2.077946901321411,2.230146884918213,225449,0.0,0.0
2021-09-18 00:00:00+00:00,2.230220079421997,2.2575418949127197,2.1118390560150146,2.1927080154418945,234795,0.0,0.0
2021-09-19 00:00:00+00:00,2.1926350593566895,2.3134799003601074,2.120311975479126,2.300112009048462,207008,0.0,0.0
2021-09-20 00:00:00+00:00,2.300370931625366,2.322273015975952,2.0336110591888428,2.1664841175079346,229975,0.0,0.0
2021-09-21 00:00:00+00:00,2.166188955307007,2.187264919281006,1.6793299913406372,1.6793869733810425,162750,0.0,0.0
2021-09-22 00:00:00+00:00,1.679332971572876,2.5106770992279053,1.6484719514846802,2.4255950450897217,10098519,0.0,0.0
2021-09-23 00:00:00+00:00,2.4256370067596436,2.454543113708496,1.8573399782180786,1.9928120374679565,6863042,0.0,0.0
