TIMESTAMP,SOLETF_OPEN_PRICE_USD,SOLETF_HIGH_PRICE_USD,SOLETF_LOW_PRICE_USD,SOLETF_CLOSE_PRICE_USD,SOLETF_VOLUME_USD,SOLETF_DIVIDENDS_USD,SOLETF_STOCK_SPLITS_USD
2024-06-28 00:00:00+00:00,,,,0.0,165957,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,94565,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,167730,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,117250,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,49978,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,15223,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,33482,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,40235,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,26601,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,11724,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,13840,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,7812,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,6398,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,4434,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,1395,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,13957,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,856,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,2858,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,12970,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,878,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,1625,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,3872,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,1850,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,3014,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,1846,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,1278,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,322,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,207,0.0,0.0
