TIMESTAMP,VRT_OPEN_PRICE_USD,VRT_HIGH_PRICE_USD,VRT_LOW_PRICE_USD,VRT_CLOSE_PRICE_USD,VRT_VOLUME_USD,VRT_DIVIDENDS_USD,VRT_STOCK_SPLITS_USD
2021-05-25 00:00:00+00:00,0.007720000110566616,0.008073000237345695,0.004422000143676996,0.005783999804407358,4245090,0.0,0.0
2021-05-26 00:00:00+00:00,0.005787999834865332,0.009379000402987003,0.005572999827563763,0.0071680000983178616,4724134,0.0,0.0
2021-05-27 00:00:00+00:00,0.007162000052630901,0.0163199994713068,0.006604999769479036,0.009372999891638756,15355684,0.0,0.0
2021-05-28 00:00:00+00:00,0.009390000253915787,0.009399999864399433,0.005948000121861696,0.006378000136464834,21743392,0.0,0.0
2021-05-29 00:00:00+00:00,0.006376999896019697,0.006645000074058771,0.004538999870419502,0.005307000130414963,10011556,0.0,0.0
2021-05-30 00:00:00+00:00,0.005305000115185976,0.008972999639809132,0.004856000188738108,0.0069989999756217,12113136,0.0,0.0
2021-05-31 00:00:00+00:00,0.0069690002128481865,0.00749799981713295,0.005559000186622143,0.006705999840050936,13030880,0.0,0.0
2021-06-01 00:00:00+00:00,0.006705999840050936,0.007209999952465296,0.005710000172257423,0.0060709998942911625,7648994,0.0,0.0
2021-06-02 00:00:00+00:00,0.0060720001347362995,0.006434999871999025,0.005570000037550926,0.005888000130653381,5433069,0.0,0.0
2021-06-03 00:00:00+00:00,0.005894999951124191,0.00686099985614419,0.005799999926239252,0.00646300008520484,4363998,0.0,0.0
2021-06-04 00:00:00+00:00,0.006453999783843756,0.006453999783843756,0.005506000015884638,0.005805000197142363,3488580,0.0,0.0
2021-06-05 00:00:00+00:00,0.005805000197142363,0.006206999998539686,0.005125000141561031,0.005547000095248222,3102455,0.0,0.0
2021-06-06 00:00:00+00:00,0.005545999854803085,0.006136999931186438,0.005437000188976526,0.006012000143527985,2859311,0.0,0.0
2021-06-07 00:00:00+00:00,0.006012000143527985,0.0063299997709691525,0.005162999965250492,0.005166000220924616,2306534,0.0,0.0
2021-06-08 00:00:00+00:00,0.005164000205695629,0.005371000152081251,0.004005999770015478,0.004879999905824661,3672229,0.0,0.0
2021-06-09 00:00:00+00:00,0.004881000146269798,0.005007999949157238,0.0043680001981556416,0.004705000203102827,3718360,0.0,0.0
2021-06-10 00:00:00+00:00,0.004693000111728907,0.0049390001222491264,0.00392899988219142,0.004112000111490488,2769787,0.0,0.0
2021-06-11 00:00:00+00:00,0.004112999886274338,0.004360000137239695,0.003628999926149845,0.0037950000260025263,2465156,0.0,0.0
2021-06-12 00:00:00+00:00,0.0037960000336170197,0.0038300000596791506,0.002933999989181757,0.003114999970421195,2527885,0.0,0.0
