TIMESTAMP,KAPPA_OPEN_PRICE_USD,KAPPA_HIGH_PRICE_USD,KAPPA_LOW_PRICE_USD,KAPPA_CLOSE_PRICE_USD,KAPPA_VOLUME_USD,KAPPA_DIVIDENDS_USD,KAPPA_STOCK_SPLITS_USD
2025-03-17 00:00:00+00:00,0.00044299999717622995,0.0004729999927803874,0.00044299999717622995,0.0004689999914262444,101,0.0,0.0
2025-03-18 00:00:00+00:00,0.0004689999914262444,0.0004689999914262444,0.0004180000105407089,0.0004250000056345016,91,0.0,0.0
2025-03-19 00:00:00+00:00,0.0004250000056345016,0.0004659999976865947,0.0004239999980200082,0.0004659999976865947,101,0.0,0.0
2025-03-20 00:00:00+00:00,0.0004659999976865947,0.0004659999976865947,0.00043399998685345054,0.000450999999884516,96,0.0,0.0
2025-03-21 00:00:00+00:00,0.000450999999884516,0.0005159999709576368,0.00044299999717622995,0.0005130000063218176,464,0.0,0.0
2025-03-22 00:00:00+00:00,0.0005130000063218176,0.0005179999861866236,0.0004780000017490238,0.00048099999548867345,75,0.0,0.0
2025-03-23 00:00:00+00:00,0.00048099999548867345,0.00048099999548867345,0.0002849999873433262,0.0002899999963119626,1207,0.0,0.0
2025-03-24 00:00:00+00:00,0.0002899999963119626,0.00033999999868683517,0.0002899999963119626,0.00033099998836405575,53,0.0,0.0
2025-03-25 00:00:00+00:00,0.00033099998836405575,0.00033099998836405575,0.0003009999927598983,0.0003009999927598983,234,0.0,0.0
2025-03-26 00:00:00+00:00,0.0003009999927598983,0.0003020000003743917,0.0002739999908953905,0.00027600000612437725,39,0.0,0.0
2025-03-27 00:00:00+00:00,0.00027600000612437725,0.0002809999859891832,0.00027099999715574086,0.00027600000612437725,23,0.0,0.0
2025-03-28 00:00:00+00:00,0.00027600000612437725,0.0002859999949578196,0.00027200000477023423,0.00027200000477023423,19,0.0,0.0
2025-03-29 00:00:00+00:00,0.00027200000477023423,0.00027200000477023423,0.00024300000222865492,0.00024399999529123306,17,0.0,0.0
2025-03-30 00:00:00+00:00,0.00024399999529123306,0.0002460000105202198,0.00023999999393709004,0.00024199999461416155,16,0.0,0.0
2025-03-31 00:00:00+00:00,0.00024199999461416155,0.0002479999966453761,0.0002390000008745119,0.00024199999461416155,24,0.0,0.0
2025-04-01 00:00:00+00:00,0.00024199999461416155,0.0002530000056140125,0.0002410000015515834,0.0002460000105202198,18,0.0,0.0
2025-04-02 00:00:00+00:00,0.0002460000105202198,0.00026500000967644155,0.00022899999748915434,0.00022899999748915434,20,0.0,0.0
2025-04-03 00:00:00+00:00,0.00022899999748915434,0.00023499999952036887,0.00021899999410379678,0.0002280000044265762,18,0.0,0.0
2025-04-04 00:00:00+00:00,0.0002280000044265762,0.00023999999393709004,0.0002229999954579398,0.0002390000008745119,20,0.0,0.0
2025-04-05 00:00:00+00:00,0.0002390000008745119,0.0002390000008745119,0.0002280000044265762,0.00023499999952036887,107,0.0,0.0
2025-04-06 00:00:00+00:00,0.00023499999952036887,0.00023600000713486224,0.00020300000323913991,0.00020599999697878957,16,0.0,0.0
2025-04-07 00:00:00+00:00,0.00020599999697878957,0.00021899999410379678,0.0001880000054370612,0.00020799999765586108,25,0.0,0.0
2025-04-08 00:00:00+00:00,0.00020799999765586108,0.00021899999410379678,0.0002010000025620684,0.00020599999697878957,22,0.0,0.0
2025-04-09 00:00:00+00:00,0.00020599999697878957,0.00023499999952036887,0.00019700000120792538,0.00023200000578071922,21,0.0,0.0
2025-04-10 00:00:00+00:00,0.00023200000578071922,0.00023499999952036887,0.00021100000594742596,0.00022000000171829015,17,0.0,0.0
2025-04-11 00:00:00+00:00,0.00022000000171829015,0.0002390000008745119,0.00021899999410379678,0.00023700000019744039,18,0.0,0.0
2025-04-12 00:00:00+00:00,0.00023700000019744039,0.0002610000083222985,0.00023299999884329736,0.0002579999854788184,20,0.0,0.0
