TIMESTAMP,FORM_OPEN_PRICE_USD,FORM_HIGH_PRICE_USD,FORM_LOW_PRICE_USD,FORM_CLOSE_PRICE_USD,FORM_VOLUME_USD,FORM_DIVIDENDS_USD,FORM_STOCK_SPLITS_USD
2021-06-19 00:00:00+00:00,0.22121399641036987,0.4618920087814331,0.21522699296474457,0.4274410009384155,20647709,0.0,0.0
2021-06-20 00:00:00+00:00,0.4241960048675537,0.426021009683609,0.26594001054763794,0.33654099702835083,14558738,0.0,0.0
2021-06-21 00:00:00+00:00,0.3364430069923401,0.34602999687194824,0.21796299517154694,0.21852999925613403,7479845,0.0,0.0
2021-06-22 00:00:00+00:00,0.21850700676441193,0.31615400314331055,0.20853200554847717,0.2901020050048828,8414307,0.0,0.0
2021-06-23 00:00:00+00:00,0.29206299781799316,0.30289000272750854,0.25113898515701294,0.2569260001182556,5861869,0.0,0.0
2021-06-24 00:00:00+00:00,0.25328099727630615,0.2532869875431061,0.2077620029449463,0.2077620029449463,3655118,0.0,0.0
2021-06-25 00:00:00+00:00,0.2077839970588684,0.20863500237464905,0.16962799429893494,0.19204199314117432,5357008,0.0,0.0
2021-06-26 00:00:00+00:00,0.1921830028295517,0.22233699262142181,0.19102799892425537,0.21378499269485474,3918590,0.0,0.0
2021-06-27 00:00:00+00:00,0.21387499570846558,0.216621994972229,0.2093620002269745,0.2143010050058365,2101167,0.0,0.0
2021-06-28 00:00:00+00:00,0.21432599425315857,0.289016991853714,0.21337799727916718,0.25844699144363403,4143295,0.0,0.0
2021-06-29 00:00:00+00:00,0.2584710121154785,0.28229400515556335,0.24669699370861053,0.27778100967407227,3811164,0.0,0.0
2021-06-30 00:00:00+00:00,0.2777259945869446,0.37445399165153503,0.2723329961299896,0.36750099062919617,8361751,0.0,0.0
2021-07-01 00:00:00+00:00,0.36724400520324707,0.3986319899559021,0.30588701367378235,0.3285849988460541,7396644,0.0,0.0
2021-07-02 00:00:00+00:00,0.3284139931201935,0.4409849941730499,0.3279449939727783,0.39867401123046875,8821088,0.0,0.0
