TIMESTAMP,VARA28067_OPEN_PRICE_USD,VARA28067_HIGH_PRICE_USD,VARA28067_LOW_PRICE_USD,VARA28067_CLOSE_PRICE_USD,VARA28067_VOLUME_USD,VARA28067_DIVIDENDS_USD,VARA28067_STOCK_SPLITS_USD
2023-09-21 00:00:00+00:00,0.17735999822616577,0.19499999284744263,0.15000000596046448,0.1754399985074997,2650870,0.0,0.0
2023-09-22 00:00:00+00:00,0.1754399985074997,0.1952899992465973,0.1584099978208542,0.163100004196167,1157203,0.0,0.0
2023-09-23 00:00:00+00:00,0.16329999268054962,0.16699999570846558,0.14982999861240387,0.154229998588562,422026,0.0,0.0
2023-09-24 00:00:00+00:00,0.154229998588562,0.1544100046157837,0.14305999875068665,0.14762000739574432,422178,0.0,0.0
2023-09-25 00:00:00+00:00,0.14632000029087067,0.1473200023174286,0.1246500015258789,0.1271200031042099,568582,0.0,0.0
2023-09-26 00:00:00+00:00,0.12703000009059906,0.15947000682353973,0.12300000339746475,0.14841000735759735,918259,0.0,0.0
2023-09-27 00:00:00+00:00,0.14839999377727509,0.17299999296665192,0.13447999954223633,0.13541999459266663,1015948,0.0,0.0
2023-09-28 00:00:00+00:00,0.13548000156879425,0.14869000017642975,0.13447999954223633,0.14217999577522278,541531,0.0,0.0
2023-09-29 00:00:00+00:00,0.14217999577522278,0.14260999858379364,0.12139999866485596,0.12851999700069427,487600,0.0,0.0
2023-09-30 00:00:00+00:00,0.1286800056695938,0.1302099972963333,0.12202999740839005,0.12538999319076538,336565,0.0,0.0
2023-10-01 00:00:00+00:00,0.12538999319076538,0.12769000232219696,0.12234999984502792,0.12436000257730484,145920,0.0,0.0
2023-10-02 00:00:00+00:00,0.12436000257730484,0.13009999692440033,0.12257000058889389,0.12409000098705292,197201,0.0,0.0
2023-10-03 00:00:00+00:00,0.12409000098705292,0.12415000051259995,0.11749999970197678,0.1180500015616417,143650,0.0,0.0
2023-10-04 00:00:00+00:00,0.11807999759912491,0.11896000057458878,0.10963000357151031,0.11158999800682068,185391,0.0,0.0
2023-10-05 00:00:00+00:00,0.11158999800682068,0.12679000198841095,0.10599999874830246,0.12026000022888184,467303,0.0,0.0
2023-10-06 00:00:00+00:00,0.12026000022888184,0.1207600012421608,0.10943000018596649,0.11316999793052673,172615,0.0,0.0
2023-10-07 00:00:00+00:00,0.11316999793052673,0.11316999793052673,0.10384000092744827,0.10454999655485153,149064,0.0,0.0
2023-10-08 00:00:00+00:00,0.10454999655485153,0.1062999963760376,0.10159000009298325,0.10566999763250351,103612,0.0,0.0
2023-10-09 00:00:00+00:00,0.10566999763250351,0.10598000138998032,0.0989999994635582,0.09912999719381332,91636,0.0,0.0
2023-10-10 00:00:00+00:00,0.09912999719381332,0.09962999820709229,0.09250999987125397,0.09290000051259995,130864,0.0,0.0
2023-10-11 00:00:00+00:00,0.09290000051259995,0.10426999628543854,0.09109999984502792,0.0957299992442131,182964,0.0,0.0
2023-10-12 00:00:00+00:00,0.0957299992442131,0.09651000052690506,0.08609999716281891,0.08752000331878662,154839,0.0,0.0
2023-10-13 00:00:00+00:00,0.08754999935626984,0.09657000005245209,0.08568999916315079,0.09515000134706497,295997,0.0,0.0
2023-10-14 00:00:00+00:00,0.09515000134706497,0.10740000009536743,0.09438999742269516,0.10051000118255615,462507,0.0,0.0
