TIMESTAMP,DYM_OPEN_PRICE_USD,DYM_HIGH_PRICE_USD,DYM_LOW_PRICE_USD,DYM_CLOSE_PRICE_USD,DYM_VOLUME_USD,DYM_DIVIDENDS_USD,DYM_STOCK_SPLITS_USD
2024-01-29 00:00:00+00:00,4.637423992156982,4.745369911193848,4.625651836395264,4.6731181144714355,72570,0.0,0.0
2024-01-30 00:00:00+00:00,4.6731181144714355,4.886099815368652,4.670681953430176,4.702417850494385,109023,0.0,0.0
2024-01-31 00:00:00+00:00,4.702417850494385,4.7646260261535645,4.5762619972229,4.62421989440918,83878,0.0,0.0
2024-02-01 00:00:00+00:00,4.62421989440918,4.799985885620117,4.505111217498779,4.699581146240234,100574,0.0,0.0
2024-02-02 00:00:00+00:00,4.699581146240234,4.719718933105469,4.632133960723877,4.683134078979492,63267,0.0,0.0
2024-02-03 00:00:00+00:00,4.683134078979492,4.817093849182129,4.5968170166015625,4.637549877166748,56598,0.0,0.0
2024-02-04 00:00:00+00:00,4.637549877166748,4.682887077331543,1.999519944190979,4.082747936248779,54338,0.0,0.0
2024-02-05 00:00:00+00:00,4.082747936248779,4.312880039215088,3.66854190826416,3.9958651065826416,0,0.0,0.0
2024-02-06 00:00:00+00:00,3.9958651065826416,6.146611213684082,3.9958651065826416,4.899463176727295,340964882,0.0,0.0
2024-02-07 00:00:00+00:00,4.916266918182373,6.3090667724609375,4.830824851989746,5.733137130737305,378658472,0.0,0.0
2024-02-08 00:00:00+00:00,5.731054782867432,8.305573463439941,5.714685916900635,7.243505001068115,564984163,0.0,0.0
2024-02-09 00:00:00+00:00,7.261742115020752,8.24914264678955,6.943850994110107,7.319685935974121,412900483,0.0,0.0
2024-02-10 00:00:00+00:00,7.315173149108887,7.705097198486328,7.09717321395874,7.467362880706787,164566610,0.0,0.0
2024-02-11 00:00:00+00:00,7.462828159332275,7.828595161437988,7.085934162139893,7.08936882019043,123502655,0.0,0.0
2024-02-12 00:00:00+00:00,7.093348979949951,7.427396774291992,6.875563144683838,7.146424770355225,116567143,0.0,0.0
2024-02-13 00:00:00+00:00,7.1447529792785645,7.492393970489502,6.975900173187256,7.032962799072266,112871440,0.0,0.0
2024-02-14 00:00:00+00:00,7.032041072845459,8.663982391357422,6.9745049476623535,8.264206886291504,245667308,0.0,0.0
2024-02-15 00:00:00+00:00,8.26766586303711,8.50701904296875,7.7256011962890625,7.800674915313721,154246042,0.0,0.0
