TIMESTAMP,CDOGE_OPEN_PRICE_USD,CDOGE_HIGH_PRICE_USD,CDOGE_LOW_PRICE_USD,CDOGE_CLOSE_PRICE_USD,CDOGE_VOLUME_USD,CDOGE_DIVIDENDS_USD,CDOGE_STOCK_SPLITS_USD
2024-02-09 00:00:00+00:00,7.599999662488699e-05,9.899999713525176e-05,7.599999662488699e-05,9.100000170292333e-05,238164,0.0,0.0
2024-02-10 00:00:00+00:00,9.100000170292333e-05,9.40000027185306e-05,7.400000322377309e-05,8.399999933317304e-05,138319,0.0,0.0
2024-02-11 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,7.400000322377309e-05,7.599999662488699e-05,64169,0.0,0.0
2024-02-12 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,7.000000186963007e-05,7.100000220816582e-05,34185,0.0,0.0
2024-02-13 00:00:00+00:00,7.100000220816582e-05,7.500000356230885e-05,7.000000186963007e-05,7.200000254670158e-05,32886,0.0,0.0
2024-02-14 00:00:00+00:00,7.200000254670158e-05,7.400000322377309e-05,5.500000042957254e-05,5.900000178371556e-05,78611,0.0,0.0
2024-02-15 00:00:00+00:00,5.900000178371556e-05,6.199999916134402e-05,5.199999941396527e-05,5.2999999752501026e-05,34463,0.0,0.0
2024-02-16 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,5.0999999075429514e-05,5.199999941396527e-05,6165,0.0,0.0
2024-02-17 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.999999873689376e-05,4.999999873689376e-05,9381,0.0,0.0
2024-02-18 00:00:00+00:00,4.999999873689376e-05,5.900000178371556e-05,4.999999873689376e-05,5.700000110664405e-05,27606,0.0,0.0
2024-02-19 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.500000042957254e-05,5.6000000768108293e-05,20339,0.0,0.0
2024-02-20 00:00:00+00:00,5.6000000768108293e-05,6.399999983841553e-05,5.6000000768108293e-05,6.399999983841553e-05,38613,0.0,0.0
2024-02-21 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,6.199999916134402e-05,6.900000153109431e-05,23379,0.0,0.0
2024-02-22 00:00:00+00:00,6.900000153109431e-05,7.599999662488699e-05,6.800000119255856e-05,7.500000356230885e-05,27377,0.0,0.0
2024-02-23 00:00:00+00:00,7.500000356230885e-05,0.00012700000661425292,7.500000356230885e-05,0.00011700000322889537,177785,0.0,0.0
2024-02-24 00:00:00+00:00,0.00011700000322889537,0.0001340000017080456,7.699999696342275e-05,8.800000068731606e-05,421916,0.0,0.0
2024-02-25 00:00:00+00:00,8.800000068731606e-05,9.200000204145908e-05,7.79999973019585e-05,8.199999865610152e-05,89107,0.0,0.0
2024-02-26 00:00:00+00:00,8.199999865610152e-05,0.00010299999848939478,7.699999696342275e-05,9.7999996796716e-05,215137,0.0,0.0
2024-02-27 00:00:00+00:00,9.7999996796716e-05,0.00010299999848939478,9.100000170292333e-05,9.999999747378752e-05,228040,0.0,0.0
2024-02-28 00:00:00+00:00,9.999999747378752e-05,0.00013699999544769526,9.500000305706635e-05,0.00013600000238511711,640106,0.0,0.0
2024-02-29 00:00:00+00:00,0.00013600000238511711,0.00013899999612476677,9.999999747378752e-05,0.00010599999950500205,506746,0.0,0.0
2024-03-01 00:00:00+00:00,0.00010599999950500205,0.0001250000059371814,0.00010399999882793054,0.00012399999832268804,449519,0.0,0.0
2024-03-02 00:00:00+00:00,0.00012399999832268804,0.00013499999477062374,9.000000136438757e-05,9.40000027185306e-05,442615,0.0,0.0
2024-03-03 00:00:00+00:00,9.40000027185306e-05,0.00013299999409355223,8.800000068731606e-05,0.00013000000035390258,559030,0.0,0.0
2024-03-04 00:00:00+00:00,0.00013000000035390258,0.00014200000441633165,0.00012099999730708078,0.0001289999927394092,249695,0.0,0.0
2024-03-05 00:00:00+00:00,0.0001289999927394092,0.0001289999927394092,9.000000136438757e-05,9.300000237999484e-05,317086,0.0,0.0
2024-03-06 00:00:00+00:00,9.300000237999484e-05,0.0001049999991664663,8.800000068731606e-05,9.000000136438757e-05,91014,0.0,0.0
2024-03-07 00:00:00+00:00,9.000000136438757e-05,9.300000237999484e-05,1.8000000636675395e-05,2.499999936844688e-05,430489,0.0,0.0
2024-03-08 00:00:00+00:00,2.499999936844688e-05,3.300000025774352e-05,1.9999999494757503e-05,2.2000000171829015e-05,181290,0.0,0.0
