TIMESTAMP,BYN_OPEN_PRICE_USD,BYN_HIGH_PRICE_USD,BYN_LOW_PRICE_USD,BYN_CLOSE_PRICE_USD,BYN_VOLUME_USD,BYN_DIVIDENDS_USD,BYN_STOCK_SPLITS_USD
2021-04-14 00:00:00+00:00,4.677069187164307,4.769076824188232,2.8817241191864014,3.0976109504699707,10783677,0.0,0.0
2021-04-15 00:00:00+00:00,3.0979700088500977,3.763921022415161,2.9619569778442383,3.0076029300689697,2196340,0.0,0.0
2021-04-16 00:00:00+00:00,3.0052568912506104,3.0975759029388428,2.0583550930023193,2.438231945037842,2335259,0.0,0.0
2021-04-17 00:00:00+00:00,2.4392969608306885,2.9772820472717285,2.11539888381958,2.5387589931488037,1046848,0.0,0.0
2021-04-18 00:00:00+00:00,2.536470890045166,2.555811882019043,1.8253209590911865,2.443449020385742,631482,0.0,0.0
2021-04-19 00:00:00+00:00,2.445158004760742,2.978753089904785,1.9429340362548828,2.156100034713745,1258061,0.0,0.0
2021-04-20 00:00:00+00:00,2.1536850929260254,2.9889841079711914,1.695680022239685,2.0256099700927734,1890381,0.0,0.0
2021-04-21 00:00:00+00:00,2.023716926574707,2.0412609577178955,1.6383229494094849,1.8003740310668945,339945,0.0,0.0
2021-04-22 00:00:00+00:00,1.8027230501174927,1.8053840398788452,1.2993910312652588,1.3835489749908447,388789,0.0,0.0
2021-04-23 00:00:00+00:00,1.3831470012664795,1.6348849534988403,1.317317008972168,1.4796500205993652,618660,0.0,0.0
2021-04-24 00:00:00+00:00,1.4797099828720093,1.6814910173416138,1.296213984489441,1.307757019996643,554923,0.0,0.0
2021-04-25 00:00:00+00:00,1.3076579570770264,1.514343023300171,1.2349849939346313,1.296455979347229,375297,0.0,0.0
2021-04-26 00:00:00+00:00,1.296286940574646,1.9196699857711792,1.296286940574646,1.7502379417419434,1210520,0.0,0.0
2021-04-27 00:00:00+00:00,1.7500449419021606,2.060421943664551,1.5969500541687012,1.8112930059432983,659496,0.0,0.0
2021-04-28 00:00:00+00:00,1.811195969581604,1.8258930444717407,1.5711649656295776,1.5931650400161743,610772,0.0,0.0
2021-04-29 00:00:00+00:00,1.5931349992752075,1.5971670150756836,1.3614259958267212,1.4057509899139404,573711,0.0,0.0
