TIMESTAMP,ESE_OPEN_PRICE_USD,ESE_HIGH_PRICE_USD,ESE_LOW_PRICE_USD,ESE_CLOSE_PRICE_USD,ESE_VOLUME_USD,ESE_DIVIDENDS_USD,ESE_STOCK_SPLITS_USD
2024-04-11 00:00:00+00:00,0.1513659954071045,0.15267199277877808,0.1315920054912567,0.1343729943037033,29495982,0.0,0.0
2024-04-12 00:00:00+00:00,0.13443799316883087,0.14922499656677246,0.10106299817562103,0.11006300151348114,12120516,0.0,0.0
2024-04-13 00:00:00+00:00,0.11008699983358383,0.123539999127388,0.08797500282526016,0.09951599687337875,5010568,0.0,0.0
2024-04-14 00:00:00+00:00,0.0992479994893074,0.12420900166034698,0.09771600365638733,0.11646000295877457,3877421,0.0,0.0
2024-04-15 00:00:00+00:00,0.11625300347805023,0.13421499729156494,0.1056779995560646,0.11276199668645859,4908911,0.0,0.0
2024-04-16 00:00:00+00:00,0.11276499927043915,0.11610099673271179,0.09037400037050247,0.09198299795389175,4140724,0.0,0.0
2024-04-17 00:00:00+00:00,0.09199599921703339,0.09782399982213974,0.0840350016951561,0.09517800062894821,4839175,0.0,0.0
2024-04-18 00:00:00+00:00,0.09516900032758713,0.10988699644804001,0.08883299678564072,0.09916800260543823,6704313,0.0,0.0
2024-04-19 00:00:00+00:00,0.09915599972009659,0.10029300302267075,0.08621600270271301,0.0875450000166893,4077452,0.0,0.0
2024-04-20 00:00:00+00:00,0.08754699677228928,0.09346800297498703,0.08605699986219406,0.08956900238990784,4574449,0.0,0.0
2024-04-21 00:00:00+00:00,0.08956599980592728,0.09185300022363663,0.0873119980096817,0.08779100328683853,4596111,0.0,0.0
2024-04-22 00:00:00+00:00,0.08778800070285797,0.09286300092935562,0.08715900033712387,0.09051799774169922,3956218,0.0,0.0
2024-04-23 00:00:00+00:00,0.09052299708127975,0.1071690022945404,0.09052100032567978,0.09554199874401093,7930644,0.0,0.0
2024-04-24 00:00:00+00:00,0.09555800259113312,0.0977109968662262,0.08209600299596786,0.08397600054740906,10570855,0.0,0.0
2024-04-25 00:00:00+00:00,0.08397500216960907,0.0862089991569519,0.07360400259494781,0.07925599813461304,2777980,0.0,0.0
