TIMESTAMP,XDNA7262_OPEN_PRICE_USD,XDNA7262_HIGH_PRICE_USD,XDNA7262_LOW_PRICE_USD,XDNA7262_CLOSE_PRICE_USD,XDNA7262_VOLUME_USD,XDNA7262_DIVIDENDS_USD,XDNA7262_STOCK_SPLITS_USD
2020-10-19 00:00:00+00:00,7.599999662488699e-05,7.599999662488699e-05,5.199999941396527e-05,6.900000153109431e-05,5438,0.0,0.0
2020-10-20 00:00:00+00:00,6.900000153109431e-05,7.300000288523734e-05,4.70000013592653e-05,6.800000119255856e-05,4287,0.0,0.0
2020-10-21 00:00:00+00:00,6.900000153109431e-05,7.899999764049426e-05,6.0999998822808266e-05,7.300000288523734e-05,4857,0.0,0.0
2020-10-22 00:00:00+00:00,7.200000254670158e-05,7.899999764049426e-05,7.100000220816582e-05,7.300000288523734e-05,5459,0.0,0.0
2020-10-23 00:00:00+00:00,7.300000288523734e-05,7.79999973019585e-05,7.200000254670158e-05,7.699999696342275e-05,6541,0.0,0.0
2020-10-24 00:00:00+00:00,7.699999696342275e-05,7.999999797903001e-05,7.100000220816582e-05,7.79999973019585e-05,10947,0.0,0.0
2020-10-25 00:00:00+00:00,7.79999973019585e-05,9.699999645818025e-05,7.599999662488699e-05,8.900000102585182e-05,13026,0.0,0.0
2020-10-26 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,7.100000220816582e-05,7.79999973019585e-05,3289,0.0,0.0
2020-10-27 00:00:00+00:00,7.79999973019585e-05,8.399999933317304e-05,7.79999973019585e-05,8.299999899463728e-05,2949,0.0,0.0
2020-10-28 00:00:00+00:00,8.299999899463728e-05,8.399999933317304e-05,7.599999662488699e-05,7.79999973019585e-05,3681,0.0,0.0
2020-10-29 00:00:00+00:00,7.79999973019585e-05,8.199999865610152e-05,7.300000288523734e-05,7.400000322377309e-05,628,0.0,0.0
2020-10-30 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,7.100000220816582e-05,7.200000254670158e-05,951,0.0,0.0
2020-10-31 00:00:00+00:00,7.200000254670158e-05,7.599999662488699e-05,6.900000153109431e-05,7.400000322377309e-05,2830,0.0,0.0
2020-11-01 00:00:00+00:00,7.400000322377309e-05,8.199999865610152e-05,7.400000322377309e-05,8.099999831756577e-05,2117,0.0,0.0
2020-11-02 00:00:00+00:00,8.099999831756577e-05,8.499999967170879e-05,8.099999831756577e-05,8.299999899463728e-05,1250,0.0,0.0
2020-11-03 00:00:00+00:00,8.199999865610152e-05,8.499999967170879e-05,7.999999797903001e-05,8.499999967170879e-05,998,0.0,0.0
2020-11-04 00:00:00+00:00,8.499999967170879e-05,8.900000102585182e-05,8.399999933317304e-05,8.70000003487803e-05,1768,0.0,0.0
2020-11-05 00:00:00+00:00,8.70000003487803e-05,9.200000204145908e-05,8.600000001024455e-05,9.100000170292333e-05,1218,0.0,0.0
2020-11-06 00:00:00+00:00,9.100000170292333e-05,9.999999747378752e-05,8.70000003487803e-05,9.899999713525176e-05,3480,0.0,0.0
2020-11-07 00:00:00+00:00,9.899999713525176e-05,0.0001049999991664663,9.200000204145908e-05,9.300000237999484e-05,6571,0.0,0.0
2020-11-08 00:00:00+00:00,9.300000237999484e-05,0.00011300000187475234,9.200000204145908e-05,0.00010299999848939478,19749,0.0,0.0
2020-11-09 00:00:00+00:00,0.00010299999848939478,0.00012700000661425292,5.400000009103678e-05,6.600000051548705e-05,12599,0.0,0.0
2020-11-10 00:00:00+00:00,6.600000051548705e-05,0.00010900000052060932,6.500000017695129e-05,8.600000001024455e-05,8037,0.0,0.0
2020-11-11 00:00:00+00:00,8.600000001024455e-05,9.500000305706635e-05,7.400000322377309e-05,8.70000003487803e-05,7022,0.0,0.0
2020-11-12 00:00:00+00:00,8.70000003487803e-05,8.900000102585182e-05,7.699999696342275e-05,8.299999899463728e-05,5195,0.0,0.0
2020-11-13 00:00:00+00:00,8.299999899463728e-05,9.100000170292333e-05,8.099999831756577e-05,8.800000068731606e-05,11941,0.0,0.0
2020-11-14 00:00:00+00:00,8.800000068731606e-05,9.200000204145908e-05,8.199999865610152e-05,8.70000003487803e-05,21509,0.0,0.0
2020-11-15 00:00:00+00:00,8.70000003487803e-05,9.600000339560211e-05,8.099999831756577e-05,8.299999899463728e-05,25435,0.0,0.0
2020-11-16 00:00:00+00:00,8.299999899463728e-05,9.300000237999484e-05,8.099999831756577e-05,8.499999967170879e-05,22747,0.0,0.0
2020-11-17 00:00:00+00:00,8.600000001024455e-05,9.100000170292333e-05,8.199999865610152e-05,8.800000068731606e-05,17940,0.0,0.0
2020-11-18 00:00:00+00:00,8.800000068731606e-05,9.699999645818025e-05,7.999999797903001e-05,8.399999933317304e-05,21464,0.0,0.0
2020-11-19 00:00:00+00:00,8.399999933317304e-05,9.300000237999484e-05,7.999999797903001e-05,7.999999797903001e-05,20633,0.0,0.0
2020-11-20 00:00:00+00:00,7.999999797903001e-05,9.699999645818025e-05,7.999999797903001e-05,8.70000003487803e-05,21561,0.0,0.0
2020-11-21 00:00:00+00:00,8.70000003487803e-05,9.600000339560211e-05,3.199999991920777e-05,8.800000068731606e-05,22263,0.0,0.0
2020-11-22 00:00:00+00:00,8.800000068731606e-05,0.00010399999882793054,8.199999865610152e-05,8.399999933317304e-05,27837,0.0,0.0
2020-11-23 00:00:00+00:00,8.399999933317304e-05,9.000000136438757e-05,7.899999764049426e-05,8.399999933317304e-05,26745,0.0,0.0
2020-11-24 00:00:00+00:00,8.399999933317304e-05,9.200000204145908e-05,8.099999831756577e-05,8.600000001024455e-05,25516,0.0,0.0
2020-11-25 00:00:00+00:00,8.600000001024455e-05,8.800000068731606e-05,8.099999831756577e-05,8.499999967170879e-05,26528,0.0,0.0
2020-11-26 00:00:00+00:00,8.499999967170879e-05,8.600000001024455e-05,7.79999973019585e-05,8.099999831756577e-05,27497,0.0,0.0
2020-11-27 00:00:00+00:00,8.099999831756577e-05,8.800000068731606e-05,7.899999764049426e-05,8.800000068731606e-05,28444,0.0,0.0
2020-11-28 00:00:00+00:00,8.800000068731606e-05,0.0001049999991664663,7.000000186963007e-05,7.699999696342275e-05,29924,0.0,0.0
2020-11-29 00:00:00+00:00,7.699999696342275e-05,9.000000136438757e-05,7.400000322377309e-05,8.099999831756577e-05,40370,0.0,0.0
2020-11-30 00:00:00+00:00,8.099999831756577e-05,8.399999933317304e-05,7.200000254670158e-05,7.400000322377309e-05,39896,0.0,0.0
2020-12-01 00:00:00+00:00,7.400000322377309e-05,7.79999973019585e-05,7.100000220816582e-05,7.300000288523734e-05,34596,0.0,0.0
2020-12-02 00:00:00+00:00,7.300000288523734e-05,7.999999797903001e-05,7.100000220816582e-05,7.300000288523734e-05,35301,0.0,0.0
2020-12-03 00:00:00+00:00,7.300000288523734e-05,7.999999797903001e-05,7.200000254670158e-05,7.500000356230885e-05,36511,0.0,0.0
2020-12-04 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,7.100000220816582e-05,7.100000220816582e-05,33021,0.0,0.0
