TIMESTAMP,XKR_OPEN_PRICE_USD,XKR_HIGH_PRICE_USD,XKR_LOW_PRICE_USD,XKR_CLOSE_PRICE_USD,XKR_VOLUME_USD,XKR_DIVIDENDS_USD,XKR_STOCK_SPLITS_USD
2024-11-11 00:00:00+00:00,0.0034860000014305115,0.0034860000014305115,0.0032629999332129955,0.003333000000566244,69869,0.0,0.0
2024-11-12 00:00:00+00:00,0.003333000000566244,0.0038139999378472567,0.0030249999836087227,0.003487000009045005,23300,0.0,0.0
2024-11-13 00:00:00+00:00,0.003487000009045005,0.003558000084012747,0.0026030000299215317,0.0027119999285787344,14260,0.0,0.0
2024-11-14 00:00:00+00:00,0.0027119999285787344,0.002810999983921647,0.002601000014692545,0.0026340000331401825,5480,0.0,0.0
2024-11-15 00:00:00+00:00,0.0026340000331401825,0.0028059999458491802,0.0024399999529123306,0.0026459998916834593,7930,0.0,0.0
2024-11-16 00:00:00+00:00,0.0026390000712126493,0.0033450000919401646,0.002615999896079302,0.002966000000014901,5674,0.0,0.0
2024-11-17 00:00:00+00:00,0.002966000000014901,0.0030670000705868006,0.0025259999092668295,0.002526999916881323,6941,0.0,0.0
2024-11-18 00:00:00+00:00,0.002526999916881323,0.003206999972462654,0.002492999890819192,0.003003000048920512,7343,0.0,0.0
2024-11-19 00:00:00+00:00,0.003003000048920512,0.0030070000793784857,0.002701000077649951,0.0028200000524520874,4635,0.0,0.0
2024-11-20 00:00:00+00:00,0.0028200000524520874,0.0028200000524520874,0.0024500000290572643,0.002609000075608492,6223,0.0,0.0
2024-11-21 00:00:00+00:00,0.0026100000832229853,0.0026950000319629908,0.0025909999385476112,0.00267999991774559,2771,0.0,0.0
2024-11-22 00:00:00+00:00,0.00267999991774559,0.0026889999862760305,0.0026209999341517687,0.002686999971047044,2933,0.0,0.0
2024-11-23 00:00:00+00:00,0.002687999978661537,0.0027149999514222145,0.0025500000920146704,0.0026499999221414328,3153,0.0,0.0
2024-11-24 00:00:00+00:00,0.002647999906912446,0.0028299998957663774,0.002647999906912446,0.0027520000003278255,4419,0.0,0.0
2024-11-25 00:00:00+00:00,0.002750999992713332,0.0029559999238699675,0.002749999985098839,0.002761000068858266,3196,0.0,0.0
