TIMESTAMP,KOKOK_OPEN_PRICE_USD,KOKOK_HIGH_PRICE_USD,KOKOK_LOW_PRICE_USD,KOKOK_CLOSE_PRICE_USD,KOKOK_VOLUME_USD,KOKOK_DIVIDENDS_USD,KOKOK_STOCK_SPLITS_USD
2025-05-19 00:00:00+00:00,0.04194800183176994,0.05874500051140785,0.04194800183176994,0.053872000426054,144204,0.0,0.0
2025-05-20 00:00:00+00:00,0.053872000426054,0.07680899649858475,0.052007000893354416,0.07490400224924088,209300,0.0,0.0
2025-05-21 00:00:00+00:00,0.07490400224924088,0.08386900275945663,0.06813699752092361,0.08045099675655365,148274,0.0,0.0
2025-05-22 00:00:00+00:00,0.08054099977016449,0.09396100044250488,0.07870399951934814,0.08617100119590759,565611,0.0,0.0
2025-05-23 00:00:00+00:00,0.08617100119590759,0.09127499908208847,0.07379700243473053,0.07758200168609619,411110,0.0,0.0
2025-05-24 00:00:00+00:00,0.07758200168609619,0.10122299939393997,0.07616499811410904,0.09340199828147888,204509,0.0,0.0
2025-05-25 00:00:00+00:00,0.09340199828147888,0.11752600222826004,0.08560200035572052,0.112466000020504,312292,0.0,0.0
2025-05-26 00:00:00+00:00,0.112466000020504,0.17191900312900543,0.1118680015206337,0.16482000052928925,483521,0.0,0.0
2025-05-27 00:00:00+00:00,0.16482000052928925,0.17735299468040466,0.1418900042772293,0.14875799417495728,359529,0.0,0.0
2025-05-28 00:00:00+00:00,0.14875799417495728,0.14955300092697144,0.12650500237941742,0.13575699925422668,214370,0.0,0.0
2025-05-29 00:00:00+00:00,0.13552099466323853,0.14720599353313446,0.10747800022363663,0.12494699656963348,255332,0.0,0.0
2025-05-30 00:00:00+00:00,0.12494699656963348,0.16464899480342865,0.1137010008096695,0.1374559998512268,451734,0.0,0.0
2025-05-31 00:00:00+00:00,0.1374559998512268,0.1590539962053299,0.12595200538635254,0.13919800519943237,328409,0.0,0.0
2025-06-01 00:00:00+00:00,0.139156311750412,0.15317833423614502,0.13116683065891266,0.15243373811244965,258781,0.0,0.0
