,ETH,Lag
DOGE,0.0007260879059968,25
QTUM,0.0015775094852154,27
DCR,0.0079264415458293,1
LTC,0.0091273770524925,28
USDT,0.0104926846418881,30
XRP,0.0305152732622988,30
IOTA,0.0329901434561765,14
ETC,0.039742760703765,10
BTC,0.0469540540220216,27
GNO,0.0508332650728004,17
DASH,0.1742287717387607,30
BAT,0.1747107925809878,4
ZEC,0.2693074286783755,3
XMR,0.303351730182901,12
XLM,0.3208893992555508,13
