TIMESTAMP,CRO_OPEN_PRICE_USD,CRO_HIGH_PRICE_USD,CRO_LOW_PRICE_USD,CRO_CLOSE_PRICE_USD
2019-04-28,0.07333,0.07438,0.07218,0.0725
2019-04-29,0.0725,0.07393,0.07117,0.07319
2019-04-30,0.07318,0.07371,0.06884,0.07136
2019-05-01,0.07142,0.07615,0.07096,0.07231
2019-05-02,0.07228,0.07564,0.07222,0.07323
2019-05-03,0.0726,0.07951,0.07245,0.07768
2019-05-04,0.07768,0.07943,0.07113,0.07393
2019-05-05,0.07397,0.07533,0.06976,0.07107
2019-05-06,0.07107,0.07429,0.06795,0.07037
2019-05-07,0.07038,0.07496,0.0665,0.06961
2019-05-08,0.0696,0.07052,0.06395,0.07006
2019-05-09,0.07006,0.07164,0.06467,0.06614
2019-05-10,0.06615,0.07016,0.06367,0.0659
2019-05-11,0.0659,0.07154,0.06295,0.07079
2019-05-12,0.07083,0.07241,0.05835,0.06507
2019-05-13,0.06509,0.06972,0.06228,0.06631
2019-05-14,0.06633,0.06943,0.06172,0.0622
2019-05-15,0.0622,0.07038,0.06213,0.06825
2019-05-16,0.06832,0.07118,0.06289,0.06722
2019-05-17,0.06715,0.07687,0.05484,0.07541
2019-05-18,0.07545,0.07557,0.06587,0.06952
2019-05-19,0.0695,0.07246,0.06534,0.0668
2019-05-20,0.06682,0.07015,0.06204,0.06736
2019-05-21,0.06733,0.06979,0.06409,0.06555
2019-05-22,0.06556,0.06768,0.06306,0.06318
2019-05-23,0.0632,0.06982,0.06218,0.06654
2019-05-24,0.06656,0.06967,0.06391,0.06529
2019-05-25,0.06527,0.06681,0.06252,0.06548
2019-05-26,0.06548,0.07174,0.06463,0.06942
2019-05-27,0.06943,0.07335,0.06622,0.06983
2019-05-28,0.06985,0.06985,0.06456,0.06576
2019-05-29,0.06593,0.07315,0.0631,0.0699
2019-05-30,0.06991,0.07204,0.06572,0.06706
2019-05-31,0.06702,0.0732,0.06472,0.0722
2019-06-01,0.07186,0.07434,0.0693,0.07434
2019-06-02,0.07434,0.08269,0.07242,0.07768
2019-06-03,0.0776,0.08477,0.07599,0.07997
2019-06-04,0.07998,0.08203,0.06218,0.06222
2019-06-05,0.06197,0.06943,0.06194,0.06465
2019-06-06,0.06463,0.06917,0.06216,0.06427
2019-06-07,0.06427,0.06746,0.06217,0.06438
2019-06-08,0.06437,0.06727,0.06293,0.06434
2019-06-09,0.06435,0.06605,0.06097,0.06097
2019-06-10,0.06095,0.07031,0.06027,0.06622
2019-06-11,0.06631,0.06836,0.06435,0.06735
2019-06-12,0.06735,0.06891,0.06555,0.06654
2019-06-13,0.06654,0.0685,0.06587,0.06791
2019-06-14,0.06792,0.06862,0.06506,0.06841
2019-06-15,0.0684,0.06891,0.06577,0.06749
2019-06-16,0.0674,0.07127,0.06408,0.06706
2019-06-17,0.06709,0.06837,0.06366,0.0667
2019-06-18,0.0667,0.06768,0.0642,0.06435
2019-06-19,0.06445,0.06844,0.06209,0.06597
2019-06-20,0.06599,0.06611,0.0615,0.06342
2019-06-21,0.06342,0.06539,0.05525,0.05738
2019-06-22,0.05748,0.06362,0.05488,0.05604
2019-06-23,0.05604,0.06273,0.05528,0.06022
2019-06-24,0.06017,0.06167,0.05668,0.05864
2019-06-25,0.05864,0.09258,0.05729,0.07428
2019-06-26,0.07425,0.08151,0.06272,0.06663
2019-06-27,0.06669,0.07048,0.05734,0.06029
2019-06-28,0.0603,0.06774,0.05846,0.06186
2019-06-29,0.06187,0.06812,0.05951,0.06569
2019-06-30,0.06569,0.07074,0.06019,0.06625
2019-07-01,0.06623,0.06634,0.05719,0.05958
2019-07-02,0.05952,0.06052,0.05157,0.05537
2019-07-03,0.05538,0.07145,0.05459,0.06777
2019-07-04,0.06777,0.07529,0.06624,0.0739
2019-07-05,0.07388,0.07556,0.06913,0.07356
2019-07-06,0.07358,0.07735,0.07118,0.07388
2019-07-07,0.07376,0.07692,0.07245,0.07638
2019-07-08,0.07639,0.08752,0.07429,0.07959
2019-07-09,0.07957,0.08447,0.07783,0.08073
2019-07-10,0.08074,0.1043,0.08064,0.09739
2019-07-11,0.09742,0.1111,0.08543,0.0998
2019-07-12,0.09978,0.1678,0.08383,0.08827
2019-07-13,0.08825,0.09801,0.07801,0.07982
2019-07-14,0.07983,0.08268,0.06885,0.07657
2019-07-15,0.07656,0.08007,0.06674,0.06783
2019-07-16,0.06788,0.07121,0.05406,0.05565
2019-07-17,0.05565,0.05731,0.04788,0.05394
2019-07-18,0.05395,0.05834,0.04914,0.05531
2019-07-19,0.05541,0.06326,0.05343,0.05609
2019-07-20,0.05632,0.05745,0.05417,0.05665
2019-07-21,0.05677,0.05717,0.05321,0.05422
2019-07-22,0.05422,0.06584,0.05377,0.06368
2019-07-23,0.06339,0.07768,0.06279,0.0725
2019-07-24,0.07249,0.07827,0.0624,0.06503
2019-07-25,0.06511,0.06524,0.0592,0.05999
2019-07-26,0.05998,0.06095,0.05603,0.05931
2019-07-27,0.05931,0.06283,0.05475,0.05639
2019-07-28,0.05639,0.05788,0.05384,0.05495
2019-07-29,0.05485,0.05595,0.05314,0.05408
2019-07-30,0.05418,0.06985,0.05323,0.05876
2019-07-31,0.05878,0.05933,0.05582,0.05759
2019-08-01,0.05759,0.05825,0.05554,0.05647
2019-08-02,0.05647,0.05702,0.05424,0.05495
2019-08-03,0.05494,0.0563,0.05472,0.05548
2019-08-04,0.05548,0.05617,0.05429,0.05538
2019-08-05,0.05537,0.05669,0.05299,0.05317
2019-08-06,0.05317,0.05428,0.0505,0.05118
2019-08-07,0.05116,0.05277,0.04756,0.04811
2019-08-08,0.0481,0.04861,0.04485,0.04735
2019-08-09,0.04736,0.05729,0.04662,0.05447
2019-08-10,0.05447,0.05639,0.05003,0.05256
2019-08-11,0.05245,0.05278,0.04955,0.0497
2019-08-12,0.04958,0.04978,0.04739,0.04911
2019-08-13,0.04911,0.04911,0.04688,0.0472
2019-08-14,0.04718,0.04864,0.0457,0.04821
2019-08-15,0.04822,0.04848,0.04218,0.04519
2019-08-16,0.04519,0.04613,0.04246,0.04388
2019-08-17,0.04388,0.04413,0.04263,0.04372
2019-08-18,0.04372,0.04695,0.04361,0.0466
2019-08-19,0.04661,0.04689,0.04497,0.04568
2019-08-20,0.04567,0.0469,0.04344,0.04448
2019-08-21,0.04449,0.04476,0.04177,0.04213
2019-08-22,0.04209,0.04366,0.04198,0.043
2019-08-23,0.04301,0.04423,0.0428,0.04315
2019-08-24,0.04315,0.04369,0.04203,0.04333
2019-08-25,0.04333,0.04392,0.04161,0.04192
2019-08-26,0.04191,0.04334,0.04128,0.04149
2019-08-27,0.04149,0.04219,0.04037,0.04088
2019-08-28,0.04087,0.04159,0.03904,0.03969
2019-08-29,0.0396,0.04028,0.03898,0.0396
2019-08-30,0.03961,0.03969,0.0383,0.03907
2019-08-31,0.03907,0.03934,0.0384,0.03919
2019-09-01,0.03919,0.03963,0.03855,0.03933
2019-09-02,0.03933,0.04138,0.03865,0.04107
2019-09-03,0.04108,0.04132,0.03538,0.03563
2019-09-04,0.03563,0.03879,0.0353,0.03797
2019-09-05,0.03798,0.04197,0.03722,0.04118
2019-09-06,0.04119,0.04467,0.04064,0.04212
2019-09-07,0.04212,0.0424,0.04044,0.04149
2019-09-08,0.04149,0.04177,0.03931,0.03961
2019-09-09,0.03973,0.04001,0.03813,0.03848
2019-09-10,0.03848,0.03939,0.03743,0.0379
2019-09-11,0.0378,0.03861,0.037,0.03755
2019-09-12,0.03753,0.0411,0.03736,0.04022
2019-09-13,0.04032,0.04101,0.03881,0.03958
2019-09-14,0.03948,0.04088,0.03909,0.03983
2019-09-15,0.03984,0.04064,0.03882,0.03895
2019-09-16,0.03896,0.04066,0.03648,0.03879
2019-09-17,0.03879,0.03968,0.03754,0.03794
2019-09-18,0.03804,0.04059,0.03734,0.03846
2019-09-19,0.03846,0.04142,0.03781,0.04059
2019-09-20,0.0406,0.04108,0.03915,0.03947
2019-09-21,0.03946,0.03989,0.03831,0.03847
2019-09-22,0.03846,0.03952,0.03807,0.03936
2019-09-23,0.03936,0.03947,0.03767,0.03776
2019-09-24,0.03775,0.0385,0.03177,0.03182
2019-09-25,0.03181,0.03589,0.03181,0.03543
2019-09-26,0.03544,0.03625,0.03367,0.0352
2019-09-27,0.03512,0.03569,0.03351,0.03569
2019-09-28,0.0357,0.03585,0.03433,0.03467
2019-09-29,0.03467,0.03605,0.0346,0.03498
2019-09-30,0.03498,0.03625,0.03467,0.03555
2019-10-01,0.03554,0.03756,0.0338,0.03422
2019-10-02,0.03431,0.03632,0.03321,0.03503
2019-10-03,0.03503,0.0364,0.03464,0.03541
2019-10-04,0.0354,0.03681,0.03518,0.03581
2019-10-05,0.03581,0.03662,0.03497,0.03538
2019-10-06,0.03538,0.03572,0.03389,0.03399
2019-10-07,0.03399,0.03616,0.03338,0.0354
2019-10-08,0.0354,0.03609,0.0344,0.03523
2019-10-09,0.03524,0.03669,0.03456,0.03633
2019-10-10,0.03624,0.03656,0.03536,0.03602
2019-10-11,0.03603,0.0368,0.03457,0.03481
2019-10-12,0.03481,0.03514,0.03412,0.03478
2019-10-13,0.03477,0.03524,0.03431,0.03495
2019-10-14,0.03453,0.03473,0.03372,0.03404
2019-10-15,0.03421,0.03531,0.0337,0.0338
2019-10-16,0.03379,0.03426,0.03241,0.03292
2019-10-17,0.03291,0.0339,0.0328,0.03348
2019-10-18,0.03348,0.03401,0.03263,0.03313
2019-10-19,0.03314,0.03401,0.03263,0.03333
2019-10-20,0.03333,0.03444,0.03276,0.03412
2019-10-21,0.03411,0.03435,0.03251,0.03357
2019-10-22,0.03356,0.03444,0.03312,0.03376
2019-10-23,0.03376,0.03383,0.03024,0.03061
2019-10-24,0.03061,0.03128,0.03041,0.03082
2019-10-25,0.03097,0.03536,0.03034,0.03486
2019-10-26,0.03494,0.04075,0.03445,0.03627
2019-10-27,0.03627,0.03707,0.03534,0.0359
2019-10-28,0.03593,0.03795,0.03509,0.03626
2019-10-29,0.03627,0.03696,0.03533,0.03663
2019-10-30,0.03663,0.03708,0.03528,0.03638
2019-10-31,0.03629,0.03747,0.0355,0.03672
2019-11-01,0.03672,0.03859,0.03568,0.03832
2019-11-02,0.03838,0.04062,0.03804,0.03819
2019-11-03,0.0382,0.03847,0.03624,0.03712
2019-11-04,0.03713,0.0381,0.0365,0.03741
2019-11-05,0.03751,0.03787,0.03628,0.03701
2019-11-06,0.03701,0.03746,0.03585,0.03628
2019-11-07,0.03627,0.04115,0.03591,0.0376
2019-11-08,0.0375,0.03832,0.03467,0.03641
2019-11-09,0.03641,0.03662,0.03482,0.03567
2019-11-10,0.03536,0.03624,0.03489,0.03603
2019-11-11,0.03603,0.03615,0.03415,0.03506
2019-11-12,0.03506,0.03546,0.03432,0.0352
2019-11-13,0.03521,0.0382,0.03433,0.03506
2019-11-14,0.03505,0.0412,0.03455,0.03646
2019-11-15,0.03646,0.03885,0.03399,0.03457
2019-11-16,0.03457,0.03544,0.03417,0.03483
2019-11-17,0.03482,0.03562,0.03437,0.03534
2019-11-18,0.03525,0.0383,0.0337,0.03378
2019-11-19,0.03378,0.03509,0.03371,0.03501
2019-11-20,0.03501,0.03624,0.03344,0.03377
2019-11-21,0.03377,0.03391,0.03042,0.03167
2019-11-22,0.03167,0.03229,0.02821,0.02993
2019-11-23,0.02992,0.03019,0.02879,0.02997
2019-11-24,0.02997,0.0302,0.02846,0.02894
2019-11-25,0.02893,0.02949,0.0255,0.02846
2019-11-26,0.02846,0.02864,0.02684,0.02727
2019-11-27,0.02727,0.02902,0.02628,0.02863
2019-11-28,0.02863,0.0291,0.02758,0.02762
2019-11-29,0.02771,0.02909,0.02731,0.02837
2019-11-30,0.02838,0.02876,0.02696,0.02732
2019-12-01,0.02732,0.02742,0.02605,0.02666
2019-12-02,0.02665,0.02699,0.02536,0.02617
2019-12-03,0.02617,0.02639,0.02568,0.02602
2019-12-04,0.02602,0.02793,0.0254,0.02702
2019-12-05,0.02724,0.03021,0.0265,0.02973
2019-12-06,0.02973,0.02995,0.02873,0.02955
2019-12-07,0.02954,0.03002,0.02924,0.02966
2019-12-08,0.02967,0.02993,0.02903,0.02976
2019-12-09,0.02976,0.03031,0.02897,0.02918
2019-12-10,0.02918,0.02961,0.02852,0.02894
2019-12-11,0.02895,0.02936,0.02867,0.02907
2019-12-12,0.02908,0.02949,0.02824,0.0291
2019-12-13,0.02911,0.02981,0.0289,0.02944
2019-12-14,0.02944,0.03003,0.02929,0.02955
2019-12-15,0.02955,0.03066,0.02918,0.03026
2019-12-16,0.03026,0.03235,0.02998,0.03032
2019-12-17,0.03032,0.03265,0.03012,0.03045
2019-12-18,0.03044,0.03363,0.02953,0.03359
2019-12-19,0.03377,0.03392,0.0322,0.03324
2019-12-20,0.03324,0.03707,0.0323,0.03627
2019-12-21,0.03627,0.03646,0.03368,0.0344
2019-12-22,0.0344,0.03589,0.0339,0.03545
2019-12-23,0.03545,0.0378,0.03452,0.03468
2019-12-24,0.03467,0.03707,0.03416,0.03452
2019-12-25,0.03452,0.03537,0.03383,0.03462
2019-12-26,0.0346,0.03583,0.03432,0.03533
2019-12-27,0.03532,0.03575,0.03467,0.03545
2019-12-28,0.03552,0.03615,0.03401,0.03443
2019-12-29,0.03443,0.03498,0.03314,0.03438
2019-12-30,0.03439,0.03449,0.03344,0.03367
2019-12-31,0.03367,0.03413,0.03302,0.03365
2020-01-01,0.03364,0.03411,0.03336,0.03368
2020-01-02,0.03364,0.03386,0.03228,0.03245
2020-01-03,0.03252,0.03478,0.03235,0.03427
2020-01-04,0.03427,0.03463,0.03398,0.03427
2020-01-05,0.03427,0.03513,0.03414,0.03428
2020-01-06,0.03428,0.03631,0.03421,0.03624
2020-01-07,0.03622,0.03866,0.03616,0.03796
2020-01-08,0.03796,0.0424,0.03772,0.04026
2020-01-09,0.04026,0.04047,0.03813,0.0385
2020-01-10,0.03851,0.04081,0.03753,0.04061
2020-01-11,0.04053,0.04292,0.03986,0.04095
2020-01-12,0.04095,0.04167,0.0404,0.04127
2020-01-13,0.04127,0.04176,0.04005,0.04134
2020-01-14,0.04134,0.04391,0.04096,0.04365
2020-01-15,0.0436,0.04599,0.04281,0.04565
2020-01-16,0.04564,0.04629,0.04402,0.04584
2020-01-17,0.04584,0.04735,0.04548,0.04677
2020-01-18,0.04676,0.04727,0.04613,0.04694
2020-01-19,0.04703,0.05558,0.0456,0.04638
2020-01-20,0.04638,0.04757,0.04571,0.04699
2020-01-21,0.04694,0.04769,0.04596,0.04741
2020-01-22,0.0474,0.04806,0.04685,0.04782
2020-01-23,0.04782,0.04811,0.04513,0.0468
2020-01-24,0.04681,0.04756,0.04532,0.04693
2020-01-25,0.04693,0.04711,0.04562,0.04634
2020-01-26,0.04633,0.04839,0.04575,0.04787
2020-01-27,0.04788,0.04942,0.04697,0.04875
2020-01-28,0.04876,0.05215,0.04847,0.05111
2020-01-29,0.05111,0.05309,0.0507,0.05215
2020-01-30,0.05215,0.05293,0.05091,0.05265
2020-01-31,0.05266,0.05411,0.05163,0.05394
2020-02-01,0.05395,0.05451,0.05269,0.05296
2020-02-02,0.05305,0.05584,0.05145,0.05504
2020-02-03,0.05503,0.05597,0.05319,0.05425
2020-02-04,0.05425,0.05579,0.05361,0.05564
2020-02-05,0.05564,0.05873,0.0552,0.05812
2020-02-06,0.05812,0.05933,0.05701,0.05836
2020-02-07,0.05835,0.05941,0.0581,0.05837
2020-02-08,0.05846,0.05982,0.05732,0.05968
2020-02-09,0.05968,0.06158,0.05939,0.06129
2020-02-10,0.06128,0.06189,0.05828,0.06012
2020-02-11,0.06013,0.063,0.05891,0.0621
2020-02-12,0.06209,0.06433,0.06201,0.06388
2020-02-13,0.06388,0.06793,0.06361,0.06568
2020-02-14,0.06567,0.08967,0.06484,0.06757
2020-02-15,0.06778,0.07082,0.06254,0.06332
2020-02-16,0.06322,0.06427,0.05974,0.0619
2020-02-17,0.06182,0.06274,0.05707,0.05791
2020-02-18,0.0579,0.06263,0.05694,0.06231
2020-02-19,0.06231,0.06358,0.05857,0.0597
2020-02-20,0.05969,0.0601,0.05707,0.05787
2020-02-21,0.05787,0.05951,0.05751,0.05807
2020-02-22,0.05816,0.06017,0.05785,0.05967
2020-02-23,0.05965,0.06224,0.05926,0.06204
2020-02-24,0.06197,0.063,0.05907,0.06022
2020-02-25,0.06011,0.06068,0.05855,0.05952
2020-02-26,0.05963,0.05979,0.05211,0.05341
2020-02-27,0.05339,0.05459,0.05108,0.0538
2020-02-28,0.05384,0.05451,0.05167,0.0541
2020-02-29,0.05405,0.05422,0.05267,0.05297
2020-03-01,0.05289,0.05416,0.05194,0.05276
2020-03-02,0.05278,0.05622,0.05259,0.05579
2020-03-03,0.05576,0.05839,0.05509,0.05724
2020-03-04,0.05723,0.05841,0.0563,0.05715
2020-03-05,0.05716,0.05873,0.05695,0.05786
2020-03-06,0.05776,0.05873,0.05727,0.05841
2020-03-07,0.05841,0.05871,0.05637,0.0569
2020-03-08,0.0569,0.05703,0.05153,0.05162
2020-03-09,0.05153,0.05207,0.04784,0.04926
2020-03-10,0.04925,0.05154,0.04835,0.04983
2020-03-11,0.04982,0.04988,0.04724,0.04958
2020-03-12,0.04945,0.04961,0.03469,0.03587
2020-03-13,0.0359,0.03674,0.02451,0.03472
2020-03-14,0.03471,0.03521,0.03188,0.03218
2020-03-15,0.03219,0.03595,0.03112,0.03266
2020-03-16,0.03259,0.03311,0.02779,0.03105
2020-03-17,0.03107,0.03593,0.03092,0.03546
2020-03-18,0.03544,0.03648,0.03327,0.03541
2020-03-19,0.03541,0.04118,0.03481,0.04039
2020-03-20,0.04053,0.04374,0.03588,0.03889
2020-03-21,0.03882,0.03975,0.03665,0.03798
2020-03-22,0.03798,0.03968,0.03513,0.03643
2020-03-23,0.03643,0.04143,0.03516,0.04063
2020-03-24,0.04063,0.04575,0.04052,0.04398
2020-03-25,0.04397,0.04552,0.04227,0.04359
2020-03-26,0.04355,0.04558,0.04321,0.04527
2020-03-27,0.04518,0.04716,0.04514,0.04687
2020-03-28,0.04686,0.04686,0.0417,0.04249
2020-03-29,0.04248,0.04315,0.04122,0.04128
2020-03-30,0.04121,0.04848,0.04109,0.04831
2020-03-31,0.04819,0.04938,0.04707,0.04902
2020-04-01,0.04902,0.0491,0.04625,0.04738
2020-04-02,0.04738,0.05177,0.04737,0.0488
2020-04-03,0.04878,0.0495,0.04709,0.04737
2020-04-04,0.04738,0.04896,0.04711,0.04822
2020-04-05,0.04817,0.04916,0.0478,0.04846
2020-04-06,0.04853,0.0527,0.04853,0.05256
2020-04-07,0.05264,0.05411,0.0513,0.05195
2020-04-08,0.05191,0.05412,0.05163,0.05391
2020-04-09,0.05391,0.05424,0.05219,0.05335
2020-04-10,0.05329,0.05338,0.04897,0.04972
2020-04-11,0.04972,0.05088,0.04919,0.04991
2020-04-12,0.05,0.05189,0.04905,0.05156
2020-04-13,0.05156,0.0517,0.04805,0.04948
2020-04-14,0.04949,0.05088,0.04928,0.05016
2020-04-15,0.05017,0.05078,0.04888,0.04923
2020-04-16,0.04923,0.0516,0.0474,0.05028
2020-04-17,0.05028,0.05115,0.04986,0.05007
2020-04-18,0.05007,0.0519,0.05002,0.05185
2020-04-19,0.05185,0.05222,0.05046,0.05108
2020-04-20,0.05106,0.05113,0.04822,0.04865
2020-04-21,0.04864,0.049,0.04751,0.04818
2020-04-22,0.04818,0.05043,0.04771,0.04993
2020-04-23,0.04993,0.05463,0.04982,0.05314
2020-04-24,0.05312,0.05317,0.05161,0.05246
2020-04-25,0.05244,0.05393,0.05198,0.05287
2020-04-26,0.05287,0.0548,0.05276,0.05442
2020-04-27,0.05444,0.05594,0.05414,0.05573
2020-04-28,0.05571,0.05696,0.05522,0.05696
2020-04-29,0.05695,0.06361,0.05681,0.06243
2020-04-30,0.06243,0.06587,0.05659,0.05848
2020-05-01,0.05846,0.059,0.05583,0.05706
2020-05-02,0.05708,0.05966,0.05589,0.05935
2020-05-03,0.05934,0.06165,0.05876,0.05991
2020-05-04,0.05998,0.06101,0.05789,0.06087
2020-05-05,0.06097,0.06292,0.06014,0.06263
2020-05-06,0.06263,0.06585,0.0622,0.06468
2020-05-07,0.06468,0.06751,0.06341,0.06582
2020-05-08,0.06572,0.06909,0.06463,0.06898
2020-05-09,0.06899,0.06919,0.06623,0.06706
2020-05-10,0.06706,0.06744,0.05789,0.06353
2020-05-11,0.06351,0.06775,0.06174,0.06425
2020-05-12,0.06425,0.06668,0.06385,0.06424
2020-05-13,0.06425,0.06699,0.06404,0.06666
2020-05-14,0.06666,0.06682,0.06321,0.06475
2020-05-15,0.06474,0.06562,0.06202,0.06421
2020-05-16,0.06422,0.06613,0.06266,0.06568
2020-05-17,0.06568,0.06857,0.06494,0.06726
2020-05-18,0.06735,0.07022,0.06644,0.06972
2020-05-19,0.06972,0.07099,0.06826,0.0706
2020-05-20,0.0707,0.073,0.07,0.07143
2020-05-21,0.07143,0.0728,0.06737,0.06926
2020-05-22,0.06936,0.07342,0.06802,0.073
2020-05-23,0.07301,0.07573,0.07224,0.07531
2020-05-24,0.07531,0.07764,0.07418,0.07598
2020-05-25,0.076,0.07877,0.07268,0.07806
2020-05-26,0.07816,0.07918,0.07649,0.07743
2020-05-27,0.07741,0.08042,0.07708,0.07906
2020-05-28,0.07906,0.08086,0.07795,0.07957
2020-05-29,0.07956,0.08142,0.07955,0.08057
2020-05-30,0.0804,0.08413,0.07988,0.08326
2020-05-31,0.08326,0.08535,0.08298,0.0847
2020-06-01,0.0847,0.09012,0.08416,0.08996
2020-06-02,0.09007,0.0963,0.08761,0.09019
2020-06-03,0.09019,0.09652,0.08959,0.09622
2020-06-04,0.09623,0.1007,0.09541,0.09856
2020-06-05,0.09856,0.1019,0.09812,0.1011
2020-06-06,0.1011,0.105,0.09934,0.1046
2020-06-07,0.1046,0.1084,0.102,0.1075
2020-06-08,0.1076,0.11,0.1068,0.109
2020-06-09,0.109,0.1207,0.1076,0.1179
2020-06-10,0.1178,0.1179,0.1115,0.1133
2020-06-11,0.1133,0.1162,0.1026,0.1029
2020-06-12,0.1029,0.1093,0.101,0.1078
2020-06-13,0.1078,0.1086,0.107,0.1077
2020-06-14,0.1077,0.1123,0.1077,0.1116
2020-06-15,0.1116,0.1122,0.1047,0.1107
2020-06-16,0.1109,0.1145,0.1103,0.1143
2020-06-17,0.1142,0.116,0.113,0.1149
2020-06-18,0.1149,0.1159,0.1137,0.1145
2020-06-19,0.1145,0.1167,0.1133,0.1167
2020-06-20,0.1167,0.1183,0.115,0.1182
2020-06-21,0.1182,0.1203,0.1182,0.1197
2020-06-22,0.1197,0.1258,0.114,0.1246
2020-06-23,0.1246,0.1261,0.1236,0.1256
2020-06-24,0.1256,0.1257,0.1168,0.117
2020-06-25,0.117,0.1178,0.1137,0.1167
2020-06-26,0.1167,0.1169,0.1132,0.1144
2020-06-27,0.1144,0.1147,0.1099,0.1118
2020-06-28,0.1118,0.1204,0.1116,0.1195
2020-06-29,0.1194,0.1272,0.119,0.1271
2020-06-30,0.1271,0.1289,0.1249,0.1255
2020-07-01,0.1255,0.1274,0.1249,0.1265
2020-07-02,0.1265,0.1267,0.1215,0.1239
2020-07-03,0.1238,0.1259,0.1227,0.1256
2020-07-04,0.1256,0.1291,0.1248,0.1283
2020-07-05,0.1282,0.131,0.1281,0.1304
2020-07-06,0.1303,0.1359,0.1303,0.1348
2020-07-07,0.1348,0.138,0.1341,0.1371
2020-07-08,0.137,0.1429,0.137,0.1424
2020-07-09,0.1424,0.1442,0.1403,0.1418
2020-07-10,0.1419,0.1427,0.1407,0.1424
2020-07-11,0.1424,0.1453,0.142,0.1448
2020-07-12,0.1448,0.1464,0.1432,0.1445
2020-07-13,0.1445,0.1455,0.1415,0.1417
2020-07-14,0.1417,0.1425,0.1381,0.1393
2020-07-15,0.1393,0.1439,0.1392,0.1437
2020-07-16,0.1439,0.1439,0.1402,0.1416
2020-07-17,0.1416,0.143,0.1413,0.1424
2020-07-18,0.1424,0.1458,0.1419,0.1455
2020-07-19,0.1455,0.1457,0.1438,0.1448
2020-07-20,0.1448,0.1456,0.1409,0.142
2020-07-21,0.142,0.1449,0.1417,0.1439
2020-07-22,0.1439,0.1453,0.1431,0.1451
2020-07-23,0.1452,0.1483,0.1451,0.1474
2020-07-24,0.1475,0.1489,0.1459,0.1484
2020-07-25,0.1484,0.152,0.1471,0.1512
2020-07-26,0.1512,0.1589,0.1503,0.1535
2020-07-27,0.1536,0.1666,0.1535,0.1666
2020-07-28,0.1665,0.1705,0.1563,0.1611
2020-07-29,0.1611,0.167,0.1586,0.1664
2020-07-30,0.1664,0.1667,0.1601,0.1624
2020-07-31,0.1624,0.167,0.1604,0.1662
2020-08-01,0.1662,0.1747,0.1641,0.1733
2020-08-02,0.1733,0.1788,0.1596,0.1646
2020-08-03,0.1651,0.1711,0.1626,0.1654
2020-08-04,0.165,0.166,0.1543,0.1575
2020-08-05,0.1575,0.1642,0.155,0.164
2020-08-06,0.1641,0.1645,0.161,0.1626
2020-08-07,0.1626,0.1651,0.1588,0.162
2020-08-08,0.162,0.1705,0.1609,0.1705
2020-08-09,0.1705,0.1705,0.1656,0.1669
2020-08-10,0.167,0.1726,0.1666,0.1685
