TIMESTAMP,ASS_OPEN_PRICE_USD,ASS_HIGH_PRICE_USD,ASS_LOW_PRICE_USD,ASS_CLOSE_PRICE_USD,ASS_VOLUME_USD,ASS_DIVIDENDS_USD,ASS_STOCK_SPLITS_USD
2021-04-26 00:00:00+00:00,,,,0.0,9747497,0.0,0.0
2021-04-27 00:00:00+00:00,,,,0.0,3529216,0.0,0.0
2021-04-28 00:00:00+00:00,,,,0.0,1153205,0.0,0.0
2021-04-29 00:00:00+00:00,,,,0.0,909188,0.0,0.0
2021-04-30 00:00:00+00:00,,,,0.0,947038,0.0,0.0
2021-05-01 00:00:00+00:00,,,,0.0,634633,0.0,0.0
2021-05-02 00:00:00+00:00,,,,0.0,613863,0.0,0.0
2021-05-03 00:00:00+00:00,,,,0.0,458025,0.0,0.0
2021-05-04 00:00:00+00:00,,,,0.0,620351,0.0,0.0
2021-05-05 00:00:00+00:00,,,,0.0,486613,0.0,0.0
2021-05-06 00:00:00+00:00,,,,0.0,1313411,0.0,0.0
2021-05-07 00:00:00+00:00,,,,0.0,278578,0.0,0.0
2021-05-08 00:00:00+00:00,,,,0.0,1358615,0.0,0.0
2021-05-09 00:00:00+00:00,,,,0.0,2170940,0.0,0.0
2021-05-10 00:00:00+00:00,,,,0.0,8079892,0.0,0.0
2021-05-11 00:00:00+00:00,,,,0.0,280099032,0.0,0.0
2021-05-12 00:00:00+00:00,,,,0.0,79855826,0.0,0.0
2021-05-13 00:00:00+00:00,,,,0.0,52646843,0.0,0.0
2021-05-14 00:00:00+00:00,,,,0.0,33651374,0.0,0.0
2021-05-15 00:00:00+00:00,,,,0.0,15140828,0.0,0.0
2021-05-16 00:00:00+00:00,,,,0.0,12219686,0.0,0.0
2021-05-17 00:00:00+00:00,,,,0.0,12972568,0.0,0.0
2021-05-18 00:00:00+00:00,,,,0.0,62162069,0.0,0.0
2021-05-19 00:00:00+00:00,,,,0.0,40403238,0.0,0.0
2021-05-20 00:00:00+00:00,,,,0.0,20218153,0.0,0.0
2021-05-21 00:00:00+00:00,,,,0.0,15247218,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,8099584,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,12617480,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,11332172,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,7128235,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,5406604,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,6065182,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,3865782,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,2800114,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,3384933,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,3187493,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,2873062,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,7905718,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,7162892,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,6111202,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,5272584,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,3297008,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,3074521,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,3674537,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,3170458,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,2495079,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,2476754,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,2174883,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,1933446,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,1873298,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,1939338,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,2602432,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,2645946,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,2409731,0.0,0.0
