TIMESTAMP,KOALA_OPEN_PRICE_USD,KOALA_HIGH_PRICE_USD,KOALA_LOW_PRICE_USD,KOALA_CLOSE_PRICE_USD,KOALA_VOLUME_USD,KOALA_DIVIDENDS_USD,KOALA_STOCK_SPLITS_USD
2025-03-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,771101,0.0,0.0
2025-03-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,866757,0.0,0.0
2025-03-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,237851,0.0,0.0
2025-03-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,113382,0.0,0.0
2025-03-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,124284,0.0,0.0
2025-03-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,117460,0.0,0.0
2025-03-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,98342,0.0,0.0
2025-03-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,78066,0.0,0.0
2025-03-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,67433,0.0,0.0
2025-03-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,70644,0.0,0.0
2025-03-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,60913,0.0,0.0
2025-03-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,59589,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,66382,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,144143,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,61105,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,72796,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,129035,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,94515,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,75369,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,60018,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,55185,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,99656,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,51406,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,100668,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,100755,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,100753,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,100675,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,38885,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,99764,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,100513,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,97293,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,97434,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,98645,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,100160,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,100767,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,100667,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,99998,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,100199,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,99828,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,99067,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,100495,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,97492,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,100367,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,100363,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,100409,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,100593,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,100658,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,100742,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,99181,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,92022,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,96966,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,99445,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,100364,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,99475,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,99663,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,94522,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,90471,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,98466,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,100797,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,100762,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,100806,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,100359,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,99926,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,99938,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,99921,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,99939,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,99935,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,99987,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,99927,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,114878,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,169813,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,152840,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,203365,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,158721,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,118882,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,123445,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,155391,0.0,0.0
2025-06-01 00:00:00+00:00,6.262494167685873e-08,6.262668250656134e-08,6.001478425332607e-08,6.001876329264633e-08,153937,0.0,0.0
