TIMESTAMP,DEPINAI_OPEN_PRICE_USD,DEPINAI_HIGH_PRICE_USD,DEPINAI_LOW_PRICE_USD,DEPINAI_CLOSE_PRICE_USD,DEPINAI_VOLUME_USD,DEPINAI_DIVIDENDS_USD,DEPINAI_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,1028,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-06-01 00:00:00+00:00,1.078530033294875e-13,1.0822718860426656e-13,1.078530033294875e-13,1.0822718860426656e-13,45,0.0,0.0
