TIMESTAMP,PUPPIES_OPEN_PRICE_USD,PUPPIES_HIGH_PRICE_USD,PUPPIES_LOW_PRICE_USD,PUPPIES_CLOSE_PRICE_USD,PUPPIES_VOLUME_USD,PUPPIES_DIVIDENDS_USD,PUPPIES_STOCK_SPLITS_USD
2024-03-05 00:00:00+00:00,,,,0.0,219609,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,163387,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,74470,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,92914,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,232923,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,144733,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,68334,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,67894,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,45740,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,109750,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,200213,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,217992,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,96533,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,64185,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,62354,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,40855,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,26665,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,39523,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,224098,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,273944,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,675755,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,5928419,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,2359307,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,1081158,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,715508,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,2463673,0.0,0.0
2024-03-31 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,5591608,0.0,0.0
2024-04-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9413158,0.0,0.0
2024-04-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3565703,0.0,0.0
2024-04-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2191105,0.0,0.0
2024-04-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1730155,0.0,0.0
2024-04-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1902874,0.0,0.0
2024-04-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2948067,0.0,0.0
2024-04-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1482833,0.0,0.0
2024-04-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1866211,0.0,0.0
2024-04-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2346207,0.0,0.0
2024-04-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1881155,0.0,0.0
2024-04-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1108698,0.0,0.0
2024-04-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1799233,0.0,0.0
2024-04-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1713905,0.0,0.0
2024-04-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1687790,0.0,0.0
2024-04-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1237564,0.0,0.0
2024-04-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1206547,0.0,0.0
