TIMESTAMP,YELPE_OPEN_PRICE_USD,YELPE_HIGH_PRICE_USD,YELPE_LOW_PRICE_USD,YELPE_CLOSE_PRICE_USD,YELPE_VOLUME_USD,YELPE_DIVIDENDS_USD,YELPE_STOCK_SPLITS_USD
2024-12-17 00:00:00+00:00,0.0018500000005587935,0.0019600000232458115,0.0016329999780282378,0.0018789999885484576,298366,0.0,0.0
2024-12-18 00:00:00+00:00,0.0018789999885484576,0.002013999968767166,0.0017800000496208668,0.00184599997010082,215673,0.0,0.0
2024-12-19 00:00:00+00:00,0.00184599997010082,0.0028460000175982714,0.0016690000193193555,0.0018749999580904841,362000,0.0,0.0
2024-12-20 00:00:00+00:00,0.0018749999580904841,0.0046629998832941055,0.0016349999932572246,0.0016980000073090196,237349,0.0,0.0
2024-12-21 00:00:00+00:00,0.0016980000073090196,0.001825000043027103,0.0013719999697059393,0.0014029999729245901,192943,0.0,0.0
2024-12-22 00:00:00+00:00,0.0014029999729245901,0.0015279999934136868,0.0012509999796748161,0.001344999996945262,172243,0.0,0.0
2024-12-23 00:00:00+00:00,0.001344999996945262,0.001344999996945262,0.0010319999419152737,0.0011780000058934093,208995,0.0,0.0
2024-12-24 00:00:00+00:00,0.0011780000058934093,0.0013439999893307686,0.0011259999591857195,0.0011980000417679548,150923,0.0,0.0
2024-12-25 00:00:00+00:00,0.0011980000417679548,0.0012489999644458294,0.0010079999919980764,0.001069999998435378,168052,0.0,0.0
2024-12-26 00:00:00+00:00,0.001069999998435378,0.0011230000527575612,0.0008549999911338091,0.0008970000199042261,166038,0.0,0.0
2024-12-27 00:00:00+00:00,0.0008970000199042261,0.0013930000131949782,0.0008689999813213944,0.0010839999886229634,200352,0.0,0.0
2024-12-28 00:00:00+00:00,0.0010839999886229634,0.0012339999666437507,0.0009190000128000975,0.0010219999821856618,126883,0.0,0.0
2024-12-29 00:00:00+00:00,0.0010219999821856618,0.001154000055976212,0.0008839999791234732,0.0011080000549554825,177119,0.0,0.0
2024-12-30 00:00:00+00:00,0.0011080000549554825,0.00145800004247576,0.0009950000094249845,0.001117000007070601,219287,0.0,0.0
2024-12-31 00:00:00+00:00,0.0011180000146850944,0.0011470000026747584,0.0009879999561235309,0.0010089999996125698,151781,0.0,0.0
2025-01-01 00:00:00+00:00,0.0010089999996125698,0.0010519999777898192,0.0008609999786131084,0.0009790000040084124,81213,0.0,0.0
2025-01-02 00:00:00+00:00,0.0009790000040084124,0.001193000003695488,0.0009539999882690609,0.0009590000263415277,130338,0.0,0.0
2025-01-03 00:00:00+00:00,0.0009590000263415277,0.0010470000561326742,0.0008849999867379665,0.0009539999882690609,135861,0.0,0.0
2025-01-04 00:00:00+00:00,0.0009539999882690609,0.0010270000202581286,0.0009219999774359167,0.0009379999828524888,119434,0.0,0.0
2025-01-05 00:00:00+00:00,0.0009379999828524888,0.0009869999485090375,0.0008420000085607171,0.0008849999867379665,135651,0.0,0.0
2025-01-06 00:00:00+00:00,0.0008849999867379665,0.0009350000182166696,0.0008689999813213944,0.0008870000019669533,118480,0.0,0.0
2025-01-07 00:00:00+00:00,0.0008870000019669533,0.000893999997060746,0.0007570000016130507,0.0008249999955296516,123562,0.0,0.0
2025-01-08 00:00:00+00:00,0.0008249999955296516,0.0008340000058524311,0.000699999975040555,0.0007350000087171793,118960,0.0,0.0
2025-01-09 00:00:00+00:00,0.0007350000087171793,0.0007660000119358301,0.0006680000224150717,0.0006709999870508909,108012,0.0,0.0
2025-01-10 00:00:00+00:00,0.0006709999870508909,0.0007859999896027148,0.0006680000224150717,0.0007859999896027148,34600,0.0,0.0
2025-01-11 00:00:00+00:00,0.0007859999896027148,0.0008539999835193157,0.0007200000109151006,0.0007239999831654131,34964,0.0,0.0
2025-01-12 00:00:00+00:00,0.0007239999831654131,0.0007239999831654131,0.0006590000120922923,0.0006970000104047358,25158,0.0,0.0
2025-01-13 00:00:00+00:00,0.0006970000104047358,0.0007590000168420374,0.000610999995842576,0.0006680000224150717,39778,0.0,0.0
2025-01-14 00:00:00+00:00,0.0006680000224150717,0.0006980000180192292,0.0006300000241026282,0.0006730000022798777,18685,0.0,0.0
2025-01-15 00:00:00+00:00,0.0006730000022798777,0.0006799999973736703,0.0006130000110715628,0.0006189999985508621,18743,0.0,0.0
2025-01-16 00:00:00+00:00,0.0006189999985508621,0.0006220000213943422,0.0005510000046342611,0.0005680000176653266,17742,0.0,0.0
2025-01-17 00:00:00+00:00,0.0005680000176653266,0.0005840000230818987,0.0005019999807700515,0.0005210000090301037,29873,0.0,0.0
2025-01-18 00:00:00+00:00,0.0005210000090301037,0.0006510000093840063,0.00047599998652003706,0.0005600000149570405,42374,0.0,0.0
