TIMESTAMP,KICK_OPEN_PRICE_USD,KICK_HIGH_PRICE_USD,KICK_LOW_PRICE_USD,KICK_CLOSE_PRICE_USD,KICK_VOLUME_USD,KICK_DIVIDENDS_USD,KICK_STOCK_SPLITS_USD
2021-07-02 00:00:00+00:00,0.020397000014781952,0.02054000087082386,0.019596999511122704,0.020148999989032745,1884149,0.0,0.0
2021-07-03 00:00:00+00:00,0.02014799974858761,0.021143000572919846,0.01893799938261509,0.02020600065588951,1885495,0.0,0.0
2021-07-04 00:00:00+00:00,0.0202029999345541,0.020438000559806824,0.01951799914240837,0.01979300007224083,1796202,0.0,0.0
2021-07-05 00:00:00+00:00,0.01979699917137623,0.019859999418258667,0.017772000283002853,0.01795700006186962,1588606,0.0,0.0
2021-07-06 00:00:00+00:00,0.017928000539541245,0.019689999520778656,0.016002999618649483,0.019116999581456184,1600907,0.0,0.0
2021-07-07 00:00:00+00:00,0.019121000543236732,0.019274000078439713,0.01854499988257885,0.018734000623226166,1623450,0.0,0.0
2021-07-08 00:00:00+00:00,0.018758999183773994,0.018848000094294548,0.016975000500679016,0.01727999933063984,1436036,0.0,0.0
2021-07-09 00:00:00+00:00,0.017281999811530113,0.018355000764131546,0.012688999995589256,0.015035999938845634,1699943,0.0,0.0
2021-07-10 00:00:00+00:00,0.01501999981701374,0.0213600005954504,0.014605999924242496,0.01691499911248684,1686381,0.0,0.0
2021-07-11 00:00:00+00:00,0.016919000074267387,0.017180999740958214,0.015737000852823257,0.015752999112010002,1486258,0.0,0.0
2021-07-12 00:00:00+00:00,0.01575399935245514,0.01659099943935871,0.014952000230550766,0.015434999950230122,1405596,0.0,0.0
2021-07-13 00:00:00+00:00,0.015433999709784985,0.016688000410795212,0.01413699984550476,0.01494900044053793,1383638,0.0,0.0
2021-07-14 00:00:00+00:00,0.014945999719202518,0.015375000424683094,0.013411999680101871,0.01461699977517128,1292646,0.0,0.0
2021-07-15 00:00:00+00:00,0.014619999565184116,0.014882000163197517,0.013563999906182289,0.013786000199615955,1440223,0.0,0.0
2021-07-16 00:00:00+00:00,0.013805000111460686,0.013842999935150146,0.012017999775707722,0.012411000207066536,1359602,0.0,0.0
2021-07-17 00:00:00+00:00,0.012408999726176262,0.013128000311553478,0.011459999717772007,0.011849000118672848,1236388,0.0,0.0
2021-07-18 00:00:00+00:00,0.011850000359117985,0.012341000139713287,0.011295000091195107,0.011672000400722027,1181749,0.0,0.0
2021-07-19 00:00:00+00:00,0.011672000400722027,0.01168499980121851,0.01089600007981062,0.011045999825000763,1170593,0.0,0.0
2021-07-20 00:00:00+00:00,0.01105200033634901,0.011130000464618206,0.008488999679684639,0.010606000199913979,1054458,0.0,0.0
2021-07-21 00:00:00+00:00,0.010603999719023705,0.01432500034570694,0.008107000030577183,0.010692999698221684,1235232,0.0,0.0
2021-07-22 00:00:00+00:00,0.010697999969124794,0.011607999913394451,0.00938900001347065,0.010689999908208847,1032268,0.0,0.0
2021-07-23 00:00:00+00:00,0.01068899966776371,0.012164999730885029,0.010452000424265862,0.011893999762833118,1110196,0.0,0.0
2021-07-24 00:00:00+00:00,0.011893000453710556,0.011893000453710556,0.010759999975562096,0.011199000291526318,1159529,0.0,0.0
2021-07-25 00:00:00+00:00,0.011203000321984291,0.011276000179350376,0.010695000179111958,0.011024000123143196,1180320,0.0,0.0
2021-07-26 00:00:00+00:00,0.011021999642252922,0.011819999665021896,0.010836999863386154,0.011129000224173069,1177270,0.0,0.0
2021-07-27 00:00:00+00:00,0.011119999922811985,0.011226999573409557,0.009673000313341618,0.010348999872803688,1057019,0.0,0.0
2021-07-28 00:00:00+00:00,0.010351000353693962,0.010684999637305737,0.008976000361144543,0.009131000377237797,1381871,0.0,0.0
2021-07-29 00:00:00+00:00,0.009127000346779823,0.01032899972051382,0.008836000226438046,0.009895999915897846,1797132,0.0,0.0
2021-07-30 00:00:00+00:00,0.009898999705910683,0.010297000408172607,0.009159999899566174,0.009909000247716904,1949530,0.0,0.0
2021-07-31 00:00:00+00:00,0.009916000068187714,0.011095999740064144,0.009750000201165676,0.010468999855220318,1952604,0.0,0.0
2021-08-01 00:00:00+00:00,0.010460999794304371,0.011061999946832657,0.01027700025588274,0.010525000281631947,2027006,0.0,0.0
2021-08-02 00:00:00+00:00,0.010514999739825726,0.01206200011074543,0.010285000316798687,0.011408000253140926,2282610,0.0,0.0
2021-08-03 00:00:00+00:00,0.011409999802708626,0.011985000222921371,0.01039700023829937,0.010621000081300735,2214841,0.0,0.0
2021-08-04 00:00:00+00:00,0.010622000321745872,0.011834999546408653,0.010329999960958958,0.011328999884426594,2684569,0.0,0.0
2021-08-05 00:00:00+00:00,0.011327000334858894,0.011562000028789043,0.010762999765574932,0.01152500044554472,2798385,0.0,0.0
