TIMESTAMP,HBB_OPEN_PRICE_USD,HBB_HIGH_PRICE_USD,HBB_LOW_PRICE_USD,HBB_CLOSE_PRICE_USD,HBB_VOLUME_USD,HBB_DIVIDENDS_USD,HBB_STOCK_SPLITS_USD
2022-01-29 00:00:00+00:00,1.678326964378357,1.7440869808197021,1.669842004776001,1.709017038345337,786363,0.0,0.0
2022-01-30 00:00:00+00:00,1.707556962966919,1.8909310102462769,1.5724270343780518,1.7822270393371582,1799686,0.0,0.0
2022-01-31 00:00:00+00:00,1.792052984237671,2.184354066848755,1.6845500469207764,2.0730559825897217,2049708,0.0,0.0
2022-02-01 00:00:00+00:00,2.0777459144592285,2.4227540493011475,1.8790279626846313,2.3413519859313965,2232864,0.0,0.0
2022-02-02 00:00:00+00:00,2.3413710594177246,2.402924060821533,1.8366880416870117,1.861726999282837,1441354,0.0,0.0
2022-02-03 00:00:00+00:00,1.8625199794769287,1.8815950155258179,1.6733900308609009,1.680441975593567,618187,0.0,0.0
2022-02-04 00:00:00+00:00,1.6804360151290894,1.7988430261611938,1.6326570510864258,1.6915279626846313,728294,0.0,0.0
2022-02-05 00:00:00+00:00,1.6886199712753296,1.70107901096344,1.532189965248108,1.5503300428390503,318616,0.0,0.0
2022-02-06 00:00:00+00:00,1.5503170490264893,1.565121054649353,1.3936870098114014,1.55109703540802,491393,0.0,0.0
2022-02-07 00:00:00+00:00,1.5510560274124146,1.629991054534912,1.5381360054016113,1.6003400087356567,286335,0.0,0.0
2022-02-08 00:00:00+00:00,1.6006840467453003,1.6907299757003784,1.5868860483169556,1.6872680187225342,292113,0.0,0.0
2022-02-09 00:00:00+00:00,1.6872140169143677,1.7815359830856323,1.6634550094604492,1.7317399978637695,371717,0.0,0.0
2022-02-10 00:00:00+00:00,1.7317320108413696,1.7415210008621216,1.6642730236053467,1.686782956123352,183321,0.0,0.0
2022-02-11 00:00:00+00:00,1.6868280172348022,1.7119749784469604,1.534909963607788,1.5465519428253174,243558,0.0,0.0
2022-02-12 00:00:00+00:00,1.5465660095214844,1.5465660095214844,1.4954739809036255,1.5306320190429688,84545,0.0,0.0
2022-02-13 00:00:00+00:00,1.530614972114563,1.5587290525436401,1.3871649503707886,1.4066599607467651,375658,0.0,0.0
2022-02-14 00:00:00+00:00,1.4066580533981323,1.4081629514694214,1.3487420082092285,1.3564300537109375,104378,0.0,0.0
2022-02-15 00:00:00+00:00,1.3563950061798096,1.3578120470046997,1.2376660108566284,1.25963294506073,265646,0.0,0.0
2022-02-16 00:00:00+00:00,1.2596709728240967,1.263375997543335,1.227882981300354,1.2399840354919434,91772,0.0,0.0
2022-02-17 00:00:00+00:00,1.239922046661377,1.2493300437927246,1.1653950214385986,1.1716779470443726,104077,0.0,0.0
2022-02-18 00:00:00+00:00,1.171671986579895,1.1728919744491577,1.1361550092697144,1.1396180391311646,52110,0.0,0.0
2022-02-19 00:00:00+00:00,1.139585018157959,1.1964609622955322,1.1186859607696533,1.1660150289535522,121133,0.0,0.0
2022-02-20 00:00:00+00:00,1.1656800508499146,1.1682720184326172,1.1282689571380615,1.1312530040740967,96739,0.0,0.0
2022-02-21 00:00:00+00:00,1.1311110258102417,1.1411969661712646,1.005599021911621,1.0070140361785889,259371,0.0,0.0
2022-02-22 00:00:00+00:00,1.0070070028305054,1.0088820457458496,0.9518899917602539,0.9803979992866516,141575,0.0,0.0
2022-02-23 00:00:00+00:00,0.9805359840393066,1.0237640142440796,0.9382069706916809,0.9387099742889404,271789,0.0,0.0
2022-02-24 00:00:00+00:00,0.9387680292129517,0.9391689896583557,0.7755330204963684,0.8098570108413696,233532,0.0,0.0
2022-02-25 00:00:00+00:00,0.8105199933052063,0.8872330188751221,0.8033310174942017,0.8721129894256592,222849,0.0,0.0
2022-02-26 00:00:00+00:00,0.8721140027046204,0.8943549990653992,0.8487030267715454,0.8516139984130859,200895,0.0,0.0
2022-02-27 00:00:00+00:00,0.8516449928283691,0.8570820093154907,0.8163650035858154,0.8222129940986633,195805,0.0,0.0
2022-02-28 00:00:00+00:00,0.8206750154495239,0.821494996547699,0.7626090049743652,0.7901819944381714,175085,0.0,0.0
2022-03-01 00:00:00+00:00,0.7902659773826599,0.8027889728546143,0.6643459796905518,0.6830909848213196,306297,0.0,0.0
2022-03-02 00:00:00+00:00,0.6825230121612549,0.6977109909057617,0.6141780018806458,0.616441011428833,241853,0.0,0.0
2022-03-03 00:00:00+00:00,0.6165170073509216,0.6174749732017517,0.5751489996910095,0.5800060033798218,205248,0.0,0.0
2022-03-04 00:00:00+00:00,0.5803239941596985,0.5824900269508362,0.49889999628067017,0.49975401163101196,281391,0.0,0.0
2022-03-05 00:00:00+00:00,0.4997189939022064,0.6033819913864136,0.49702200293540955,0.5876410007476807,362283,0.0,0.0
2022-03-06 00:00:00+00:00,0.5876410007476807,0.5907710194587708,0.5113970041275024,0.5124359726905823,222445,0.0,0.0
2022-03-07 00:00:00+00:00,0.5124409794807434,0.5133209824562073,0.45048001408576965,0.4562090039253235,193945,0.0,0.0
2022-03-08 00:00:00+00:00,0.45614999532699585,0.5066570043563843,0.45482999086380005,0.5066570043563843,216483,0.0,0.0
2022-03-09 00:00:00+00:00,0.505545973777771,0.507785975933075,0.457722008228302,0.45936501026153564,179684,0.0,0.0
2022-03-10 00:00:00+00:00,0.45934900641441345,0.4593999981880188,0.4414159953594208,0.4470300078392029,161407,0.0,0.0
2022-03-11 00:00:00+00:00,0.4470359981060028,0.4615800082683563,0.39872801303863525,0.41207200288772583,148447,0.0,0.0
2022-03-12 00:00:00+00:00,0.41207799315452576,0.42559099197387695,0.3966369926929474,0.40658900141716003,134732,0.0,0.0
2022-03-13 00:00:00+00:00,0.40763598680496216,0.4856550097465515,0.4021790027618408,0.40308699011802673,211909,0.0,0.0
2022-03-14 00:00:00+00:00,0.40206000208854675,0.4294390082359314,0.39646801352500916,0.4204779863357544,151832,0.0,0.0
2022-03-15 00:00:00+00:00,0.42045700550079346,0.5273510217666626,0.3978419899940491,0.4079110026359558,252989,0.0,0.0
2022-03-16 00:00:00+00:00,0.407600998878479,0.45046600699424744,0.3985539972782135,0.44005298614501953,238698,0.0,0.0
2022-03-17 00:00:00+00:00,0.43972501158714294,0.46529799699783325,0.4038569927215576,0.41007399559020996,195180,0.0,0.0
2022-03-18 00:00:00+00:00,0.40915098786354065,0.4435659945011139,0.4038580060005188,0.4213370084762573,160283,0.0,0.0
2022-03-19 00:00:00+00:00,0.4207240045070648,1.1019890308380127,0.4204210042953491,0.9868249893188477,6937384,0.0,0.0
2022-03-20 00:00:00+00:00,0.9917870163917542,1.0302799940109253,0.7115439772605896,0.7209219932556152,2631949,0.0,0.0
2022-03-21 00:00:00+00:00,0.7210829854011536,0.7700790166854858,0.672776997089386,0.682075023651123,679105,0.0,0.0
2022-03-22 00:00:00+00:00,0.6798350214958191,0.6991569995880127,0.5949469804763794,0.6145200133323669,530218,0.0,0.0
2022-03-23 00:00:00+00:00,0.614920973777771,0.6266379952430725,0.5555790066719055,0.5794360041618347,318585,0.0,0.0
2022-03-24 00:00:00+00:00,0.5788019895553589,0.5816429853439331,0.5078909993171692,0.5260779857635498,343236,0.0,0.0
2022-03-25 00:00:00+00:00,0.5251079797744751,0.6018710136413574,0.5007020235061646,0.544215977191925,670650,0.0,0.0
2022-03-26 00:00:00+00:00,0.5442299842834473,0.8779370188713074,0.537073016166687,0.6657339930534363,1733722,0.0,0.0
2022-03-27 00:00:00+00:00,0.6692000031471252,0.6893230080604553,0.5810679793357849,0.6223980188369751,501565,0.0,0.0
2022-03-28 00:00:00+00:00,0.6231070160865784,0.6615899801254272,0.584792971611023,0.5865150094032288,402814,0.0,0.0
2022-03-29 00:00:00+00:00,0.5864999890327454,0.6025509834289551,0.546226978302002,0.5472729802131653,260685,0.0,0.0
2022-03-30 00:00:00+00:00,0.5457580089569092,0.6308959722518921,0.5408539772033691,0.5895270109176636,474786,0.0,0.0
2022-03-31 00:00:00+00:00,0.5887380242347717,0.6310139894485474,0.5294690132141113,0.534430980682373,356186,0.0,0.0
2022-04-01 00:00:00+00:00,0.5337510108947754,0.5451570153236389,0.5088310241699219,0.5320510268211365,255182,0.0,0.0
