TIMESTAMP,PEPECHAIN_OPEN_PRICE_USD,PEPECHAIN_HIGH_PRICE_USD,PEPECHAIN_LOW_PRICE_USD,PEPECHAIN_CLOSE_PRICE_USD,PEPECHAIN_VOLUME_USD,PEPECHAIN_DIVIDENDS_USD,PEPECHAIN_STOCK_SPLITS_USD
2023-05-10 00:00:00+00:00,,,,0.0,437513,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,162787,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,12086,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,6620,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,82423,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,10865,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,8343,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,7653,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1472,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,624,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,31468,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,7217,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,914,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,1823,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,597,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,836,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,193,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,180,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,1217,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,221,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,340,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,599,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,68,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,479,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,249,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,343,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,9940,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,113,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,398,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,443,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,143,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,479,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,147,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,70,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,79,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,198,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,644,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,168,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,630,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,70,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,235,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,88,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,75,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,53,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,178,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,94,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,175801,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,186646,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,237318,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,189053,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,165546,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,167434,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,152953,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,163693,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,157309,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,148218,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,122,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,44,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,110,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,24,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,45,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,159,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,211,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,33,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,11,0.0,0.0
