TIMESTAMP,BETA_OPEN_PRICE_USD,BETA_HIGH_PRICE_USD,BETA_LOW_PRICE_USD,BETA_CLOSE_PRICE_USD,BETA_VOLUME_USD,BETA_DIVIDENDS_USD,BETA_STOCK_SPLITS_USD
2021-10-08 00:00:00+00:00,3.400684118270874,4.634594917297363,2.6638920307159424,3.229496955871582,1629355567,0.0,0.0
2021-10-09 00:00:00+00:00,3.2334189414978027,4.46973991394043,3.1602931022644043,3.4513790607452393,976934540,0.0,0.0
2021-10-10 00:00:00+00:00,3.451992988586426,3.7503819465637207,3.1781110763549805,3.1781110763549805,191408318,0.0,0.0
2021-10-11 00:00:00+00:00,3.1766910552978516,3.3511879444122314,2.555530071258545,2.718777894973755,187175493,0.0,0.0
2021-10-12 00:00:00+00:00,2.7225470542907715,2.884922981262207,2.460732936859131,2.7538540363311768,151816498,0.0,0.0
2021-10-13 00:00:00+00:00,2.7490530014038086,2.7543370723724365,2.260369062423706,2.379625082015991,115565947,0.0,0.0
2021-10-14 00:00:00+00:00,2.3712079524993896,2.6447629928588867,2.300403118133545,2.3725109100341797,113175406,0.0,0.0
2021-10-15 00:00:00+00:00,2.375204086303711,2.4492950439453125,2.097702980041504,2.2114880084991455,95606688,0.0,0.0
2021-10-16 00:00:00+00:00,2.199794054031372,2.3688011169433594,2.160831928253174,2.1678309440612793,60749680,0.0,0.0
2021-10-17 00:00:00+00:00,2.167120933532715,2.8247430324554443,2.1061580181121826,2.4083120822906494,234214199,0.0,0.0
2021-10-18 00:00:00+00:00,2.3964040279388428,2.5327188968658447,2.239393949508667,2.263108015060425,74409827,0.0,0.0
2021-10-19 00:00:00+00:00,2.26304292678833,2.333750009536743,2.202507972717285,2.202507972717285,38113608,0.0,0.0
2021-10-20 00:00:00+00:00,2.200331926345825,2.295833110809326,2.185724973678589,2.2196099758148193,44501041,0.0,0.0
2021-10-21 00:00:00+00:00,2.2197790145874023,2.2921509742736816,2.0092380046844482,2.078157901763916,61569609,0.0,0.0
2021-10-22 00:00:00+00:00,2.0800600051879883,2.0933749675750732,1.8837469816207886,1.929203987121582,47669843,0.0,0.0
2021-10-23 00:00:00+00:00,1.927003026008606,1.9653340578079224,1.8002170324325562,1.8108030557632446,33247926,0.0,0.0
2021-10-24 00:00:00+00:00,1.8107420206069946,1.9350390434265137,1.6605780124664307,1.7240769863128662,51042829,0.0,0.0
2021-10-25 00:00:00+00:00,1.7281899452209473,2.0430219173431396,1.7067830562591553,1.8020700216293335,99192138,0.0,0.0
2021-10-26 00:00:00+00:00,1.7993359565734863,1.9554460048675537,1.7676090002059937,1.7815099954605103,50180211,0.0,0.0
2021-10-27 00:00:00+00:00,1.781391978263855,1.8264399766921997,1.6016579866409302,1.6261420249938965,45177581,0.0,0.0
2021-10-28 00:00:00+00:00,1.6237740516662598,1.6734249591827393,1.5489850044250488,1.5932689905166626,46812763,0.0,0.0
2021-10-29 00:00:00+00:00,1.5963380336761475,1.9665089845657349,1.5827009677886963,1.7989660501480103,72513841,0.0,0.0
2021-10-30 00:00:00+00:00,1.8041690587997437,1.9408119916915894,1.7306610345840454,1.7403030395507812,52918964,0.0,0.0
2021-10-31 00:00:00+00:00,1.7370530366897583,1.7720849514007568,1.6518479585647583,1.70067298412323,31574042,0.0,0.0
2021-11-01 00:00:00+00:00,1.7001440525054932,2.087116003036499,1.648071050643921,1.8651249408721924,98109467,0.0,0.0
2021-11-02 00:00:00+00:00,1.8620649576187134,1.9492839574813843,1.8012590408325195,1.8468290567398071,42118718,0.0,0.0
2021-11-03 00:00:00+00:00,1.846585988998413,2.637834072113037,1.817168951034546,2.421294927597046,308254429,0.0,0.0
2021-11-04 00:00:00+00:00,2.401844024658203,2.4689459800720215,1.8461519479751587,2.0223710536956787,140202518,0.0,0.0
2021-11-05 00:00:00+00:00,2.018528938293457,2.018528938293457,1.7534760236740112,1.7881180047988892,51979805,0.0,0.0
2021-11-06 00:00:00+00:00,1.7887979745864868,1.8474559783935547,1.6776280403137207,1.7464959621429443,35484990,0.0,0.0
2021-11-07 00:00:00+00:00,1.7468069791793823,1.819280982017517,1.7060370445251465,1.7351499795913696,29604706,0.0,0.0
2021-11-08 00:00:00+00:00,1.7381709814071655,1.7792730331420898,1.6673280000686646,1.6785650253295898,29594634,0.0,0.0
2021-11-09 00:00:00+00:00,1.6785110235214233,1.7395379543304443,1.648529052734375,1.6940150260925293,31536879,0.0,0.0
2021-11-10 00:00:00+00:00,1.693755030632019,1.699049949645996,1.3748129606246948,1.4274619817733765,58387059,0.0,0.0
2021-11-11 00:00:00+00:00,1.4222919940948486,1.4920090436935425,1.3831599950790405,1.409769058227539,48323658,0.0,0.0
2021-11-12 00:00:00+00:00,1.4080660343170166,1.4417279958724976,1.269961953163147,1.325585961341858,34777368,0.0,0.0
2021-11-13 00:00:00+00:00,1.3271839618682861,1.5464409589767456,1.2998820543289185,1.4481810331344604,73166381,0.0,0.0
2021-11-14 00:00:00+00:00,1.4480019807815552,1.459941029548645,1.3505189418792725,1.4042030572891235,36757639,0.0,0.0
2021-11-15 00:00:00+00:00,1.4055399894714355,1.4055399894714355,1.3019249439239502,1.315505027770996,28635516,0.0,0.0
2021-11-16 00:00:00+00:00,1.3175679445266724,1.3427679538726807,1.1307079792022705,1.1535500288009644,43830598,0.0,0.0
2021-11-17 00:00:00+00:00,1.1514079570770264,1.240393042564392,1.0907330513000488,1.1833109855651855,42107665,0.0,0.0
