,XRP
XEM,0.00028808360982950863
BTS,0.0003920606012180465
ETC,0.00039994663757466557
MAID,0.0028181284312503575
ARK,0.004293156685058958
DGB,0.009689294596521337
ZEN,0.013413581082566652
DOGE,0.014990350119221918
USDT,0.01659235199766548
ETH,0.019111416796333828
LSK,0.02098140199066933
BTC,0.024683167664010394
QTUM,0.025252652600226987
SYS,0.026888134170769455
KMD,0.03138329770011602
GNO,0.04305194815231717
DCR,0.06854338637112496
MONA,0.07433196721072904
SC,0.10797796691351355
ANT,0.1204781314269018
VERI,0.19180505586072963
RLC,0.243763475564562
STEEM,0.2556703113248418
FIRO,0.4264314917647568
XWC,0.8282904567180658
CON,0.8470621525170333
