,XRP
XEM,2.920959870627028e-19
DOGE,4.676638870691398e-09
ETC,2.4394156600470768e-06
SC,8.524231904730064e-06
BTS,2.0278815251819013e-05
QTUM,0.00013466246680355
ARK,0.0001681385460132
KMD,0.0001804551022355
DCR,0.00020918049941995
USDT,0.00029952046899184997
ETH,0.00041607994540985
DGB,0.0005806209940745
GNO,0.0006080275638877
LSK,0.0006302362871089
MAID,0.0007936528685539501
ZEN,0.0014908665717430001
SYS,0.0028258171645914997
BTC,0.024597807731861397
ANT,0.035074836739378654
MONA,0.039357269959351696
VERI,0.0980413921600998
STEEM,0.10116532263147215
RLC,0.1190701482967972
FIRO,0.4079216126907428
XWC,0.8515969225679365
CON,0.879415562553757
