TIMESTAMP,ECOR_OPEN_PRICE_USD,ECOR_HIGH_PRICE_USD,ECOR_LOW_PRICE_USD,ECOR_CLOSE_PRICE_USD,Adj Close,ECOR_VOLUME_USD,ECOR_DIVIDENDS_USD,ECOR_STOCK_SPLITS_USD
,0.04434071481227875,0.04455701634287834,0.043761685490608215,0.04415076971054077,,8287.0,0.0,0.0
