TIMESTAMP,TIMES_OPEN_PRICE_USD,TIMES_HIGH_PRICE_USD,TIMES_LOW_PRICE_USD,TIMES_CLOSE_PRICE_USD,TIMES_VOLUME_USD,TIMES_DIVIDENDS_USD,TIMES_STOCK_SPLITS_USD
2024-10-02 00:00:00+00:00,0.022038999944925308,0.02221599966287613,0.020743999630212784,0.02171199955046177,56934,0.0,0.0
2024-10-03 00:00:00+00:00,0.02171199955046177,0.028673000633716583,0.021710999310016632,0.02519500069320202,148024,0.0,0.0
2024-10-04 00:00:00+00:00,0.02519500069320202,0.03057200089097023,0.024685999378561974,0.029479000717401505,135774,0.0,0.0
2024-10-05 00:00:00+00:00,0.029479000717401505,0.03113199956715107,0.025671999901533127,0.029254000633955002,218154,0.0,0.0
2024-10-06 00:00:00+00:00,0.029254000633955002,0.03244899958372116,0.018542999401688576,0.028289999812841415,67606,0.0,0.0
2024-10-07 00:00:00+00:00,0.028289999812841415,0.030673999339342117,0.015943000093102455,0.023307999595999718,54861,0.0,0.0
2024-10-08 00:00:00+00:00,0.023307999595999718,0.1311360001564026,0.012457000091671944,0.018755000084638596,46240,0.0,0.0
2024-10-09 00:00:00+00:00,1.478680968284607,1.6037919521331787,0.01464099995791912,0.02362699992954731,32660,0.0,0.0
2024-10-10 00:00:00+00:00,0.02362699992954731,0.03896300122141838,0.023538000881671906,0.026758000254631042,59869,0.0,0.0
2024-10-11 00:00:00+00:00,0.026758000254631042,0.029126999899744987,0.025752000510692596,0.02843400090932846,17070,0.0,0.0
2024-10-12 00:00:00+00:00,0.02843400090932846,0.8741139769554138,0.02090200036764145,0.026948999613523483,6400,0.0,0.0
2024-10-13 00:00:00+00:00,0.02694999985396862,0.028707999736070633,0.025844000279903412,0.028629999607801437,25810,0.0,0.0
2024-10-14 00:00:00+00:00,0.028884999454021454,0.03079400025308132,0.027966000139713287,0.030561000108718872,55796,0.0,0.0
2024-10-15 00:00:00+00:00,0.030561000108718872,0.031713999807834625,0.02721799910068512,0.027912000194191933,71144,0.0,0.0
2024-10-16 00:00:00+00:00,0.027912000194191933,0.03060699999332428,0.021113000810146332,0.02113099955022335,465153,0.0,0.0
2024-10-17 00:00:00+00:00,0.02113099955022335,0.02197200059890747,0.02049200050532818,0.020640000700950623,11642,0.0,0.0
2024-10-18 00:00:00+00:00,0.020635999739170074,0.02204499952495098,0.018744999542832375,0.018744999542832375,265855,0.0,0.0
2024-10-19 00:00:00+00:00,0.018744999542832375,0.018890999257564545,0.016995999962091446,0.01707500033080578,97914,0.0,0.0
2024-10-20 00:00:00+00:00,0.01707500033080578,0.018149999901652336,0.016961999237537384,0.01728600077331066,83888,0.0,0.0
2024-10-21 00:00:00+00:00,0.01728600077331066,0.017698999494314194,0.01656999997794628,0.016970999538898468,33307,0.0,0.0
2024-10-22 00:00:00+00:00,0.016970999538898468,0.01699499972164631,0.01576399989426136,0.016026999801397324,23360,0.0,0.0
2024-10-23 00:00:00+00:00,0.016026999801397324,0.016272999346256256,0.014965999871492386,0.016029000282287598,31997,0.0,0.0
2024-10-24 00:00:00+00:00,0.016102999448776245,0.016498999670147896,0.015879999846220016,0.01590000092983246,7227,0.0,0.0
2024-10-25 00:00:00+00:00,0.01590000092983246,0.01652899943292141,0.013826999813318253,0.013826999813318253,10395,0.0,0.0
