,0
0,6.632801310221354
1,6.7062274563697075
2,6.751898980909778
3,7.0049992879231775
4,6.4731706188571065
5,7.638398742675781
6,6.854819020917339
7,7.9863266483429936
8,7.812395368303571
9,8.214229460685484
10,6.698414103190104
11,6.598009663243448
