TIMESTAMP,HELA_OPEN_PRICE_USD,HELA_HIGH_PRICE_USD,HELA_LOW_PRICE_USD,HELA_CLOSE_PRICE_USD,HELA_VOLUME_USD,HELA_DIVIDENDS_USD,HELA_STOCK_SPLITS_USD
2024-12-03 00:00:00+00:00,0.0007999999797903001,0.0008919999818317592,0.0007149999728426337,0.0008829999715089798,123414,0.0,0.0
2024-12-04 00:00:00+00:00,0.0008829999715089798,0.0009660000214353204,0.0006489999941550195,0.0006639999919570982,138162,0.0,0.0
2024-12-05 00:00:00+00:00,0.0006639999919570982,0.0007820000173524022,0.0006639999919570982,0.0007300000288523734,83090,0.0,0.0
2024-12-06 00:00:00+00:00,0.0007469999836757779,0.0008430000161752105,0.0005440000095404685,0.0005530000198632479,119863,0.0,0.0
2024-12-07 00:00:00+00:00,0.0005530000198632479,0.0006619999767281115,0.000506000011228025,0.0005089999758638442,102492,0.0,0.0
2024-12-08 00:00:00+00:00,0.0006140000186860561,0.0010310000507161021,0.000547999981790781,0.0008859999943524599,346217,0.0,0.0
2024-12-09 00:00:00+00:00,0.0008859999943524599,0.00088900001719594,0.0006040000007487833,0.0006689999718219042,93902,0.0,0.0
2024-12-10 00:00:00+00:00,0.0006689999718219042,0.0007730000070296228,0.0005290000117383897,0.0006200000061653554,147431,0.0,0.0
2024-12-11 00:00:00+00:00,0.0006200000061653554,0.0008030000026337802,0.0005699999746866524,0.0006760000251233578,74653,0.0,0.0
2024-12-12 00:00:00+00:00,0.0006760000251233578,0.0007239999831654131,0.0006189999985508621,0.0006389999762177467,44726,0.0,0.0
2024-12-13 00:00:00+00:00,0.0006389999762177467,0.0007360000163316727,0.0005499999970197678,0.0006130000110715628,76110,0.0,0.0
2024-12-14 00:00:00+00:00,0.0006130000110715628,0.000707999977748841,0.0005929999751970172,0.0006290000164881349,45540,0.0,0.0
2024-12-15 00:00:00+00:00,0.0006290000164881349,0.0007680000271648169,0.0006280000088736415,0.0006990000256337225,56067,0.0,0.0
2024-12-16 00:00:00+00:00,0.0006990000256337225,0.000707999977748841,0.0005370000144466758,0.0005440000095404685,51306,0.0,0.0
2024-12-17 00:00:00+00:00,0.0005440000095404685,0.0005530000198632479,0.00040099999750964344,0.00045900000259280205,43932,0.0,0.0
2024-12-18 00:00:00+00:00,0.00045900000259280205,0.00047500000800937414,0.0003980000037699938,0.0003980000037699938,25838,0.0,0.0
2024-12-19 00:00:00+00:00,0.0003980000037699938,0.0005119999987073243,0.0003650000144261867,0.0004309999931138009,52157,0.0,0.0
2024-12-20 00:00:00+00:00,0.0004309999931138009,0.0004400000034365803,0.00036100001307204366,0.00038400001358240843,10526,0.0,0.0
2024-12-21 00:00:00+00:00,0.00038400001358240843,0.00038400001358240843,0.00030399998649954796,0.0003129999968223274,11944,0.0,0.0
2024-12-22 00:00:00+00:00,0.0003129999968223274,0.00031400000443682075,0.00028700000257231295,0.0003060000017285347,12457,0.0,0.0
2024-12-23 00:00:00+00:00,0.0003060000017285347,0.0024679999332875013,0.0002840000088326633,0.0009670000290498137,2071099,0.0,0.0
2024-12-24 00:00:00+00:00,0.0009670000290498137,0.001167000038549304,0.000598000013269484,0.000737000023946166,219495,0.0,0.0
2024-12-25 00:00:00+00:00,0.000737000023946166,0.0011309999972581863,0.0005869999877177179,0.0009250000002793968,186060,0.0,0.0
2024-12-26 00:00:00+00:00,0.0009299999801442027,0.0009399999980814755,0.00056900002527982,0.0005890000029467046,238127,0.0,0.0
2024-12-27 00:00:00+00:00,0.0005890000029467046,0.0007259999983943999,0.0005890000029467046,0.0006469999789260328,47327,0.0,0.0
2024-12-28 00:00:00+00:00,0.0006469999789260328,0.00076299998909235,0.000598000013269484,0.0006510000093840063,56693,0.0,0.0
2024-12-29 00:00:00+00:00,0.0006510000093840063,0.0009360000258311629,0.0005920000257901847,0.000699999975040555,130613,0.0,0.0
2024-12-30 00:00:00+00:00,0.000699999975040555,0.0007830000249668956,0.0006220000213943422,0.0006840000278316438,51369,0.0,0.0
2024-12-31 00:00:00+00:00,0.0006900000153109431,0.0007140000234358013,0.0006009999779053032,0.00060299999313429,48055,0.0,0.0
2025-01-01 00:00:00+00:00,0.00060299999313429,0.0011230000527575612,0.0005370000144466758,0.0010130000300705433,168319,0.0,0.0
2025-01-02 00:00:00+00:00,0.0010130000300705433,0.001661999966017902,0.0007430000114254653,0.0011899999808520079,674530,0.0,0.0
2025-01-03 00:00:00+00:00,0.0011899999808520079,0.002348999958485365,0.0005779999773949385,0.0006040000007487833,740030,0.0,0.0
2025-01-04 00:00:00+00:00,0.0006040000007487833,0.0007570000016130507,0.0005600000149570405,0.0006719999946653843,188053,0.0,0.0
2025-01-05 00:00:00+00:00,0.0006719999946653843,0.0007300000288523734,0.0005419999943114817,0.0005419999943114817,161909,0.0,0.0
2025-01-06 00:00:00+00:00,0.0005419999943114817,0.0005729999975301325,0.0004889999981969595,0.0005130000063218176,147449,0.0,0.0
2025-01-07 00:00:00+00:00,0.0005130000063218176,0.0005169999785721302,0.00043399998685345054,0.00045399999362416565,117961,0.0,0.0
2025-01-08 00:00:00+00:00,0.00045399999362416565,0.0004839999892283231,0.0003640000068116933,0.000371000001905486,115892,0.0,0.0
2025-01-09 00:00:00+00:00,0.000371000001905486,0.000391999987186864,0.00033000000985339284,0.00033000000985339284,98584,0.0,0.0
2025-01-10 00:00:00+00:00,0.00033000000985339284,0.00035600000410340726,0.0002519999979995191,0.0002749999985098839,108799,0.0,0.0
2025-01-11 00:00:00+00:00,0.0002749999985098839,0.00031400000443682075,0.00026000000070780516,0.00029299999005161226,107606,0.0,0.0
2025-01-12 00:00:00+00:00,0.00029299999005161226,0.00030499999411404133,0.0002770000137388706,0.0002770000137388706,105076,0.0,0.0
2025-01-13 00:00:00+00:00,0.0002770000137388706,0.0002809999859891832,0.00016199999663513154,0.00021499999274965376,125356,0.0,0.0
2025-01-14 00:00:00+00:00,0.00021499999274965376,0.00023099999816622585,0.00019099999917671084,0.00020399999630171806,93367,0.0,0.0
2025-01-15 00:00:00+00:00,0.00020399999630171806,0.00021600000036414713,0.0001849999971454963,0.00020500000391621143,89775,0.0,0.0
2025-01-16 00:00:00+00:00,0.00020500000391621143,0.00024300000222865492,0.00020500000391621143,0.00022499999613501132,87693,0.0,0.0
2025-01-17 00:00:00+00:00,0.00022499999613501132,0.00022699999681208283,0.00020399999630171806,0.00020900000527035445,84953,0.0,0.0
