TIMESTAMP,TIGRA_OPEN_PRICE_USD,TIGRA_HIGH_PRICE_USD,TIGRA_LOW_PRICE_USD,TIGRA_CLOSE_PRICE_USD,TIGRA_VOLUME_USD,TIGRA_DIVIDENDS_USD,TIGRA_STOCK_SPLITS_USD
2024-03-14 00:00:00+00:00,0.0018100000452250242,0.0019280000124126673,0.00101500004529953,0.0016710000345483422,200015,0.0,0.0
2024-03-15 00:00:00+00:00,0.0016710000345483422,0.002435999922454357,0.001285000005736947,0.0016969999996945262,175087,0.0,0.0
2024-03-16 00:00:00+00:00,0.0016969999996945262,0.004867999814450741,0.0009560000034980476,0.002317999955266714,663937,0.0,0.0
2024-03-17 00:00:00+00:00,0.002317999955266714,0.0054060001857578754,0.0021150000393390656,0.004064000211656094,1791347,0.0,0.0
2024-03-18 00:00:00+00:00,0.003918999806046486,0.005276999901980162,0.002219999907538295,0.003014999907463789,520938,0.0,0.0
2024-03-19 00:00:00+00:00,0.0028699999675154686,0.0034370000939816236,0.0022529999259859324,0.0024029999040067196,251413,0.0,0.0
2024-03-20 00:00:00+00:00,0.0024029999040067196,0.002675000112503767,0.0016580000519752502,0.00241199997253716,130924,0.0,0.0
2024-03-21 00:00:00+00:00,0.00241199997253716,0.0025839998852461576,0.0017010000301524997,0.002188999904319644,177426,0.0,0.0
2024-03-22 00:00:00+00:00,0.002188999904319644,0.002188999904319644,0.0014639999717473984,0.0017239999724552035,226411,0.0,0.0
2024-03-23 00:00:00+00:00,0.0017239999724552035,0.0025130000431090593,0.0016250000335276127,0.002440999960526824,127483,0.0,0.0
2024-03-24 00:00:00+00:00,0.002440999960526824,0.002581000095233321,0.001728000002913177,0.0020169999916106462,167838,0.0,0.0
2024-03-25 00:00:00+00:00,0.0020169999916106462,0.0022479998879134655,0.0016509999986737967,0.0021750000305473804,118404,0.0,0.0
2024-03-26 00:00:00+00:00,0.0021750000305473804,0.002334000077098608,0.0016540000215172768,0.0020469999872148037,153371,0.0,0.0
2024-03-27 00:00:00+00:00,0.0020469999872148037,0.0025480000767856836,0.0015460000140592456,0.0019470000406727195,417569,0.0,0.0
2024-03-28 00:00:00+00:00,0.0019470000406727195,0.0019470000406727195,0.0011480000102892518,0.0013429999817162752,164434,0.0,0.0
2024-03-29 00:00:00+00:00,0.0013429999817162752,0.0013490000274032354,0.0008619999862276018,0.0008829999715089798,235482,0.0,0.0
2024-03-30 00:00:00+00:00,0.0008829999715089798,0.0009950000094249845,0.0007580000092275441,0.0008249999955296516,54559,0.0,0.0
2024-03-31 00:00:00+00:00,0.0008249999955296516,0.0013670000480487943,0.0008249999955296516,0.0013160000089555979,86824,0.0,0.0
2024-04-01 00:00:00+00:00,0.0013160000089555979,0.0013160000089555979,0.000944000028539449,0.0009800000116229057,80920,0.0,0.0
2024-04-02 00:00:00+00:00,0.0009800000116229057,0.00113800005055964,0.0006810000049881637,0.0009210000280290842,103616,0.0,0.0
2024-04-03 00:00:00+00:00,0.0009210000280290842,0.0011680000461637974,0.000818000000435859,0.0010849999962374568,66557,0.0,0.0
2024-04-04 00:00:00+00:00,0.0010849999962374568,0.0012839999981224537,0.0009059999720193446,0.0009319999953731894,70438,0.0,0.0
2024-04-05 00:00:00+00:00,0.0009319999953731894,0.0010189999593421817,0.0008500000112690032,0.0009219999774359167,38245,0.0,0.0
2024-04-06 00:00:00+00:00,0.0009219999774359167,0.0012700000079348683,0.0008030000026337802,0.0010450000409036875,85151,0.0,0.0
