TIMESTAMP,OPIUM_OPEN_PRICE_USD,OPIUM_HIGH_PRICE_USD,OPIUM_LOW_PRICE_USD,OPIUM_CLOSE_PRICE_USD,OPIUM_VOLUME_USD,OPIUM_DIVIDENDS_USD,OPIUM_STOCK_SPLITS_USD
2021-01-27 00:00:00+00:00,5.713202953338623,7.9449992179870605,4.1328301429748535,7.756565093994141,380601,0.0,0.0
2021-01-28 00:00:00+00:00,7.756557941436768,8.885613441467285,3.6928610801696777,4.987863063812256,1210199,0.0,0.0
2021-01-29 00:00:00+00:00,4.877049922943115,16.15554428100586,4.7164812088012695,13.511021614074707,14094442,0.0,0.0
2021-01-30 00:00:00+00:00,13.508770942687988,20.200429916381836,13.222429275512695,17.340120315551758,8445184,0.0,0.0
2021-01-31 00:00:00+00:00,17.341251373291016,18.47246742248535,15.104083061218262,16.281513214111328,1195196,0.0,0.0
2021-02-01 00:00:00+00:00,16.281417846679688,18.212371826171875,15.921392440795898,17.33612060546875,1417378,0.0,0.0
2021-02-02 00:00:00+00:00,17.339012145996094,19.618139266967773,16.721044540405273,18.85054588317871,2056522,0.0,0.0
2021-02-03 00:00:00+00:00,18.8514347076416,21.001617431640625,18.721616744995117,20.336854934692383,2042018,0.0,0.0
2021-02-04 00:00:00+00:00,20.338041305541992,20.83205223083496,17.715740203857422,17.715740203857422,630528,0.0,0.0
2021-02-05 00:00:00+00:00,17.714866638183594,19.70848846435547,17.714866638183594,19.700428009033203,1647177,0.0,0.0
2021-02-06 00:00:00+00:00,19.701133728027344,20.350130081176758,18.23153305053711,19.844541549682617,591616,0.0,0.0
2021-02-07 00:00:00+00:00,19.842540740966797,20.5841007232666,18.358976364135742,18.522621154785156,1237439,0.0,0.0
2021-02-08 00:00:00+00:00,18.525480270385742,19.652742385864258,17.3619441986084,19.312992095947266,640934,0.0,0.0
2021-02-09 00:00:00+00:00,19.314271926879883,19.639589309692383,17.939485549926758,18.14106559753418,1265188,0.0,0.0
2021-02-10 00:00:00+00:00,18.141845703125,18.25523567199707,15.811821937561035,16.081331253051758,1012494,0.0,0.0
2021-02-11 00:00:00+00:00,16.076475143432617,17.711017608642578,15.940814018249512,16.88125991821289,910288,0.0,0.0
2021-02-12 00:00:00+00:00,16.880125045776367,17.545154571533203,16.190187454223633,16.623504638671875,822903,0.0,0.0
2021-02-13 00:00:00+00:00,16.62259292602539,16.916555404663086,16.1164493560791,16.300857543945312,225184,0.0,0.0
2021-02-14 00:00:00+00:00,16.30063819885254,16.862083435058594,14.70926284790039,14.824565887451172,624256,0.0,0.0
2021-02-15 00:00:00+00:00,14.822870254516602,14.872088432312012,12.369848251342773,13.845044136047363,1590423,0.0,0.0
2021-02-16 00:00:00+00:00,13.845629692077637,14.26355266571045,13.282644271850586,13.641538619995117,353520,0.0,0.0
2021-02-17 00:00:00+00:00,13.587661743164062,14.272298812866211,12.929229736328125,13.038762092590332,889432,0.0,0.0
2021-02-18 00:00:00+00:00,13.057674407958984,14.260810852050781,13.057674407958984,13.524223327636719,593734,0.0,0.0
2021-02-19 00:00:00+00:00,13.513832092285156,13.905113220214844,13.414754867553711,13.805378913879395,328212,0.0,0.0
2021-02-20 00:00:00+00:00,13.795138359069824,13.943045616149902,11.38956356048584,11.733128547668457,1999407,0.0,0.0
2021-02-21 00:00:00+00:00,11.733745574951172,12.84328556060791,11.669654846191406,12.621776580810547,1204141,0.0,0.0
2021-02-22 00:00:00+00:00,12.619930267333984,12.6686372756958,11.143959045410156,11.733201026916504,3111093,0.0,0.0
2021-02-23 00:00:00+00:00,11.733369827270508,12.199056625366211,8.648911476135254,9.957655906677246,272784,0.0,0.0
2021-02-24 00:00:00+00:00,9.953145980834961,11.433650016784668,9.868165969848633,10.106184959411621,2490738,0.0,0.0
2021-02-25 00:00:00+00:00,10.107050895690918,10.151531219482422,8.540388107299805,8.594080924987793,626791,0.0,0.0
2021-02-26 00:00:00+00:00,8.581185340881348,9.255433082580566,8.02794075012207,8.467230796813965,374776,0.0,0.0
