TIMESTAMP,AIYP_OPEN_PRICE_USD,AIYP_HIGH_PRICE_USD,AIYP_LOW_PRICE_USD,AIYP_CLOSE_PRICE_USD,AIYP_VOLUME_USD,AIYP_DIVIDENDS_USD,AIYP_STOCK_SPLITS_USD
2025-02-03 00:00:00+00:00,0.0024190000258386135,0.0032740000169724226,0.0020069999154657125,0.0032569998875260353,31236,0.0,0.0
2025-02-04 00:00:00+00:00,0.0032569998875260353,0.0035600000992417336,0.0030040000565350056,0.003111999947577715,16980,0.0,0.0
2025-02-05 00:00:00+00:00,0.003111999947577715,0.0032889998983591795,0.0027620000764727592,0.002785000018775463,7616,0.0,0.0
2025-02-06 00:00:00+00:00,0.002785000018775463,0.002905000001192093,0.0023499999660998583,0.0023900000378489494,9077,0.0,0.0
2025-02-07 00:00:00+00:00,0.0023900000378489494,0.002833999926224351,0.002389000030234456,0.0024250000715255737,19139,0.0,0.0
2025-02-08 00:00:00+00:00,0.0024250000715255737,0.0027169999666512012,0.0024250000715255737,0.0027149999514222145,4390,0.0,0.0
2025-02-09 00:00:00+00:00,0.0027149999514222145,0.0027620000764727592,0.0023870000150054693,0.0024649999104440212,2826,0.0,0.0
2025-02-10 00:00:00+00:00,0.0024649999104440212,0.0027169999666512012,0.002389000030234456,0.00253499997779727,4136,0.0,0.0
2025-02-11 00:00:00+00:00,0.00253499997779727,0.003065000055357814,0.0021959999576210976,0.0022169998846948147,34865,0.0,0.0
2025-02-12 00:00:00+00:00,0.0022169998846948147,0.002319999970495701,0.001969000091776252,0.002225999953225255,5826,0.0,0.0
2025-02-13 00:00:00+00:00,0.002225999953225255,0.00228299992159009,0.002025000052526593,0.002025000052526593,1837,0.0,0.0
2025-02-14 00:00:00+00:00,0.002025000052526593,0.002626999979838729,0.002025000052526593,0.0025569999124854803,14538,0.0,0.0
2025-02-15 00:00:00+00:00,0.0025569999124854803,0.0025569999124854803,0.0021800000686198473,0.0022330000065267086,5233,0.0,0.0
2025-02-16 00:00:00+00:00,0.0022330000065267086,0.0024979999288916588,0.002222999930381775,0.002357000019401312,25362,0.0,0.0
2025-02-17 00:00:00+00:00,0.002357000019401312,0.002386000007390976,0.0022040000185370445,0.0022730000782757998,5128,0.0,0.0
2025-02-18 00:00:00+00:00,0.0022730000782757998,0.0023539999965578318,0.002041999949142337,0.002317999955266714,16749,0.0,0.0
2025-02-19 00:00:00+00:00,0.002317999955266714,0.002644000109285116,0.002176000038161874,0.002248999895527959,21751,0.0,0.0
2025-02-20 00:00:00+00:00,0.002248999895527959,0.002911000046879053,0.0022090000566095114,0.002911000046879053,18635,0.0,0.0
2025-02-21 00:00:00+00:00,0.002911000046879053,0.003128000069409609,0.002658999990671873,0.00292299990542233,29638,0.0,0.0
2025-02-22 00:00:00+00:00,0.00292299990542233,0.0033660000190138817,0.002877000020816922,0.003252000082284212,6653,0.0,0.0
2025-02-23 00:00:00+00:00,0.003252000082284212,0.003252000082284212,0.002940000034868717,0.0029670000076293945,3196,0.0,0.0
2025-02-24 00:00:00+00:00,0.0029670000076293945,0.003258999902755022,0.0025049999821931124,0.0026259999722242355,17139,0.0,0.0
2025-02-25 00:00:00+00:00,0.0026259999722242355,0.002812999999150634,0.0026259999722242355,0.002807999961078167,8725,0.0,0.0
2025-02-26 00:00:00+00:00,0.002807999961078167,0.0030960000585764647,0.0027920000720769167,0.0030429998878389597,8530,0.0,0.0
2025-02-27 00:00:00+00:00,0.0030429998878389597,0.003367000026628375,0.0030429998878389597,0.003114999970421195,11119,0.0,0.0
2025-02-28 00:00:00+00:00,0.003114999970421195,0.003126000054180622,0.0028230000752955675,0.0030759999062865973,6131,0.0,0.0
2025-03-01 00:00:00+00:00,0.0030759999062865973,0.003117999993264675,0.0028150000143796206,0.0028619999065995216,5628,0.0,0.0
