TIMESTAMP,RETARD_OPEN_PRICE_USD,RETARD_HIGH_PRICE_USD,RETARD_LOW_PRICE_USD,RETARD_CLOSE_PRICE_USD,RETARD_VOLUME_USD,RETARD_DIVIDENDS_USD,RETARD_STOCK_SPLITS_USD
2025-05-23 00:00:00+00:00,0.008476999588310719,0.012064999900758266,0.007170999888330698,0.010633000172674656,3877989,0.0,0.0
2025-05-24 00:00:00+00:00,0.010603000409901142,0.011320999823510647,0.007941000163555145,0.008283999748528004,1999464,0.0,0.0
2025-05-25 00:00:00+00:00,0.008201000280678272,0.00865899957716465,0.006072999909520149,0.008298000320792198,3008200,0.0,0.0
2025-05-26 00:00:00+00:00,0.008298000320792198,0.009398000314831734,0.006184000056236982,0.006492000073194504,1692852,0.0,0.0
2025-05-27 00:00:00+00:00,0.006492000073194504,0.008809000253677368,0.005657999776303768,0.0057020001113414764,2439147,0.0,0.0
2025-05-28 00:00:00+00:00,0.005698000080883503,0.005886999890208244,0.003717999905347824,0.004453999921679497,2488861,0.0,0.0
2025-05-29 00:00:00+00:00,0.004453999921679497,0.005795999895781279,0.0038560000248253345,0.0038870000280439854,1340374,0.0,0.0
2025-05-30 00:00:00+00:00,0.0038870000280439854,0.006990999914705753,0.0034600000362843275,0.005417000036686659,2470393,0.0,0.0
2025-05-31 00:00:00+00:00,0.005417000036686659,0.00875999964773655,0.00456599984318018,0.007437999825924635,2567937,0.0,0.0
2025-06-01 00:00:00+00:00,0.007438404485583305,0.0086341742426157,0.0069065154530107975,0.007371487561613321,1329975,0.0,0.0
