TIMESTAMP,INN_OPEN_PRICE_USD,INN_HIGH_PRICE_USD,INN_LOW_PRICE_USD,INN_CLOSE_PRICE_USD,INN_VOLUME_USD,INN_DIVIDENDS_USD,INN_STOCK_SPLITS_USD
2017-11-08 00:00:00+00:00,3.8633899688720703,3.8918700218200684,3.554949998855591,3.8918700218200684,160993,0.0,0.0
2017-11-09 00:00:00+00:00,3.8876500129699707,4.322420120239258,3.468090057373047,3.813260078430176,151818,0.0,0.0
2017-11-10 00:00:00+00:00,3.8246700763702393,4.857309818267822,3.817929983139038,4.478390216827393,186276,0.0,0.0
2017-11-11 00:00:00+00:00,4.5995001792907715,4.732049942016602,3.407520055770874,3.407520055770874,108495,0.0,0.0
2017-11-12 00:00:00+00:00,3.4053399562835693,3.904439926147461,2.762209892272949,3.066230058670044,83628,0.0,0.0
2017-11-13 00:00:00+00:00,3.0706698894500732,4.429480075836182,3.0025699138641357,3.789760112762451,103825,0.0,0.0
2017-11-14 00:00:00+00:00,3.7977800369262695,4.2823100090026855,3.685580015182495,4.113150119781494,130634,0.0,0.0
2017-11-15 00:00:00+00:00,4.088890075683594,4.627500057220459,4.046710014343262,4.1417999267578125,143699,0.0,0.0
2017-11-16 00:00:00+00:00,4.090839862823486,4.850689888000488,3.926729917526245,4.4286298751831055,87832,0.0,0.0
2017-11-17 00:00:00+00:00,4.419159889221191,4.680309772491455,3.847939968109131,3.8840999603271484,77591,0.0,0.0
2017-11-18 00:00:00+00:00,3.901979923248291,4.314000129699707,3.4949700832366943,3.8446600437164307,134012,0.0,0.0
2017-11-19 00:00:00+00:00,3.8818299770355225,3.9918301105499268,3.0790700912475586,3.2194600105285645,97817,0.0,0.0
2017-11-20 00:00:00+00:00,3.2179300785064697,3.909640073776245,2.9233999252319336,3.681180000305176,158414,0.0,0.0
2017-11-21 00:00:00+00:00,3.822740077972412,3.86830997467041,3.0688300132751465,3.240679979324341,136375,0.0,0.0
2017-11-22 00:00:00+00:00,3.2485499382019043,3.819089889526367,3.146820068359375,3.6318700313568115,146828,0.0,0.0
2017-11-23 00:00:00+00:00,3.630729913711548,3.65162992477417,3.2170400619506836,3.2170400619506836,117032,0.0,0.0
2017-11-24 00:00:00+00:00,3.2942399978637695,3.4696900844573975,2.845319986343384,3.2714600563049316,177461,0.0,0.0
2017-11-25 00:00:00+00:00,3.2649199962615967,3.2661099433898926,2.1922600269317627,2.66402006149292,144130,0.0,0.0
2017-11-26 00:00:00+00:00,2.6630899906158447,3.004080057144165,1.8163000345230103,2.3583900928497314,128997,0.0,0.0
2017-11-27 00:00:00+00:00,2.3588600158691406,2.7597498893737793,1.9468200206756592,2.5416300296783447,172121,0.0,0.0
2017-11-28 00:00:00+00:00,2.548140048980713,4.540500164031982,2.421099901199341,4.540500164031982,173648,0.0,0.0
2017-11-29 00:00:00+00:00,4.4687700271606445,4.548220157623291,3.209789991378784,3.2198901176452637,157218,0.0,0.0
2017-11-30 00:00:00+00:00,3.269200086593628,3.9860899448394775,3.2469699382781982,3.781169891357422,94320,0.0,0.0
2017-12-01 00:00:00+00:00,3.7245700359344482,4.03794002532959,3.471640110015869,3.7229700088500977,97781,0.0,0.0
2017-12-02 00:00:00+00:00,3.719909906387329,4.094220161437988,3.628459930419922,3.994889974594116,108372,0.0,0.0
2017-12-03 00:00:00+00:00,3.998729944229126,4.50993013381958,3.6935300827026367,4.50993013381958,157982,0.0,0.0
2017-12-04 00:00:00+00:00,4.641729831695557,5.016829967498779,3.86860990524292,4.17963981628418,91105,0.0,0.0
2017-12-05 00:00:00+00:00,4.187530040740967,4.687580108642578,3.969759941101074,3.969759941101074,99369,0.0,0.0
2017-12-06 00:00:00+00:00,3.9609498977661133,4.476160049438477,3.5559399127960205,3.77987003326416,99087,0.0,0.0
2017-12-07 00:00:00+00:00,3.773400068283081,4.762020111083984,3.3669800758361816,4.609739780426025,123745,0.0,0.0
2017-12-08 00:00:00+00:00,4.55364990234375,4.598710060119629,2.5617599487304688,3.7338199615478516,127059,0.0,0.0
2017-12-09 00:00:00+00:00,3.730070114135742,4.5914201736450195,3.5664899349212646,3.8633100986480713,115701,0.0,0.0
2017-12-10 00:00:00+00:00,3.8788599967956543,4.334949970245361,3.3687100410461426,4.0104899406433105,72599,0.0,0.0
2017-12-11 00:00:00+00:00,3.9814400672912598,5.165329933166504,3.9324300289154053,4.329349994659424,109927,0.0,0.0
2017-12-12 00:00:00+00:00,4.348100185394287,5.155900001525879,4.207499980926514,4.601759910583496,111906,0.0,0.0
2017-12-13 00:00:00+00:00,4.605639934539795,5.492350101470947,4.364560127258301,4.840099811553955,121576,0.0,0.0
2017-12-14 00:00:00+00:00,4.824709892272949,5.204539775848389,4.427130222320557,4.7203898429870605,156122,0.0,0.0
2017-12-15 00:00:00+00:00,4.727530002593994,5.118080139160156,4.612339973449707,4.80826997756958,114327,0.0,0.0
2017-12-16 00:00:00+00:00,4.949930191040039,6.119480133056641,4.771100044250488,5.364439964294434,135167,0.0,0.0
2017-12-17 00:00:00+00:00,5.352849960327148,5.787539958953857,5.163839817047119,5.200669765472412,139807,0.0,0.0
2017-12-18 00:00:00+00:00,5.2571702003479,5.333290100097656,4.978829860687256,5.154900074005127,148884,0.0,0.0
2017-12-19 00:00:00+00:00,5.153029918670654,5.238210201263428,4.756919860839844,4.936520099639893,105712,0.0,0.0
2017-12-20 00:00:00+00:00,4.9317498207092285,4.9317498207092285,4.246049880981445,4.605309963226318,122478,0.0,0.0
2017-12-21 00:00:00+00:00,4.864850044250488,5.188149929046631,4.213819980621338,4.412499904632568,139178,0.0,0.0
2017-12-22 00:00:00+00:00,4.427609920501709,4.4693498611450195,3.119529962539673,3.8168699741363525,93624,0.0,0.0
2017-12-23 00:00:00+00:00,3.695199966430664,4.448599815368652,3.6634199619293213,4.007460117340088,77684,0.0,0.0
2017-12-24 00:00:00+00:00,4.052159786224365,4.172989845275879,3.4571499824523926,3.9554600715637207,83759,0.0,0.0
2017-12-25 00:00:00+00:00,3.9953200817108154,4.22491979598999,3.7340800762176514,4.069900035858154,118217,0.0,0.0
2017-12-26 00:00:00+00:00,4.022830009460449,4.921030044555664,4.022830009460449,4.600679874420166,138086,0.0,0.0
2017-12-27 00:00:00+00:00,4.604109764099121,5.3061299324035645,4.458849906921387,4.76101016998291,152100,0.0,0.0
2017-12-28 00:00:00+00:00,5.1560797691345215,5.472179889678955,4.358729839324951,4.870989799499512,110424,0.0,0.0
2017-12-29 00:00:00+00:00,4.929180145263672,6.229400157928467,4.8578200340271,5.942009925842285,236938,0.0,0.0
2017-12-30 00:00:00+00:00,5.9080400466918945,6.586770057678223,4.826859951019287,5.677529811859131,192357,0.0,0.0
