TIMESTAMP,HLT_OPEN_PRICE_USD,HLT_HIGH_PRICE_USD,HLT_LOW_PRICE_USD,HLT_CLOSE_PRICE_USD,HLT_VOLUME_USD,HLT_DIVIDENDS_USD,HLT_STOCK_SPLITS_USD
2024-10-14 00:00:00+00:00,2.550626039505005,2.588892936706543,2.550626039505005,2.5888540744781494,32739,0.0,0.0
2024-10-15 00:00:00+00:00,2.5888540744781494,2.7487070560455322,2.582737922668457,2.7487070560455322,13901,0.0,0.0
2024-10-16 00:00:00+00:00,2.7487070560455322,2.784924030303955,2.7155520915985107,2.746825933456421,4477,0.0,0.0
2024-10-17 00:00:00+00:00,2.746825933456421,2.7908530235290527,2.7420759201049805,2.7879080772399902,2882,0.0,0.0
2024-10-18 00:00:00+00:00,2.7879080772399902,2.9805490970611572,2.7770791053771973,2.936263084411621,7132,0.0,0.0
2024-10-19 00:00:00+00:00,2.936263084411621,2.9617130756378174,2.7206249237060547,2.7206249237060547,202,0.0,0.0
2024-10-20 00:00:00+00:00,2.7206249237060547,2.950289011001587,2.7206249237060547,2.926179885864258,2179,0.0,0.0
2024-10-21 00:00:00+00:00,2.926179885864258,2.959594964981079,2.891901969909668,2.9588139057159424,13,0.0,0.0
2024-10-22 00:00:00+00:00,2.9588139057159424,2.9588139057159424,2.7474279403686523,2.7512459754943848,74,0.0,0.0
2024-10-23 00:00:00+00:00,2.7512459754943848,3.1421360969543457,2.7512459754943848,2.988485097885132,10000,0.0,0.0
2024-10-24 00:00:00+00:00,2.988485097885132,2.989603042602539,2.8361449241638184,2.912440061569214,241,0.0,0.0
2024-10-25 00:00:00+00:00,2.912440061569214,3.184391975402832,2.8447670936584473,2.8447670936584473,997,0.0,0.0
2024-10-26 00:00:00+00:00,2.8447670936584473,3.1853959560394287,2.8357250690460205,3.1853959560394287,70,0.0,0.0
2024-10-27 00:00:00+00:00,3.1853959560394287,3.192002058029175,3.1853959560394287,3.192002058029175,129,0.0,0.0
2024-10-28 00:00:00+00:00,3.192002058029175,3.192002058029175,2.833590030670166,2.833590030670166,115,0.0,0.0
2024-10-29 00:00:00+00:00,2.833590030670166,3.0742199420928955,2.8273589611053467,3.0742199420928955,2784,0.0,0.0
2024-10-30 00:00:00+00:00,3.0742199420928955,3.074460029602051,3.0476009845733643,3.0621979236602783,318,0.0,0.0
2024-10-31 00:00:00+00:00,3.0621979236602783,3.166738986968994,3.0621979236602783,3.166738986968994,85372,0.0,0.0
2024-11-01 00:00:00+00:00,3.166738986968994,3.166738986968994,2.99704909324646,2.99704909324646,0,0.0,0.0
2024-11-02 00:00:00+00:00,2.99704909324646,2.99704909324646,2.8265841007232666,2.8265841007232666,85,0.0,0.0
2024-11-03 00:00:00+00:00,2.8265841007232666,3.165580987930298,2.8265841007232666,3.165580987930298,3,0.0,0.0
2024-11-04 00:00:00+00:00,3.165580987930298,3.292371988296509,3.165580987930298,3.29201602935791,8513,0.0,0.0
2024-11-05 00:00:00+00:00,3.29201602935791,3.29201602935791,2.825676918029785,3.0590250492095947,0,0.0,0.0
2024-11-06 00:00:00+00:00,3.0590250492095947,3.2934460639953613,3.0590250492095947,3.2391879558563232,1981,0.0,0.0
2024-11-07 00:00:00+00:00,3.2391879558563232,3.2391879558563232,2.8281469345092773,2.8281469345092773,8,0.0,0.0
2024-11-08 00:00:00+00:00,2.8281469345092773,3.192594051361084,2.8281469345092773,3.192594051361084,212,0.0,0.0
2024-11-09 00:00:00+00:00,3.192594051361084,3.192594051361084,2.7789149284362793,2.7789149284362793,3872,0.0,0.0
