,MSE,MAE,RMSE,MAPE,R2
0,3161886.2046787576,1397.6192717013894,1778.169173323981,0.03938236475638154,0.4241141222204852
1,1009572.213735374,818.7640986223113,1004.7660453025483,0.023638486883753567,0.8944648437560604
2,2094823.3931642824,1203.0168901209674,1447.3410365122375,0.026502430412906897,0.796378682049863
3,3178481.808270056,1326.5205555555551,1782.8286077529501,0.029229718047568534,0.6666484201360207
4,3723412.5204255613,1560.2022160618274,1929.6104056328134,0.02703526962552043,0.8493683558117241
5,3807296.936139833,1528.1686440972214,1951.2295687269634,0.025514865613353033,0.704986899562169
6,2562526.4434981514,1195.0359912634406,1600.7734582206458,0.024442772171516334,0.6393730789434927
7,1179911.9360909164,732.3781552419356,1086.1871048609428,0.018159949552742933,0.8988218203082532
8,2921004.1227378226,1178.1614118303567,1709.0943203354827,0.02888270795219397,0.5321293632500296
9,1720133.3921184372,978.7405561155915,1311.5307724720014,0.023622262672913164,0.7944869226290642
10,1072810.1061908777,853.4042604166666,1035.7637433433313,0.020866822980156966,0.8284317959366255
11,1879218.4107301775,1041.3028255208337,1370.845636638822,0.0328095929621744,0.8511865859813312
Mean,2359256.4573150207,1151.1095730456748,1500.6783227602266,0.026673936969265146,0.7400325742154266
