,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1997-07-02 00:00:00+08:00,1255.9090576171875,1261.571044921875,1147.3310546875,1199.06103515625,0,0.0,0.0
1,1997-07-03 00:00:00+08:00,1194.676025390625,1194.676025390625,1149.93994140625,1150.623046875,0,0.0,0.0
2,1997-07-04 00:00:00+08:00,1138.9210205078125,1163.2490234375,1124.7760009765625,1159.342041015625,0,0.0,0.0
3,1997-07-07 00:00:00+08:00,1161.70703125,1163.447021484375,1085.572021484375,1096.8189697265625,0,0.0,0.0
4,1997-07-08 00:00:00+08:00,1092.7989501953125,1115.4329833984375,1066.0439453125,1109.666015625,0,0.0,0.0
5,1997-07-09 00:00:00+08:00,1113.6409912109375,1122.6739501953125,1104.0860595703125,1120.8409423828125,0,0.0,0.0
6,1997-07-10 00:00:00+08:00,1121.259033203125,1137.8690185546875,1115.2120361328125,1120.154052734375,0,0.0,0.0
7,1997-07-11 00:00:00+08:00,1116.4150390625,1155.0560302734375,1114.39697265625,1154.7939453125,0,0.0,0.0
8,1997-07-14 00:00:00+08:00,1189.4739990234375,1201.2139892578125,1180.1910400390625,1200.114013671875,0,0.0,0.0
9,1997-07-16 00:00:00+08:00,1201.594970703125,1204.85498046875,1184.4449462890625,1190.8260498046875,0,0.0,0.0
10,1997-07-17 00:00:00+08:00,1188.2669677734375,1203.5040283203125,1180.9339599609375,1197.2259521484375,0,0.0,0.0
11,1997-07-18 00:00:00+08:00,1199.3990478515625,1210.43994140625,1191.2889404296875,1209.8570556640625,0,0.0,0.0
12,1997-07-21 00:00:00+08:00,1215.8389892578125,1218.48095703125,1188.875,1193.5250244140625,0,0.0,0.0
13,1997-07-22 00:00:00+08:00,1189.1180419921875,1208.261962890625,1163.468017578125,1208.248046875,0,0.0,0.0
14,1997-07-23 00:00:00+08:00,1219.0550537109375,1223.822998046875,1194.7030029296875,1198.8609619140625,0,0.0,0.0
15,1997-07-24 00:00:00+08:00,1194.7049560546875,1200.3089599609375,1172.366943359375,1174.217041015625,0,0.0,0.0
16,1997-07-25 00:00:00+08:00,1166.5660400390625,1177.6529541015625,1158.135986328125,1170.862060546875,0,0.0,0.0
17,1997-07-28 00:00:00+08:00,1167.81298828125,1167.8800048828125,1138.4749755859375,1141.7769775390625,0,0.0,0.0
18,1997-07-29 00:00:00+08:00,1137.3189697265625,1161.1949462890625,1133.175048828125,1153.22900390625,0,0.0,0.0
19,1997-07-30 00:00:00+08:00,1157.0899658203125,1179.47802734375,1157.0040283203125,1179.4210205078125,0,0.0,0.0
20,1997-07-31 00:00:00+08:00,1184.93701171875,1192.199951171875,1179.7149658203125,1189.760009765625,0,0.0,0.0
