TIMESTAMP,POLS_OPEN_PRICE_USD,POLS_HIGH_PRICE_USD,POLS_LOW_PRICE_USD,POLS_CLOSE_PRICE_USD,POLS_VOLUME_USD,POLS_DIVIDENDS_USD,POLS_STOCK_SPLITS_USD
2020-09-29 00:00:00+00:00,0.2852550148963928,0.37020400166511536,0.0015030000358819962,0.0015030000358819962,20,0.0,0.0
2020-09-30 00:00:00+00:00,0.0015030000358819962,0.7432780265808105,0.001475999946705997,0.6743940114974976,14707180,0.0,0.0
2020-10-01 00:00:00+00:00,0.6419339776039124,0.9089810252189636,0.5006399750709534,0.6379290223121643,11138125,0.0,0.0
2020-10-02 00:00:00+00:00,0.6379320025444031,0.7880280017852783,0.37655800580978394,0.6760299801826477,8504171,0.0,0.0
2020-10-03 00:00:00+00:00,0.6718199849128723,0.7073950171470642,0.5777230262756348,0.601170003414154,3982617,0.0,0.0
2020-10-04 00:00:00+00:00,0.615086019039154,0.7282080054283142,0.5264859795570374,0.613099992275238,2438390,0.0,0.0
2020-10-05 00:00:00+00:00,0.613099992275238,0.6257830262184143,0.4791710078716278,0.48649001121520996,2270453,0.0,0.0
2020-10-06 00:00:00+00:00,0.4859600067138672,0.48976999521255493,0.30412501096725464,0.364872008562088,2743494,0.0,0.0
2020-10-07 00:00:00+00:00,0.3681600093841553,0.3795109987258911,0.2996180057525635,0.34619900584220886,1423453,0.0,0.0
2020-10-08 00:00:00+00:00,0.34636199474334717,0.5007169842720032,0.3211880028247833,0.4623349905014038,2420913,0.0,0.0
2020-10-09 00:00:00+00:00,0.46118199825286865,0.5661190152168274,0.4225519895553589,0.508247971534729,1906297,0.0,0.0
2020-10-10 00:00:00+00:00,0.4989599883556366,0.4989599883556366,0.4087370038032532,0.4135870039463043,1054081,0.0,0.0
2020-10-11 00:00:00+00:00,0.4138149917125702,0.48880401253700256,0.3492169976234436,0.3860979974269867,1039650,0.0,0.0
2020-10-12 00:00:00+00:00,0.3853740096092224,0.4296810030937195,0.3633610010147095,0.3897629976272583,831844,0.0,0.0
2020-10-13 00:00:00+00:00,0.3897629976272583,0.4051249921321869,0.33535099029541016,0.35179099440574646,10375,0.0,0.0
2020-10-14 00:00:00+00:00,0.3517880141735077,0.3964729905128479,0.3353460133075714,0.35635799169540405,9287,0.0,0.0
