TIMESTAMP,MNW_OPEN_PRICE_USD,MNW_HIGH_PRICE_USD,MNW_LOW_PRICE_USD,MNW_CLOSE_PRICE_USD,MNW_VOLUME_USD,MNW_DIVIDENDS_USD,MNW_STOCK_SPLITS_USD
2018-05-22 00:00:00+00:00,0.5096709728240967,0.5097569823265076,0.32832100987434387,0.4033379852771759,193829,0.0,0.0
2018-05-23 00:00:00+00:00,0.402536004781723,0.46784600615501404,0.2635970115661621,0.35485801100730896,229024,0.0,0.0
2018-05-24 00:00:00+00:00,0.3421820104122162,0.41565799713134766,0.3027540147304535,0.39119699597358704,137694,0.0,0.0
2018-05-25 00:00:00+00:00,0.41381898522377014,0.5108640193939209,0.3550719916820526,0.4725860059261322,252152,0.0,0.0
2018-05-26 00:00:00+00:00,0.47265100479125977,0.6941530108451843,0.4273439943790436,0.655784010887146,656571,0.0,0.0
2018-05-27 00:00:00+00:00,0.6570410132408142,0.6697350144386292,0.5766180157661438,0.6473469734191895,420765,0.0,0.0
2018-05-28 00:00:00+00:00,0.6472650170326233,0.7437080144882202,0.5281950235366821,0.6648769974708557,942313,0.0,0.0
2018-05-29 00:00:00+00:00,0.6632109880447388,0.6746479868888855,0.5780069828033447,0.603456974029541,663008,0.0,0.0
2018-05-30 00:00:00+00:00,0.603763997554779,0.6264790296554565,0.5544270277023315,0.5907139778137207,308372,0.0,0.0
2018-05-31 00:00:00+00:00,0.5902780294418335,0.8124889731407166,0.5902780294418335,0.7545629739761353,1006890,0.0,0.0
2018-06-01 00:00:00+00:00,0.7427150011062622,0.8216400146484375,0.6610720157623291,0.6955540180206299,868759,0.0,0.0
2018-06-02 00:00:00+00:00,0.6926699876785278,0.7115820050239563,0.6538050174713135,0.7115820050239563,629099,0.0,0.0
2018-06-03 00:00:00+00:00,0.7102029919624329,0.7291120290756226,0.6787949800491333,0.726544976234436,537383,0.0,0.0
2018-06-04 00:00:00+00:00,0.7307500243186951,0.7631120085716248,0.6796110272407532,0.7370820045471191,601652,0.0,0.0
2018-06-05 00:00:00+00:00,0.737405002117157,0.7413660287857056,0.6805130243301392,0.7062820196151733,1100850,0.0,0.0
2018-06-06 00:00:00+00:00,0.7019060254096985,0.7173020243644714,0.6367779970169067,0.6469100117683411,854212,0.0,0.0
2018-06-07 00:00:00+00:00,0.644228994846344,0.6491580009460449,0.48783499002456665,0.6082800030708313,1198450,0.0,0.0
2018-06-08 00:00:00+00:00,0.6112250089645386,0.6162739992141724,0.5218449831008911,0.5397999882698059,1140430,0.0,0.0
2018-06-09 00:00:00+00:00,0.5361260175704956,0.5693269968032837,0.5310029983520508,0.531158983707428,1404720,0.0,0.0
2018-06-10 00:00:00+00:00,0.5316280126571655,0.5316280126571655,0.4562099874019623,0.46965500712394714,1699310,0.0,0.0
2018-06-11 00:00:00+00:00,0.47190698981285095,0.5015519857406616,0.4693309962749481,0.4967530071735382,1100990,0.0,0.0
